kind,name,default,choices,value_shape,mutual_exclusion_group,availability,evidence_level,confidence,behavior,source_file,source_symbol,source_line,test_evidence,runtime_observation,zed_status,parity_gap,feature_id
model search path category,diffusers,"([os.path.join(models_dir, 'diffusers')], ['folder'])",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['diffusers'],31,tests-unit/comfy_test/folder_path_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for diffusers.,COMFY-CONFIG-0130
model search path category,diffusion_models,"([os.path.join(models_dir, 'unet'), os.path.join(models_dir, 'diffusion_models')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['diffusion_models'],27,tests-unit/comfy_test/folder_path_test.py | tests-unit/utils/extra_config_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for diffusion_models.,COMFY-CONFIG-0131
model search path category,embeddings,"([os.path.join(models_dir, 'embeddings')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['embeddings'],30,tests-unit/comfy_test/folder_path_test.py | tests-unit/utils/extra_config_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for embeddings.,COMFY-CONFIG-0132
model search path category,frame_interpolation,"([os.path.join(models_dir, 'frame_interpolation')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,code-inferred,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['frame_interpolation'],55,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for frame_interpolation.,COMFY-CONFIG-0133
model search path category,geometry_estimation,"([os.path.join(models_dir, 'geometry_estimation')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,code-inferred,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['geometry_estimation'],57,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for geometry_estimation.,COMFY-CONFIG-0134
model search path category,gligen,"([os.path.join(models_dir, 'gligen')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['gligen'],35,tests-unit/comfy_test/folder_path_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for gligen.,COMFY-CONFIG-0135
model search path category,hypernetworks,"([os.path.join(models_dir, 'hypernetworks')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['hypernetworks'],43,tests-unit/comfy_test/folder_path_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for hypernetworks.,COMFY-CONFIG-0136
model search path category,latent_upscale_models,"([os.path.join(models_dir, 'latent_upscale_models')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,code-inferred,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['latent_upscale_models'],39,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for latent_upscale_models.,COMFY-CONFIG-0137
model search path category,loras,"([os.path.join(models_dir, 'loras')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['loras'],24,tests-unit/assets_test/services/test_tag_histogram.py | tests-unit/comfy_test/folder_path_test.py | tests-unit/utils/extra_config_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for loras.,COMFY-CONFIG-0138
model search path category,model_patches,"([os.path.join(models_dir, 'model_patches')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,code-inferred,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['model_patches'],49,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for model_patches.,COMFY-CONFIG-0139
model search path category,optical_flow,"([os.path.join(models_dir, 'optical_flow')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,code-inferred,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['optical_flow'],59,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for optical_flow.,COMFY-CONFIG-0140
model search path category,photomaker,"([os.path.join(models_dir, 'photomaker')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['photomaker'],45,tests-unit/comfy_test/folder_path_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for photomaker.,COMFY-CONFIG-0141
model search path category,style_models,"([os.path.join(models_dir, 'style_models')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['style_models'],29,tests-unit/comfy_test/folder_path_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for style_models.,COMFY-CONFIG-0142
model search path category,text_encoders,"([os.path.join(models_dir, 'text_encoders'), os.path.join(models_dir, 'clip')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['text_encoders'],26,tests-unit/comfy_test/folder_path_test.py | tests-unit/utils/extra_config_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for text_encoders.,COMFY-CONFIG-0143
model search path category,upscale_models,"([os.path.join(models_dir, 'upscale_models')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['upscale_models'],37,tests-unit/comfy_test/folder_path_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for upscale_models.,COMFY-CONFIG-0144
model search path category,vae,"([os.path.join(models_dir, 'vae')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['vae'],25,tests-unit/comfy_test/folder_path_test.py | tests/execution/testing_nodes/testing-pack/specific_tests.py | tests/inference/graphs/default_graph_sdxl1_0.json,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for vae.,COMFY-CONFIG-0145
model search path category,vae_approx,"([os.path.join(models_dir, 'vae_approx')], supported_pt_extensions)",,ordered path list + accepted extension set,,active,test-backed,high,"Filename discovery recursively scans registered paths, caches results by directory mtimes, sorts filenames, and maps legacy unet/clip categories.",folder_paths.py,folder_names_and_paths['vae_approx'],32,tests-unit/comfy_test/folder_path_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for vae_approx.,COMFY-CONFIG-0146
persisted settings file,user/{user}/comfy.settings.json,{},,file,,conditional,code-inferred,high,Arbitrary server-side JSON settings; corrupt JSON logs and reads as empty.,main.py; utils/extra_config.py; comfy_config/types.py; app/app_settings.py; app/user_manager.py; alembic.ini,user/{user}/comfy.settings.json,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for user/{user}/comfy.settings.json.,COMFY-CONFIG-0147
persisted users file,user/users.json,{},,file,,conditional,code-inferred,high,Maps generated user IDs to display names when --multi-user is enabled.,main.py; utils/extra_config.py; comfy_config/types.py; app/app_settings.py; app/user_manager.py; alembic.ini,user/users.json,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for user/users.json.,COMFY-CONFIG-0148
server feature flag,assets,args.enable_assets,registered bool or arbitrary CLI value,WebSocket feature negotiation value,,conditional,test-backed,high,Advertises whether the asset system is enabled.,comfy_api/feature_flags.py,SERVER_FEATURE_FLAGS,,tests-unit/app_test/frontend_manager_test.py | tests-unit/assets_test/conftest.py | tests-unit/assets_test/helpers.py | tests-unit/assets_test/queries/conftest.py | tests-unit/assets_test/queries/test_asset.py | tests-unit/assets_test/queries/test_asset_info.py | tests-unit/assets_test/queries/test_asset_reference_keyset.py | tests-unit/assets_test/queries/test_cache_state.py | tests-unit/assets_test/queries/test_metadata.py | tests-unit/assets_test/queries/test_tags.py | tests-unit/assets_test/services/conftest.py | tests-unit/assets_test/services/test_asset_management.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for assets.,COMFY-CONFIG-0149
server feature flag,extension.manager.supports_v4,true,registered bool or arbitrary CLI value,WebSocket feature negotiation value,,active,code-inferred,high,Advertises manager v4 extension support.,comfy_api/feature_flags.py,SERVER_FEATURE_FLAGS,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for extension.manager.supports_v4.,COMFY-CONFIG-0150
server feature flag,max_upload_size,args.max_upload_size * 1024 * 1024,registered bool or arbitrary CLI value,WebSocket feature negotiation value,,active,test-backed,high,Advertises the effective upload byte limit.,comfy_api/feature_flags.py,SERVER_FEATURE_FLAGS,,tests-unit/feature_flags_test.py | tests-unit/websocket_feature_flags_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for max_upload_size.,COMFY-CONFIG-0151
server feature flag,node_replacements,true,registered bool or arbitrary CLI value,WebSocket feature negotiation value,,active,code-inferred,high,Advertises node replacement mapping support.,comfy_api/feature_flags.py,SERVER_FEATURE_FLAGS,,,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for node_replacements.,COMFY-CONFIG-0152
server feature flag,supports_preview_metadata,true,registered bool or arbitrary CLI value,WebSocket feature negotiation value,,active,test-backed,high,Advertises binary preview frames with JSON metadata.,comfy_api/feature_flags.py,SERVER_FEATURE_FLAGS,,tests-unit/feature_flags_test.py | tests-unit/websocket_feature_flags_test.py,,missing,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native-policy or inactive-legacy mapping for supports_preview_metadata.,COMFY-CONFIG-0153
