source_id,path,sha256,bytes,classification,feature_ids,disposition,reason
COMFY-CLI-SOURCE-EBAB6B368D37,tests/.coverage,eefb35ebb58389f3860b9e08abd331d12b1205eae74c691dd07159a41f8a6e50,53248,test-only/support,,test-only/support,"Existing test, fixture, generated coverage data, or isolated package fixture."
COMFY-CLI-SOURCE-783817F85D75,tests/comfy_cli/auth/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,test-only/support,,test-only/support,"Existing test, fixture, generated coverage data, or isolated package fixture."
COMFY-CLI-SOURCE-E7F1A38B586A,tests/comfy_cli/auth/test_auth_command.py,00163d680638f18f4f45959402a68fc5155846518394bbea78d020f9af25d6b9,8887,test-only/support,COMFY-CLI-TEST-14ACA270EE42 | COMFY-CLI-TEST-221398329447 | COMFY-CLI-TEST-2926792D5C6F | COMFY-CLI-TEST-4A13B9688B0C | COMFY-CLI-TEST-6CD57DCA2222 | COMFY-CLI-TEST-9100A8B1C97D | COMFY-CLI-TEST-9FD6220A4332 | COMFY-CLI-TEST-C6A6499B3AE6 | COMFY-CLI-TEST-D6D7A505EB4E | COMFY-CLI-TEST-E61515999604 | COMFY-CLI-TEST-EF6BE256668C | COMFY-CLI-TEST-F36C8FAC4A71,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-D5D7CB04EDD9,tests/comfy_cli/auth/test_oauth.py,bf3a92bc770940f658e32775f5653e9194276f4f3b67048bc4b7868e94bfdc0d,47533,test-only/support,COMFY-CLI-TEST-015E62F6445D | COMFY-CLI-TEST-039B6736337C | COMFY-CLI-TEST-0463BF2A2442 | COMFY-CLI-TEST-094426B071E5 | COMFY-CLI-TEST-0B8A77D4AAF1 | COMFY-CLI-TEST-0D23243CBD04 | COMFY-CLI-TEST-11E7E95A3E64 | COMFY-CLI-TEST-11F8F4B859AB | COMFY-CLI-TEST-148C09D31A96 | COMFY-CLI-TEST-14F0E3105269 | COMFY-CLI-TEST-1B7DB72E7CB6 | COMFY-CLI-TEST-1E4ADD23CD34 | COMFY-CLI-TEST-214E56FCF837 | COMFY-CLI-TEST-32797C6B6A99 | COMFY-CLI-TEST-331902EDA117 | COMFY-CLI-TEST-3A643790468A | COMFY-CLI-TEST-3E903E20EE25 | COMFY-CLI-TEST-46C54FAE22C4 | COMFY-CLI-TEST-5B0CA3E66A18 | COMFY-CLI-TEST-653B5B74CC43 | COMFY-CLI-TEST-6AE275595CF1 | COMFY-CLI-TEST-6E57B65CC603 | COMFY-CLI-TEST-75023AB96260 | COMFY-CLI-TEST-7AAB934EF089 | COMFY-CLI-TEST-87BADF6D38A4 | COMFY-CLI-TEST-8A13FE2CE310 | COMFY-CLI-TEST-90260833D969 | COMFY-CLI-TEST-90F809647B83 | COMFY-CLI-TEST-94FFC5DB1DD5 | COMFY-CLI-TEST-95AB6E6188C6 | COMFY-CLI-TEST-9809108FCAF2 | COMFY-CLI-TEST-98AD560927A4 | COMFY-CLI-TEST-991051854AEA | COMFY-CLI-TEST-9DC31AE4919C | COMFY-CLI-TEST-A0081FFB1B52 | COMFY-CLI-TEST-AB1D0F758495 | COMFY-CLI-TEST-AF885D13B598 | COMFY-CLI-TEST-C248E0DCB46B | COMFY-CLI-TEST-C3B1A07A1D89 | COMFY-CLI-TEST-D0DC45DB18FD | COMFY-CLI-TEST-D490C4F8E644 | COMFY-CLI-TEST-E34E2F57AA95 | COMFY-CLI-TEST-E745575973BB | COMFY-CLI-TEST-E82C895D6BD5 | COMFY-CLI-TEST-EA17869EBE40 | COMFY-CLI-TEST-EE1A9BF885A1 | COMFY-CLI-TEST-EE39042285C9,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-20590D8DB640,tests/comfy_cli/auth/test_store.py,06d47b7ceae8eddb3c335fbc09a759126495f04b5dd56434b1160384590b7b4c,4292,test-only/support,COMFY-CLI-TEST-264162F699F4 | COMFY-CLI-TEST-2DC191100FC0 | COMFY-CLI-TEST-31B6F70F725F | COMFY-CLI-TEST-345927110499 | COMFY-CLI-TEST-5FE0A442E21B | COMFY-CLI-TEST-6A0347832C32 | COMFY-CLI-TEST-6B2CCB91993E | COMFY-CLI-TEST-703C85F39B6A | COMFY-CLI-TEST-82C7AA7423EA | COMFY-CLI-TEST-CBA13A99C3BE | COMFY-CLI-TEST-CDA6D4D98EB4 | COMFY-CLI-TEST-E8044FB4102D | COMFY-CLI-TEST-EA1B2F093130 | COMFY-CLI-TEST-FB570078772D,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-E1CF27732271,tests/comfy_cli/auth/test_where.py,02aa81237ef49bf1123ee50e9c09d474c55d24ed54687457641d9e3de8d7f4de,9029,test-only/support,COMFY-CLI-TEST-00833541B9D4 | COMFY-CLI-TEST-0F519822D80D | COMFY-CLI-TEST-1B59087A3474 | COMFY-CLI-TEST-2C9A7C12A37A | COMFY-CLI-TEST-463F8D029FD8 | COMFY-CLI-TEST-57EDB3CD4CBD | COMFY-CLI-TEST-5E721C1F52B2 | COMFY-CLI-TEST-75FB80113964 | COMFY-CLI-TEST-8E591C75821B | COMFY-CLI-TEST-9B4351DA443B | COMFY-CLI-TEST-9C72F9C824F8 | COMFY-CLI-TEST-ACC9EBCF932E | COMFY-CLI-TEST-AF497C58DF87 | COMFY-CLI-TEST-B2440FD5EAB2 | COMFY-CLI-TEST-C03EFD9ADE05 | COMFY-CLI-TEST-C982B8AA8997 | COMFY-CLI-TEST-CFC058BB111C | COMFY-CLI-TEST-E78C28190A9D | COMFY-CLI-TEST-E92ED4216ECB | COMFY-CLI-TEST-F6C0DAD8921A,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-6E54F7EE50DD,tests/comfy_cli/cloud/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,test-only/support,,test-only/support,"Existing test, fixture, generated coverage data, or isolated package fixture."
COMFY-CLI-SOURCE-0FBAF72812A0,tests/comfy_cli/cloud/test_client.py,a917f69214a2a0ba4aef95e259f52e17231579a1251515e8a71fe032d884c88c,33732,test-only/support,COMFY-CLI-TEST-044A8A9F41A7 | COMFY-CLI-TEST-08382CD15D9C | COMFY-CLI-TEST-09D1B0A42B9B | COMFY-CLI-TEST-115CCABFCA5D | COMFY-CLI-TEST-1A0CEAC83B0B | COMFY-CLI-TEST-22503D0314FD | COMFY-CLI-TEST-2B50C763C74D | COMFY-CLI-TEST-2BF912F2A0D9 | COMFY-CLI-TEST-3307F4A15F4D | COMFY-CLI-TEST-355733E0062A | COMFY-CLI-TEST-39489A15ADA0 | COMFY-CLI-TEST-3CCA909DE144 | COMFY-CLI-TEST-3D0D2E6B91B7 | COMFY-CLI-TEST-3FCB2D3D0D54 | COMFY-CLI-TEST-40D09429F2A4 | COMFY-CLI-TEST-43D94C637C13 | COMFY-CLI-TEST-4628CEBA7164 | COMFY-CLI-TEST-4640618AE038 | COMFY-CLI-TEST-4B9ACD4BB956 | COMFY-CLI-TEST-4C3DD6A16673 | COMFY-CLI-TEST-60A15C44B7B0 | COMFY-CLI-TEST-638D8C520C20 | COMFY-CLI-TEST-64F16DD4E3FB | COMFY-CLI-TEST-6608AB4CA42B | COMFY-CLI-TEST-67768F9EA3EE | COMFY-CLI-TEST-6AA275B140FE | COMFY-CLI-TEST-72CA89A59BE0 | COMFY-CLI-TEST-799A19FFEF4D | COMFY-CLI-TEST-7A80C2F039A7 | COMFY-CLI-TEST-8EB59D0C623F | COMFY-CLI-TEST-8F29D09AFA6B | COMFY-CLI-TEST-920185B8658D | COMFY-CLI-TEST-95314539E5F2 | COMFY-CLI-TEST-96151D743057 | COMFY-CLI-TEST-970F193D1CD9 | COMFY-CLI-TEST-9DD70ED4AA3A | COMFY-CLI-TEST-A42125632CDA | COMFY-CLI-TEST-A4F54B77C7B1 | COMFY-CLI-TEST-A53EB20090FB | COMFY-CLI-TEST-B0FD203715D2 | COMFY-CLI-TEST-B370F6658A83 | COMFY-CLI-TEST-B425E2B7E016 | COMFY-CLI-TEST-B7B7907C9005 | COMFY-CLI-TEST-BC711554B283 | COMFY-CLI-TEST-BE64454789D6 | COMFY-CLI-TEST-C6B5E7C38D08 | COMFY-CLI-TEST-CA8D3131F549 | COMFY-CLI-TEST-CDAB653AB2E2 | COMFY-CLI-TEST-CF68C65A5A7D | COMFY-CLI-TEST-D3D0ED1C330B | COMFY-CLI-TEST-D44FF2ED832E | COMFY-CLI-TEST-D856EF2588FB | COMFY-CLI-TEST-DB925C656040 | COMFY-CLI-TEST-E5659B6D4557 | COMFY-CLI-TEST-EB81C3D8D1E8 | COMFY-CLI-TEST-F4B30F07E9C3 | COMFY-CLI-TEST-F84058C472A6 | COMFY-CLI-TEST-F98AAE265F06 | COMFY-CLI-TEST-FAB14E8BEE98,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-6069E0AAC287,tests/comfy_cli/command/generate/__init__.py,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,test-only/support,,test-only/support,"Existing test, fixture, generated coverage data, or isolated package fixture."
COMFY-CLI-SOURCE-E3AD25C648E3,tests/comfy_cli/command/generate/test_adapters.py,8ee16828a4316b808a3034b6daa2feb63ec5e4de3eb5f3b5c76d6a8ddeeca317,11894,test-only/support,COMFY-CLI-TEST-0AFD0863F75C | COMFY-CLI-TEST-0F0D6C87DC22 | COMFY-CLI-TEST-27BEECC10406 | COMFY-CLI-TEST-3FC6F440DB82 | COMFY-CLI-TEST-4D102CF3AE4B | COMFY-CLI-TEST-4EA7CAB3293B | COMFY-CLI-TEST-6B0CF9D2CB23 | COMFY-CLI-TEST-707DB61F8CE7 | COMFY-CLI-TEST-757D1691B809 | COMFY-CLI-TEST-76D3C5DA70AF | COMFY-CLI-TEST-7E7127A5E33A | COMFY-CLI-TEST-856AA4653EE8 | COMFY-CLI-TEST-90D8EA08E052 | COMFY-CLI-TEST-9E619F2971D8 | COMFY-CLI-TEST-A3F8D7E632BE | COMFY-CLI-TEST-A432A1541719 | COMFY-CLI-TEST-B69359C736D8 | COMFY-CLI-TEST-B99506EEB037 | COMFY-CLI-TEST-CBA80D33AC08 | COMFY-CLI-TEST-D6A0A3379A2A | COMFY-CLI-TEST-F5765D4E884E | COMFY-CLI-TEST-F5AB2A4ADCDC | COMFY-CLI-TEST-F9B0AFBFCEF2 | COMFY-CLI-TEST-FB68D5311588 | COMFY-CLI-TEST-FEA39274124D,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-8CE84151BA4B,tests/comfy_cli/command/generate/test_app.py,d422a8e3db1ba09eab7e18516a2cd1adb5b44f2db81e994e7ac1345093b317a4,28168,test-only/support,COMFY-CLI-TEST-082E2F3051C5 | COMFY-CLI-TEST-08EFA5F17643 | COMFY-CLI-TEST-0CCFA1589B7E | COMFY-CLI-TEST-0F9B4F684F5A | COMFY-CLI-TEST-16FA1514FD2D | COMFY-CLI-TEST-38F080EB3581 | COMFY-CLI-TEST-39A3A60D7D23 | COMFY-CLI-TEST-3F06C39C4B6E | COMFY-CLI-TEST-41BB204BFF58 | COMFY-CLI-TEST-436446F8E442 | COMFY-CLI-TEST-4369341294DD | COMFY-CLI-TEST-45E4CC2D13C1 | COMFY-CLI-TEST-461C146257EC | COMFY-CLI-TEST-46CF1B1062D9 | COMFY-CLI-TEST-4E3E6053E1C1 | COMFY-CLI-TEST-53D894111647 | COMFY-CLI-TEST-5C693AEED45F | COMFY-CLI-TEST-5E61E68BCA65 | COMFY-CLI-TEST-6169AF0193AB | COMFY-CLI-TEST-627F71F64FE7 | COMFY-CLI-TEST-62D2D4C28975 | COMFY-CLI-TEST-6BD122915C7C | COMFY-CLI-TEST-6F1247FE3975 | COMFY-CLI-TEST-7343264E212E | COMFY-CLI-TEST-7F6F931FA741 | COMFY-CLI-TEST-805CB25CCCB2 | COMFY-CLI-TEST-807B7C2C21D8 | COMFY-CLI-TEST-872BE6C535DE | COMFY-CLI-TEST-89D7D2ADA424 | COMFY-CLI-TEST-89E1EBD47D17 | COMFY-CLI-TEST-94900FB8C54A | COMFY-CLI-TEST-99D823F88D6B | COMFY-CLI-TEST-A04462E9E803 | COMFY-CLI-TEST-A32D81F2DDFC | COMFY-CLI-TEST-A70BCF8E3AFE | COMFY-CLI-TEST-AC1D50B71B22 | COMFY-CLI-TEST-B05C33A0D746 | COMFY-CLI-TEST-B12A8636EC55 | COMFY-CLI-TEST-B12B5B9E6223 | COMFY-CLI-TEST-B6C9D9E9DC07 | COMFY-CLI-TEST-BA6C93E0C65F | COMFY-CLI-TEST-BAA35DEFB734 | COMFY-CLI-TEST-BE2DA804A960 | COMFY-CLI-TEST-C09B5DD1F868 | COMFY-CLI-TEST-C0CA90D62481 | COMFY-CLI-TEST-C96EDFC0A3A7 | COMFY-CLI-TEST-CE353BB232AB | COMFY-CLI-TEST-D42C21EE4F52 | COMFY-CLI-TEST-E15F926EA8EF | COMFY-CLI-TEST-E1E93B94E638 | COMFY-CLI-TEST-E2B48402068D | COMFY-CLI-TEST-E3207846C8C6 | COMFY-CLI-TEST-E653008F62F2 | COMFY-CLI-TEST-EA33AA14437B | COMFY-CLI-TEST-EAE4EFFC0FC8 | COMFY-CLI-TEST-EB88D3D42E2B | COMFY-CLI-TEST-F5D203B56890 | COMFY-CLI-TEST-FF9851817119,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-7E51FD36D27F,tests/comfy_cli/command/generate/test_app_lifecycle.py,6c37c27a531cf76c3c25228b9d38f23b59876f17eac941e55ce4162bb891b512,15331,test-only/support,COMFY-CLI-TEST-035FC61D3D2A | COMFY-CLI-TEST-0787568617EE | COMFY-CLI-TEST-13407F4BE082 | COMFY-CLI-TEST-3C8D39421ED7 | COMFY-CLI-TEST-3D9CBF57F598 | COMFY-CLI-TEST-41092CDCD2DA | COMFY-CLI-TEST-4D4F4BAB601C | COMFY-CLI-TEST-50C212BA6115 | COMFY-CLI-TEST-65A13974DB0B | COMFY-CLI-TEST-74F7C2D9865B | COMFY-CLI-TEST-767E17A80631 | COMFY-CLI-TEST-7EDBE4BA987F | COMFY-CLI-TEST-AFC4462B4F6C | COMFY-CLI-TEST-B7D3414CCE60 | COMFY-CLI-TEST-B93F065C7E23 | COMFY-CLI-TEST-BC94EFDD2F77 | COMFY-CLI-TEST-C2C051BAA9D1 | COMFY-CLI-TEST-C6861CB10E2E | COMFY-CLI-TEST-DB5571930EC0 | COMFY-CLI-TEST-DB604F1682B1 | COMFY-CLI-TEST-E41486989178,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-C3041F7F2C6B,tests/comfy_cli/command/generate/test_client.py,d77ffc25a8f05a55ffe3a7e66fe44ed0c29c625c2317a6fd14b711605de53b0c,3584,test-only/support,COMFY-CLI-TEST-0D209AD96D0C | COMFY-CLI-TEST-1C6A8D170AD0 | COMFY-CLI-TEST-28178BDA99DF | COMFY-CLI-TEST-3D41732113F0 | COMFY-CLI-TEST-90AC471D6894 | COMFY-CLI-TEST-C377D5072A31 | COMFY-CLI-TEST-EF551136F7FF | COMFY-CLI-TEST-F16720A8F31D,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-F8B04D7FCDFC,tests/comfy_cli/command/generate/test_emit.py,6eb569d58b66f191abd09e30493f3be4ab2fb68e4db9961f791af911f5a5bcb3,6736,test-only/support,COMFY-CLI-TEST-28CE6839F9A5 | COMFY-CLI-TEST-296766ACB79B | COMFY-CLI-TEST-9313BF3B27B8 | COMFY-CLI-TEST-93DF0174A274 | COMFY-CLI-TEST-A9DC67141AD4 | COMFY-CLI-TEST-B9114D4A05A3 | COMFY-CLI-TEST-C45ADF4A2FA7 | COMFY-CLI-TEST-D722DB8817F4 | COMFY-CLI-TEST-DA068E959889 | COMFY-CLI-TEST-EB859D0970F8 | COMFY-CLI-TEST-F34E5B7C2EA6,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-D96F696913A6,tests/comfy_cli/command/generate/test_output.py,267a9dec1eff2dd4a33797d462bc37cda4a6046ba48b969c00e20935977ca5d5,754,test-only/support,COMFY-CLI-TEST-2A5F93E90FA3 | COMFY-CLI-TEST-CD59E9E3C535 | COMFY-CLI-TEST-EABCF088AD9C | COMFY-CLI-TEST-F86355570E32,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-8A570CD8E242,tests/comfy_cli/command/generate/test_poll.py,b17204da0f7e59054f5fd852f5320ac445fe32c60106cd3306218b6efee9b533,1725,test-only/support,COMFY-CLI-TEST-003835395589 | COMFY-CLI-TEST-AC2E24475E97,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-4A39BE0463DE,tests/comfy_cli/command/generate/test_schema.py,5d5f2bbea0133073bc5c86525c5958d131c73fd748ebb52a335167ec8d9e9b8d,3309,test-only/support,COMFY-CLI-TEST-17FC3D7A57F6 | COMFY-CLI-TEST-2538490C764F | COMFY-CLI-TEST-29A8D7F4BC6F | COMFY-CLI-TEST-2FC991ADCD8A | COMFY-CLI-TEST-6234B15C4E28 | COMFY-CLI-TEST-7B33492E6A53 | COMFY-CLI-TEST-8E362BC38D4B | COMFY-CLI-TEST-937B2BD2A4F7 | COMFY-CLI-TEST-97FFBE50A009,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-4954CA762A27,tests/comfy_cli/command/generate/test_spec.py,a78615bd3ebdafbe1a40be21b88b1629606eed26aa58196e89abc27754d406a3,2119,test-only/support,COMFY-CLI-TEST-0C79B7178E22 | COMFY-CLI-TEST-461850393F9D | COMFY-CLI-TEST-886F745335D3 | COMFY-CLI-TEST-8A0A087D46FC | COMFY-CLI-TEST-9618EC459FDC | COMFY-CLI-TEST-A0BC50AC1840 | COMFY-CLI-TEST-B73A7D661280 | COMFY-CLI-TEST-E7204DA7A740 | COMFY-CLI-TEST-FB8D107CC35A,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-C36BF1C06FA5,tests/comfy_cli/command/generate/test_upload.py,44d501cba6a99dc032d4168bfa9e5afcf73f62837bb9cf350c4c4c5505d21fb3,5364,test-only/support,COMFY-CLI-TEST-02050AD2EF8B | COMFY-CLI-TEST-041996DA459D | COMFY-CLI-TEST-0BCF9D3BC97A | COMFY-CLI-TEST-51A66B6D01C7 | COMFY-CLI-TEST-6CB0AAA6B0FA | COMFY-CLI-TEST-901F53FCA271 | COMFY-CLI-TEST-97A507F16408 | COMFY-CLI-TEST-9FCA2E258C42,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-B90991E6C241,tests/comfy_cli/command/generate/test_video_poll.py,af9c17d0077e4646b963bd87d2911911dffd6a89d728a241cc473886c7c7e858,7492,test-only/support,COMFY-CLI-TEST-05964E5AEEAF | COMFY-CLI-TEST-0CEF25A75A93 | COMFY-CLI-TEST-134C78737475 | COMFY-CLI-TEST-2872DA9DF053 | COMFY-CLI-TEST-332FA24D144F | COMFY-CLI-TEST-462CCF09C76E | COMFY-CLI-TEST-50BC15230977 | COMFY-CLI-TEST-5353175F0F55 | COMFY-CLI-TEST-703D72B273CD | COMFY-CLI-TEST-8A47401E6328 | COMFY-CLI-TEST-8F44E50D14A8 | COMFY-CLI-TEST-A8916C92D84C | COMFY-CLI-TEST-ADF23AD474FD | COMFY-CLI-TEST-B0BCD5B6AA67 | COMFY-CLI-TEST-E4209B1A8D78 | COMFY-CLI-TEST-E93CEBE3EE47 | COMFY-CLI-TEST-F8C4F4BD52B1,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-7E2C2BC59B85,tests/comfy_cli/command/github/test_pr.py,d43d29ebf9679d47901c711a32c387d8d7b247ea9bafe427d944ce74e13434fa,46765,test-only/support,COMFY-CLI-TEST-085FF319B710 | COMFY-CLI-TEST-08630D35A452 | COMFY-CLI-TEST-09A16C4CDA82 | COMFY-CLI-TEST-0FD23D125444 | COMFY-CLI-TEST-10B5E8B7C3F6 | COMFY-CLI-TEST-135712B7D4CD | COMFY-CLI-TEST-1566E46F2A85 | COMFY-CLI-TEST-1B017097EAA3 | COMFY-CLI-TEST-2753639FC500 | COMFY-CLI-TEST-2933585794B8 | COMFY-CLI-TEST-2A18BEC71FD7 | COMFY-CLI-TEST-2E861EEBD379 | COMFY-CLI-TEST-2F345E589A7C | COMFY-CLI-TEST-32FE5E04A12F | COMFY-CLI-TEST-33365A1695EA | COMFY-CLI-TEST-334F61090AA1 | COMFY-CLI-TEST-3696D5E7CDFA | COMFY-CLI-TEST-36E95525ACFF | COMFY-CLI-TEST-39F65ACA760C | COMFY-CLI-TEST-3B0462CDDF88 | COMFY-CLI-TEST-3DBBFEC7FB47 | COMFY-CLI-TEST-3E11CABA357E | COMFY-CLI-TEST-4320178CAC49 | COMFY-CLI-TEST-4355E26C5168 | COMFY-CLI-TEST-44CFADD673CB | COMFY-CLI-TEST-4510E026D9ED | COMFY-CLI-TEST-49926101BBC8 | COMFY-CLI-TEST-49AA61C810AA | COMFY-CLI-TEST-5CA3AB691509 | COMFY-CLI-TEST-5D532B4FB1D0 | COMFY-CLI-TEST-610F74B30729 | COMFY-CLI-TEST-6224833CC480 | COMFY-CLI-TEST-6327F14F0300 | COMFY-CLI-TEST-63ECC35739F4 | COMFY-CLI-TEST-6561B24A8A40 | COMFY-CLI-TEST-69EA29559154 | COMFY-CLI-TEST-75C46C17757D | COMFY-CLI-TEST-774ECC1DA61D | COMFY-CLI-TEST-79D038D82BBD | COMFY-CLI-TEST-7E485672A573 | COMFY-CLI-TEST-7FCD3F5C6961 | COMFY-CLI-TEST-81EED35DA29D | COMFY-CLI-TEST-8323A6243F4E | COMFY-CLI-TEST-8730696FE794 | COMFY-CLI-TEST-8951B54A9437 | COMFY-CLI-TEST-8E4724CF2183 | COMFY-CLI-TEST-97C855018257 | COMFY-CLI-TEST-986924F760CB | COMFY-CLI-TEST-A1977EB24294 | COMFY-CLI-TEST-AFBD9723808A | COMFY-CLI-TEST-B0F142C4DC73 | COMFY-CLI-TEST-B455D8740588 | COMFY-CLI-TEST-BE295E241AB9 | COMFY-CLI-TEST-C2F0EBED49F5 | COMFY-CLI-TEST-C42B56F90D22 | COMFY-CLI-TEST-C5AA9F41CA8A | COMFY-CLI-TEST-CB1D40E58085 | COMFY-CLI-TEST-D1B63693B9F7 | COMFY-CLI-TEST-DDFCA780998F | COMFY-CLI-TEST-E94B91877172 | COMFY-CLI-TEST-EA30A8049659 | COMFY-CLI-TEST-F17FB48E9404 | COMFY-CLI-TEST-F2129DA8B824 | COMFY-CLI-TEST-F71ADC1DE998,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-2DBC49DC1091,tests/comfy_cli/command/models/test_models.py,9aeb9199e40344bdb5d9ff321d16348f49875f81eaa54afc47df8dea61b821df,20913,test-only/support,COMFY-CLI-TEST-02FA72695E3B | COMFY-CLI-TEST-036A4232A9F1 | COMFY-CLI-TEST-03E269CB60B7 | COMFY-CLI-TEST-0951D47B095C | COMFY-CLI-TEST-0B6D08E87B07 | COMFY-CLI-TEST-0CE723923C32 | COMFY-CLI-TEST-0D924B0A0A6C | COMFY-CLI-TEST-154ECE7AA6A3 | COMFY-CLI-TEST-1B6A76AD6BF9 | COMFY-CLI-TEST-2A2F52A75FBE | COMFY-CLI-TEST-2C9F1E42D7FF | COMFY-CLI-TEST-2FCC94F0B716 | COMFY-CLI-TEST-30761271406B | COMFY-CLI-TEST-3A175BAEEDD8 | COMFY-CLI-TEST-3F9935281A9A | COMFY-CLI-TEST-42567A03B922 | COMFY-CLI-TEST-46ABB3D19F5D | COMFY-CLI-TEST-4AC4CA638BCA | COMFY-CLI-TEST-4BA67F3F6D4C | COMFY-CLI-TEST-4EF20BC2184D | COMFY-CLI-TEST-51298A04D564 | COMFY-CLI-TEST-51D8D18C0F23 | COMFY-CLI-TEST-636B9A88A1FC | COMFY-CLI-TEST-639DF4D14D0D | COMFY-CLI-TEST-654A7D7EEB61 | COMFY-CLI-TEST-658A81BF1395 | COMFY-CLI-TEST-6EC57781C327 | COMFY-CLI-TEST-71A5EB905FDE | COMFY-CLI-TEST-7275AD4CDA85 | COMFY-CLI-TEST-771C3E010447 | COMFY-CLI-TEST-7B03A7217630 | COMFY-CLI-TEST-7EBC4DB20E80 | COMFY-CLI-TEST-7F5E30BED6EB | COMFY-CLI-TEST-81EAAD1E9BEF | COMFY-CLI-TEST-84A3FDC67185 | COMFY-CLI-TEST-8BDA65327F2F | COMFY-CLI-TEST-8F95B4A13128 | COMFY-CLI-TEST-90E10CF5F5B4 | COMFY-CLI-TEST-91FC7F17CB11 | COMFY-CLI-TEST-95A94D7F9999 | COMFY-CLI-TEST-9BBC9EB74313 | COMFY-CLI-TEST-A14397062DB1 | COMFY-CLI-TEST-A20BB39A5E47 | COMFY-CLI-TEST-AC633F1BD55B | COMFY-CLI-TEST-AD78C0B43BE6 | COMFY-CLI-TEST-B3D59FE4AC8E | COMFY-CLI-TEST-B95ECBE9D16F | COMFY-CLI-TEST-C06605F0B4A6 | COMFY-CLI-TEST-C6237CB31CA1 | COMFY-CLI-TEST-C8BA7EB0F85F | COMFY-CLI-TEST-CBACEFB5F141 | COMFY-CLI-TEST-CDE9742C4C85 | COMFY-CLI-TEST-D0E2205834DB | COMFY-CLI-TEST-D3FEABC81B64 | COMFY-CLI-TEST-DD99C249AE55 | COMFY-CLI-TEST-EB136D12B9DE | COMFY-CLI-TEST-EB51890F9184 | COMFY-CLI-TEST-F0A99F3FE272 | COMFY-CLI-TEST-FCFAFDA019F1 | COMFY-CLI-TEST-FF6C8FDC8135 | COMFY-CLI-TEST-FFF012B90413,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-47C5D8CA4D87,tests/comfy_cli/command/models/test_search.py,7df7744178073957bdd6c4d103ffba71ed6775653079c5ae88e3f6e7372d8d86,16021,test-only/support,COMFY-CLI-TEST-23DAF2418EBB | COMFY-CLI-TEST-389ED454BA5D | COMFY-CLI-TEST-750EAD1A2845 | COMFY-CLI-TEST-7AC28EE46332 | COMFY-CLI-TEST-7F27F56547C1 | COMFY-CLI-TEST-80E58D441ABA | COMFY-CLI-TEST-84CAF6D2F84F | COMFY-CLI-TEST-A17B2E5D1FF1 | COMFY-CLI-TEST-ACD21DD20681 | COMFY-CLI-TEST-BF7A165B6B28 | COMFY-CLI-TEST-CC99F664694F | COMFY-CLI-TEST-D0B6D24A757A | COMFY-CLI-TEST-DF865DB9291D | COMFY-CLI-TEST-EC3DE42F6D72 | COMFY-CLI-TEST-FD60BD9981BD,mapped,Mapped to the listed stable feature/module/test identifiers.
COMFY-CLI-SOURCE-16929B38822A,tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py,7cee23f7b535f7595d5084be840c8e65bb73cdd14e18293be598ba3ca4cf1a21,4067,test-only/support,COMFY-CLI-TEST-01A2C15A3A31 | COMFY-CLI-TEST-1220597FF3DC | COMFY-CLI-TEST-2A991500E455 | COMFY-CLI-TEST-50E7614D4223 | COMFY-CLI-TEST-68D270E7C0E1 | COMFY-CLI-TEST-6FC580418284 | COMFY-CLI-TEST-A55CA6255C6E | COMFY-CLI-TEST-DBC2EA51A240 | COMFY-CLI-TEST-DE2584795D7C | COMFY-CLI-TEST-F9256C37D161,mapped,Mapped to the listed stable feature/module/test identifiers.
