contract_id,kind,source_path,source_symbol,source_ordinal,source_sha256,symbol_sha256,native_owner,implementation_task,validation_surface,disposition,current_zed_status,zed_evidence,validation_artifact_sha256,closure_artifact
conditioning-conditioning-value-conds-condregular-505e5b9e,conditioning_value,projects/comfy/ComfyUI/comfy/conds.py,CONDRegular,0,72058e9a22c972a9c875819e59d432d30d367fd2f7092ee6c6c45e5a60c959b0,70f51fcbaab53483c4021fb14beaba441ad619dfed7e98ae9cb8572b00d43b59,comfy_model::conditioning,comfy-parity-conditioning-value-foundation,comfy_model::conditioning::tests,native_rust,equivalent,Owning task is complete with durable validation evidence for native_rust; VAL-CONDITIONING-001 artifact target/comfy-parity/val-conditioning-001.json has exact task and contract coverage with SHA-256 a0496667517595b65f92705a184c454fd780e4d22ae0a688288381feab0e214e.,a0496667517595b65f92705a184c454fd780e4d22ae0a688288381feab0e214e,VAL-CONDITIONING-001
conditioning-clip-text-encoder-architecture-hunyuan-video-llamamodel-55f95631,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/hunyuan_video.py,LLAMAModel,332,5e9001d75b3eaaed8bb145be1b1b2a39d012140c11a45078b21beed2ddabae4e,1bba313c7a9ab5a6c4f740c33a9c375cd29071698ae6dba30d5ea1a97314f6ad,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-hunyuan-video-hunyuanvideotokenizer-499bd74d,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/hunyuan_video.py,HunyuanVideoTokenizer,333,5e9001d75b3eaaed8bb145be1b1b2a39d012140c11a45078b21beed2ddabae4e,628ece7b389850c4cddc172508596757aba758816de9050e64ac6bc2ee47c3f9,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-hunyuan-video-hunyuanvideo15tokenizer-d32f3554,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/hunyuan_video.py,HunyuanVideo15Tokenizer,334,5e9001d75b3eaaed8bb145be1b1b2a39d012140c11a45078b21beed2ddabae4e,dcad245fcb4e9585359c4246b2386e22ec5d6a49537ed815948c5825b28de552,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-hunyuan-video-hunyuanvideoclipmodel-10ea44b0,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/hunyuan_video.py,HunyuanVideoClipModel,335,5e9001d75b3eaaed8bb145be1b1b2a39d012140c11a45078b21beed2ddabae4e,f31d27ceacbb31e57b7211de40e007e64d3f7ca1967e4de2f393e3d2ea3f1c29,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-hunyuan-video-hunyuan-video-clip-b3a05f20,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/hunyuan_video.py,hunyuan_video_clip,336,5e9001d75b3eaaed8bb145be1b1b2a39d012140c11a45078b21beed2ddabae4e,507f3a9f274e4fcf0fb8e72c00cdb3be5ae9f4089fa0e4dd5f419f5961e62922,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-hydit-hyditbertmodel-5c58f64e,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/hydit.py,HyditBertModel,337,3a56925c2ef403e888b2bd2187aaa5c0fdbf16ad16c88c282da095603873e748,66a5d4310466441948f432e37a051306e39fc0d2bb2bc013fd66c9dbb86b35a0,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-hydit-hyditberttokenizer-ad431d7f,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/hydit.py,HyditBertTokenizer,338,3a56925c2ef403e888b2bd2187aaa5c0fdbf16ad16c88c282da095603873e748,66fb924f99d78648ebcfd853dc0bef5654aedc2dedb7da24f9d33aeebf99e113,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-hydit-mt5xlmodel-2d272c79,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/hydit.py,MT5XLModel,339,3a56925c2ef403e888b2bd2187aaa5c0fdbf16ad16c88c282da095603873e748,6de93e005623631a0cd814739c71869badaa2909fde0f763f54855954ac5c8c9,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-hydit-mt5xltokenizer-3d65c491,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/hydit.py,MT5XLTokenizer,340,3a56925c2ef403e888b2bd2187aaa5c0fdbf16ad16c88c282da095603873e748,dc7141804ef11d8acd509e2ca335bfd3ea26655808c0c573945ebd7df57b5b9c,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-hydit-hydittokenizer-2073f74b,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/hydit.py,HyditTokenizer,341,3a56925c2ef403e888b2bd2187aaa5c0fdbf16ad16c88c282da095603873e748,aa7e9be697ea76b45d563085f8f25ad4fa4448d032209b84ba9b0e13da0790f9,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-hydit-hyditmodel-0f08a30b,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/hydit.py,HyditModel,342,3a56925c2ef403e888b2bd2187aaa5c0fdbf16ad16c88c282da095603873e748,73b4f75846768f03f63c55d8f76163ade7cfd4bedb25a9acb54348ea88e88359,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ideogram4-qwen3vltokenizer-bcc53b8d,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ideogram4.py,Qwen3VLTokenizer,343,dfe31ad9c3204bf2f98c81cbc498284f661f4162f35486baed38a9a847c52343,d695b098cf6c3fa1f26927ad5d86a090af3e8ee615570b781342ef53adc46acd,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ideogram4-ideogram4tokenizer-368d0b33,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ideogram4.py,Ideogram4Tokenizer,344,dfe31ad9c3204bf2f98c81cbc498284f661f4162f35486baed38a9a847c52343,97ff3ad4888b687cda38c63fff8295fcd5cd87e76c68f86fe8a5282b17108992,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ideogram4-qwen3vl8bmodel-9f8961e5,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ideogram4.py,Qwen3VL8BModel,345,dfe31ad9c3204bf2f98c81cbc498284f661f4162f35486baed38a9a847c52343,587887f19790971e7c8199a18d737e533257a4b1816b79ec5c8e425ec1b68230,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ideogram4-ideogram4temodel-3cc23be6,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ideogram4.py,Ideogram4TEModel,346,dfe31ad9c3204bf2f98c81cbc498284f661f4162f35486baed38a9a847c52343,c1b28d676fa59cf96963adecfed87c8029cfc2b660de4af762bf8ce1fdacdec5,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ideogram4-te-2d6c9a90,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ideogram4.py,te,347,dfe31ad9c3204bf2f98c81cbc498284f661f4162f35486baed38a9a847c52343,dc44e331a1c519255f52570f21f7122269e744c0f6eb0d9cd88674ab0567c034,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ideogram4-ideogram4qwen3vlclipmodel-7214b9f0,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ideogram4.py,Ideogram4Qwen3VLClipModel,348,dfe31ad9c3204bf2f98c81cbc498284f661f4162f35486baed38a9a847c52343,9a14e45264d06e05d77144c8f6c4c99c3982ee22ecb9e2dee5639101051742ec,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ideogram4-ideogram4qwen3vltemodel-7a892294,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ideogram4.py,Ideogram4Qwen3VLTEModel,349,dfe31ad9c3204bf2f98c81cbc498284f661f4162f35486baed38a9a847c52343,97ca32bac24e9f8e86ce6cc399b2c6ffaf1d97711659dfb3e08ad9af13be4275,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ideogram4-ideogram4qwen3vltokenizer-21b506d7,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ideogram4.py,Ideogram4Qwen3VLTokenizer,350,dfe31ad9c3204bf2f98c81cbc498284f661f4162f35486baed38a9a847c52343,0305a381cfc4dc4ad926e66eda17340382745f6ffc24defd41362cfa63a802e1,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-ideogram4-te-qwen3vl-05b97919,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/ideogram4.py,te_qwen3vl,351,dfe31ad9c3204bf2f98c81cbc498284f661f4162f35486baed38a9a847c52343,0ec4ebc5f154d0f17e3803ecb09f3f5be463fd7dcc8100c03600fb6fcb15d073,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-jinaclip2tokenizer-280a759b,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,JinaClip2Tokenizer,352,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,780f103570a2cc97a9ed5de71cd5fa09fb3902bc0acf212a0b1146b386306a0b,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-jinaclip2tokenizerwrapper-90b0dbe8,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,JinaClip2TokenizerWrapper,353,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,64206f152a46dba2aa47625118266a143232a12e783895bc8720dc4cc3325dd0,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-xlmrobertaconfig-4a7e9823,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,XLMRobertaConfig,354,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,643c5d809ee2e9d5a23399f8bb5e6aae57855ed6fd04d511fa0568ca74ccad6e,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-xlmrobertaembeddings-b4d2fee2,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,XLMRobertaEmbeddings,355,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,fb4bb5d166557dd32e8ff00b96b58f69fe38ff010ef76d37740f160c183142cb,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-rotaryembedding-a70435fe,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,RotaryEmbedding,356,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,82f827a9536e8c718f3c3e49afa608fc42a4edd16b4bfddf1a014f9ed4d0195a,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-mha-7025c5c1,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,MHA,357,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,2b3f9feec763d03a0ee4188e8f6d1262a4eddcb8b2bc44d3095782e73ca9ed10,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-mlp-10e9c505,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,MLP,358,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,e6b893021f6167d05d4d3b141e6bccfd8fd01ebfb784f5a7435dd6a3fec66856,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-block-211d0bb8,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,Block,359,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,c5abf3705bf613c40d9584459e4a93b53e6f518c8990553c660475d4fee58350,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-xlmrobertaencoder-51e53f5e,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,XLMRobertaEncoder,360,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,8809783027ec56a262d3588fe7441972e34d87f5b62fc387b041f2c9f9cbb2cf,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-xlmrobertamodel-b483aa13,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,XLMRobertaModel_,361,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,0bf84afd202c7b4e8028f07e2a040d87f7cdd564e078bc329f3fc2d23028390e,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-xlmrobertamodel-e508cc27,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,XLMRobertaModel,362,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,fb25f175ad7c96b0a3473e9046f87268a3b3abdf41c28c6d5fbd05f65ac4e873,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-jinaclip2textmodel-94e14f82,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,JinaClip2TextModel,363,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,543f73229d80df9e16ae3abf9a36347d91790f664c5a342ebfe5004b4928b734,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-jina-clip-2-jinaclip2textmodelwrapper-5fa439e2,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/jina_clip_2.py,JinaClip2TextModelWrapper,364,d5f8f32dc9ebcdc55956bc6249f115c78483555bdd895b82814376d06a6fb3d1,49254dadb9198ddbac92581970629993adac4b947edcf2acb3bf534090ce4dc0,comfy_model::clip_text_encoder_multimodal,comfy-parity-clip-text-encoder-multimodal-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-kandinsky5-kandinsky5tokenizer-1289b778,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/kandinsky5.py,Kandinsky5Tokenizer,365,1de8b4f8744946ce52914c03b8e10da1b897a720672401b91f8ddb5897e201f8,5a1ffcbaf40b7a8dfddeaff6131646948af35adcb95030517cc352f5d214dde1,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-kandinsky5-kandinsky5tokenizerimage-f00df96f,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/kandinsky5.py,Kandinsky5TokenizerImage,366,1de8b4f8744946ce52914c03b8e10da1b897a720672401b91f8ddb5897e201f8,52924a1d2cc97d4e3040efeddc102a8832167ad96e7d7603d95f549da63542f8,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-kandinsky5-qwen25-7bvlimodel-6e8d0ed9,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/kandinsky5.py,Qwen25_7BVLIModel,367,1de8b4f8744946ce52914c03b8e10da1b897a720672401b91f8ddb5897e201f8,64edff1d00445d2014f76607eaed3fd68d33e89465968e092fe3ed9f3cc40191,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-kandinsky5-kandinsky5temodel-fff3d21d,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/kandinsky5.py,Kandinsky5TEModel,368,1de8b4f8744946ce52914c03b8e10da1b897a720672401b91f8ddb5897e201f8,05d423c03f5117e58120f15773f6ab7cd903e77be2e8825bc5041a049742efcf,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-kandinsky5-te-2d6c9a90,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/kandinsky5.py,te,369,1de8b4f8744946ce52914c03b8e10da1b897a720672401b91f8ddb5897e201f8,baa8db2305d0c8ce5c12488354e7208d0a4201d4469ffdbe4efadbf34d51b334,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-krea2-krea2tokenizer-c3af0a9e,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/krea2.py,Krea2Tokenizer,370,be316682d4787ff0eb2bda9f2396b3769efa8f1f28bd1a688069f414de04c5e4,54bf6bf5f881520667eb170638ac0e49326469230fdb559809358696f2146fca,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-krea2-krea2qwen3vlclipmodel-63dfe8d9,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/krea2.py,Krea2Qwen3VLClipModel,371,be316682d4787ff0eb2bda9f2396b3769efa8f1f28bd1a688069f414de04c5e4,5ad1b705ef91e95dd75c3188bf5cc05f02a499b8c189f8d6c3be46ad913d771d,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-krea2-krea2temodel-267d9414,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/krea2.py,Krea2TEModel,372,be316682d4787ff0eb2bda9f2396b3769efa8f1f28bd1a688069f414de04c5e4,0244057884c554f7f50475393796c269f9fbd63fcbc39649da63792467cbbef4,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-krea2-te-2d6c9a90,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/krea2.py,te,373,be316682d4787ff0eb2bda9f2396b3769efa8f1f28bd1a688069f414de04c5e4,5e61c89d4999bd6dd5b595de9ce3d47d8df8db318172a7c11cfd91cb2aa4c6c9,comfy_model::clip_text_encoder_composite,comfy-parity-clip-text-encoder-composite-adapters,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-llama-llama2config-a40a5e82,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/llama.py,Llama2Config,374,f4adf96f7ff8d320da909038285eebd1b36714123865cb5a8748276f718b345a,a84e632b4a495eb92cd9cd4a769415c0631a55efc2ce0e58c7b496f4b0a10dbd,comfy_model::clip_text_encoder_decoder,comfy-parity-clip-text-encoder-decoder-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
conditioning-clip-text-encoder-architecture-llama-mistral3small24bconfig-5b38df2a,clip_text_encoder_architecture,projects/comfy/ComfyUI/comfy/text_encoders/llama.py,Mistral3Small24BConfig,375,f4adf96f7ff8d320da909038285eebd1b36714123865cb5a8748276f718b345a,a3aad34351b28bd2a754343d0e1918054ec3478bba6a2a80145216c8f82f8f3e,comfy_model::clip_text_encoder_decoder,comfy-parity-clip-text-encoder-decoder-foundation,VAL-CLIP-001,native_rust,missing,Executable closure remains pending; a checked task box without durable evidence and a schema-valid artifact covering this exact task and contract cannot promote this row.,,VAL-CLIP-001
