feature_id,event_name,event_kind,classification,availability,evidence_level,source_evidence,payload_evidence,consent_behavior,redaction_validation,rate_limit_dedup,provider_side_effects,derived_wire_names,notes
COMFY-DESKTOP-TELEMETRY-5CD30435494D,comfy.desktop.session.instance_started,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionStartTelemetry.ts:134 [telemetry.capture; telemetry.capture('comfy.desktop.session.instance_started', instanceStartedProps)]","projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionStartTelemetry.ts:134 telemetry.capture second-argument=instanceStartedProps; Exact construction at projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionStartTelemetry.ts:94-133 spreads buildInstallationDdContext metadata and adds {boot_time_ms, port_retries, reboot_retries, custom_nodes_count, pip_packages_count, latest_snapshot_json, latest_snapshot_json_truncated}.","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.session.instance_started,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-47842A9ABBD5,comfy.desktop.session.snapshot_history,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionStartTelemetry.ts:166 [telemetry.capture; telemetry.capture('comfy.desktop.session.snapshot_history', {]","projects/comfy/Comfy-Desktop/src/main/lib/ipc/sessionStartTelemetry.ts:166 telemetry.capture second-argument={ installation_id: ctx.installation_id, snapshot_count: snapshot_diffs.length, snapshot_diffs_json: snapshotDiffsJson.json, snapshot_diffs_json_truncated: snapshotDiffsJson.truncated }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.session.snapshot_history,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-4EEF62BE0F6E,comfy.desktop.session.started,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:652 [capture; capture('comfy.desktop.session.started', pendingSessionStart)]","projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:652 capture second-argument=pendingSessionStart; Exact deferred payload at projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:516-520 is {app_env, app_version, is_packaged}; identify-time defaults add installation_id and platform/architecture context before capture.","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.session.started,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-894E6DFD35F4,comfy.desktop.session.system_info,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/lib/rendererBootstrap.ts:473 [trackTelemetryAction; trackTelemetryAction('comfy.desktop.session.system_info', enriched)]","projects/comfy/Comfy-Desktop/src/renderer/src/lib/rendererBootstrap.ts:473 trackTelemetryAction second-argument=enriched; Exact construction at projects/comfy/Comfy-Desktop/src/renderer/src/lib/rendererBootstrap.ts:450-473 spreads scalar system-info fields and adds {gpu_vram_mb, gpu_vram_gb, gpu_count, gpu_driver_version, gpu_tier, gpus_json, gpus_json_truncated, installations_json, installations_json_truncated}.","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.session.system_info,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-E8294E4398C1,comfy.desktop.settings.changed,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/composables/useComfyUISettings.ts:396 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.settings.changed', {]","projects/comfy/Comfy-Desktop/src/renderer/src/composables/useComfyUISettings.ts:396 emitTelemetryAction second-argument={ setting_key: field.id, value_kind: field.editType || 'text', bool_value: typeof value === 'boolean' ? value : undefined }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.settings.changed,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-3A109452D19A,comfy.desktop.snapshot.created,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/snapshots/store.ts:313 [telemetry.emit; telemetry.emit('comfy.desktop.snapshot.created', {]","projects/comfy/Comfy-Desktop/src/main/lib/snapshots/store.ts:313 telemetry.emit second-argument={ installation_id: opts.installation.id, trigger: opts.trigger, custom_nodes_count: opts.customNodesCount, pip_packages_count: opts.pipPackagesCount, has_label: opts.hasLabel, deduplicated_previous: opts.deduplicatedPrevious }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.snapshot.created,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-255C852CDFFE,comfy.desktop.snapshot.flow,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:187 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:215 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:256 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:279 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:294 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:310 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:318 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:321 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:378 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:398 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:447 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:464 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:472 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:543 [emitTelemetryAction; emitTelemetryAction('comfy.desktop.snapshot.flow', {]","projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:187 emitTelemetryAction second-argument={ action: 'save', snapshot_count_bucket: toCountBucket(snapshots.value.length) }; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:215 emitTelemetryAction second-argument={ action: 'restore_start', snapshot_count_bucket: toCountBucket(snapshots.value.length), has_diff: restorePreviewDiff.value ? diffHasChanges(restorePreviewDiff.value.diff) : undefined }; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:256 emitTelemetryAction second-argument={ action: 'import', snapshot_count_bucket: toCountBucket(snapshots.value.length), imported_bucket: toCountBucket(result.imported ?? 0) }; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:279 emitTelemetryAction second-argument={ action: 'restore_complete', snapshot_count_bucket: toCountBucket(snapshots.value.length), has_diff: hasDiff }; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:294 emitTelemetryAction second-argument={ action: 'delete', snapshot_count_bucket: toCountBucket(snapshots.value.length) }; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:310 emitTelemetryAction second-argument={ action: 'export_one', snapshot_count_bucket: toCountBucket(snapshots.value.length) }; projects/comfy/Comfy-Desktop/src/renderer/src/components/SnapshotTab.vue:318 emitTelemetryAction second-argument={ action: 'export_all', snapshot_count_bucket: toCountBucket(snapshots.value.length) }; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:321 emitTelemetryAction second-argument={ action: 'view_diff', snapshot_count_bucket: toCountBucket(snapshots.value.length), has_diff: d ? diffHasChanges(d.diff) : undefined }; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:378 emitTelemetryAction second-argument={ action: 'save', snapshot_count_bucket: toCountBucket(snapshots.value.length) }; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:398 emitTelemetryAction second-argument={ action: 'restore_complete', snapshot_count_bucket: toCountBucket(snapshots.value.length), has_diff: hasChanges }; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:447 emitTelemetryAction second-argument={ action: 'delete', snapshot_count_bucket: toCountBucket(snapshots.value.length) }; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:464 emitTelemetryAction second-argument={ action: 'export_one', snapshot_count_bucket: toCountBucket(snapshots.value.length) }; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:472 emitTelemetryAction second-argument={ action: 'export_all', snapshot_count_bucket: toCountBucket(snapshots.value.length) }; projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotsView.vue:543 emitTelemetryAction second-argument={ action: 'import', snapshot_count_bucket: toCountBucket(snapshots.value.length), imported_bucket: toCountBucket(importResult.imported ?? 0) }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.snapshot.flow,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-672334BB5CA4,comfy.desktop.snapshot.imported,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/snapshots/exportImport.ts:126 [telemetry.emit; telemetry.emit('comfy.desktop.snapshot.imported', {]","projects/comfy/Comfy-Desktop/src/main/lib/snapshots/exportImport.ts:126 telemetry.emit second-argument={ installation_id: installationId, original_trigger: snapshot.trigger, custom_nodes_count: snapshot.customNodes.length, pip_packages_count: Object.keys(snapshot.pipPackages).length, has_label: !!(snapshot.label && snapshot.label.length > 0), batch_size: count, batch_index: i }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.snapshot.imported,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-905EBAF72864,comfy.desktop.snapshot.restore_comfyui_version,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:167 [telemetry.trackedStep; 'comfy.desktop.snapshot.restore_comfyui_version',]","projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:167 telemetry.trackedStep second-argument=restoreContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters; Exact restoreContext at projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:157 is {installation_id}.","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.snapshot.restore_comfyui_version.start; comfy.desktop.snapshot.restore_comfyui_version.end; comfy.desktop.snapshot.restore_comfyui_version.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-DC2AD25579F3,comfy.desktop.snapshot.restore_comfyui_version.error,derived tracked-step failure telemetry event,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:60 [literal-reference; 'comfy.desktop.snapshot.restore_comfyui_version.error',]; projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:167 [trackedStep base comfy.desktop.snapshot.restore_comfyui_version]","derived from projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:167 comfy.desktop.snapshot.restore_comfyui_version context=restoreContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1104-1109 adds duration_ms, error_bucket, and scrubbed error_message sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","Per-name limit bypassed because .error and telemetry-self events bypass layer 1; the 5,000-event per-process cap still applies.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.snapshot.restore_comfyui_version.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-E692788E9DD2,comfy.desktop.snapshot.restore_custom_nodes,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:176 [telemetry.trackedStep; 'comfy.desktop.snapshot.restore_custom_nodes',]","projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:176 telemetry.trackedStep second-argument=restoreContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters; Exact restoreContext at projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:157 is {installation_id}.","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.snapshot.restore_custom_nodes.start; comfy.desktop.snapshot.restore_custom_nodes.end; comfy.desktop.snapshot.restore_custom_nodes.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-412A3E81A086,comfy.desktop.snapshot.restore_custom_nodes.error,derived tracked-step failure telemetry event,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:61 [literal-reference; 'comfy.desktop.snapshot.restore_custom_nodes.error',]; projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:176 [trackedStep base comfy.desktop.snapshot.restore_custom_nodes]","derived from projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:176 comfy.desktop.snapshot.restore_custom_nodes context=restoreContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1104-1109 adds duration_ms, error_bucket, and scrubbed error_message sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","Per-name limit bypassed because .error and telemetry-self events bypass layer 1; the 5,000-event per-process cap still applies.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.snapshot.restore_custom_nodes.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-3ACFEEA8A4AA,comfy.desktop.snapshot.restore_pip_packages,tracked-step base deriving .start/.end/.error wire events,tracked-step telemetry contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:194 [telemetry.trackedStep; 'comfy.desktop.snapshot.restore_pip_packages',]","projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:194 telemetry.trackedStep second-argument=restoreContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1086-1112 trackedStep wire expansion: .start=context; .end={...context,duration_ms}; .error={...context,duration_ms,error_bucket,error_message}, with error_message scrubbed then sliced to 500 characters; Exact restoreContext at projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:157 is {installation_id}.","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.snapshot.restore_pip_packages.start; comfy.desktop.snapshot.restore_pip_packages.end; comfy.desktop.snapshot.restore_pip_packages.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-2E2E1CE04331,comfy.desktop.snapshot.restore_pip_packages.error,derived tracked-step failure telemetry event,tracked-step telemetry contract,conditional,code-inferred,"projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:62 [literal-reference; 'comfy.desktop.snapshot.restore_pip_packages.error',]; projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:194 [trackedStep base comfy.desktop.snapshot.restore_pip_packages]","derived from projects/comfy/Comfy-Desktop/src/main/lib/standaloneMigration.ts:194 comfy.desktop.snapshot.restore_pip_packages context=restoreContext; projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:1104-1109 adds duration_ms, error_bucket, and scrubbed error_message sliced to 500 characters","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","Per-name limit bypassed because .error and telemetry-self events bypass layer 1; the 5,000-event per-process cap still applies.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.snapshot.restore_pip_packages.error,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-1336CEF6A34A,comfy.desktop.snapshot.shared,product telemetry event,analytics event contract,active,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerSnapshotHandlers.ts:236 [telemetry.emit; telemetry.emit('comfy.desktop.snapshot.shared', {]; projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerSnapshotHandlers.ts:260 [telemetry.emit; telemetry.emit('comfy.desktop.snapshot.shared', {]","projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerSnapshotHandlers.ts:236 telemetry.emit second-argument={ installation_id: installationId, scope: 'latest', trigger: snapshot.trigger }; projects/comfy/Comfy-Desktop/src/main/lib/ipc/registerSnapshotHandlers.ts:260 telemetry.emit second-argument={ installation_id: installationId, scope: 'all', count: entries.length }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","At most 60 captures per event name per rolling 60 seconds and 5,000 captured events per process; later events are dropped and a bounded warning is attempted.",PostHog only; Datadog RUM rejects names absent from DATADOG_MIRRORED_EVENT_NAMES.,comfy.desktop.snapshot.shared,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-5D55FE4C59D5,comfy.desktop.telemetry.,telemetry namespace guard,telemetry infrastructure prefix; not emitted as an event,infrastructure-only,code-inferred,projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:341 [event.startsWith; return event.endsWith('.error') || event.startsWith('comfy.desktop.telemetry.')],No payload; exact use is event.startsWith the namespace in _bypassRateLimit().,Not emitted; evaluated only after an otherwise consent-allowed capture reaches the volume guard.,Not applicable to the prefix literal.,"The prefix exempts telemetry self-events from the 60-per-60-second per-name guard; the 5,000-event process cap is checked first.",No provider emission for the prefix itself.,comfy.desktop.telemetry.,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
COMFY-DESKTOP-TELEMETRY-1F8F39FE0D28,comfy.desktop.telemetry.rate_limited,product telemetry event,telemetry volume-guard infrastructure,infrastructure-only,code-inferred,"projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:381 [_emitWarning; _emitWarning('comfy.desktop.telemetry.rate_limited', {]; projects/comfy/Comfy-Desktop/src/shared/datadogMirroredEvents.ts:79 [literal-reference; 'comfy.desktop.telemetry.rate_limited',]","projects/comfy/Comfy-Desktop/src/main/lib/telemetry.ts:381 _emitWarning second-argument={ event_name: event, limit: RATE_LIMIT_COUNT, window_ms: RATE_LIMIT_WINDOW_MS }","Requires packaged emission, initialized PostHog client, distinct ID, and granted telemetry consent; denied or undecided states drop it before provider capture.","Every main-process string/string-array property is passed through scrubAll before PostHog capture. Renderer events are scrubbed before IPC; the bridge accepts at most 128 keys/array items, clamps ordinary strings to 2,048 characters, and permits only five named serialized-JSON fields up to 768 KiB.","Per-name limit bypassed because .error and telemetry-self events bypass layer 1; the 5,000-event per-process cap still applies.",PostHog plus Datadog RUM action mirror because the exact name is in DATADOG_MIRRORED_EVENT_NAMES; main-origin events relay with mainAlreadyCaptured=true to prevent PostHog duplication.,comfy.desktop.telemetry.rate_limited,"Static production-source inventory; source dependencies were unavailable, so no provider emission was performed."
