schema_name,classification,availability,evidence_level,confidence,fields,required,bases,source_file,source_line,source_symbol,feature_id,test_evidence,used_by,sim_status,parity_gap
ResponseUsage,executable Python typed schema,cloud/paid,code-inferred,high,"input_tokens: int = Field(..., description='The number of input tokens.') | input_tokens_details: InputTokensDetails1 = Field(..., description='A detailed breakdown of the input tokens.') | output_tokens: int = Field(..., description='The number of output tokens.') | output_tokens_details: OutputTokensDetails = Field(..., description='A detailed breakdown of the output tokens.') | total_tokens: int = Field(..., description='The total number of tokens used.')",,BaseModel,comfy_api_nodes/apis/__init__.py,2789,ResponseUsage,COMFY-FORMAT-SCHEMA-0468,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema ResponseUsage.
Result,executable Python typed schema,cloud/paid,test-backed,high,"file_id: Optional[str] = Field(None, description='The unique ID of the file.\n') | filename: Optional[str] = Field(None, description='The name of the file.\n') | score: Optional[float] = Field(None, description='The relevance score of the file - a value between 0 and 1.\n') | text: Optional[str] = Field(None, description='The text that was retrieved from the file.\n')",,BaseModel,comfy_api_nodes/apis/__init__.py,442,Result,COMFY-FORMAT-SCHEMA-0469,tests/execution/test_execution.py,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Result.
Rodin3DCheckStatusRequest,executable Python typed schema,cloud/paid,code-inferred,high,"subscription_key: str = Field(..., description='subscription from generate endpoint')",,BaseModel,comfy_api_nodes/apis/__init__.py,2801,Rodin3DCheckStatusRequest,COMFY-FORMAT-SCHEMA-0470,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Rodin3DCheckStatusRequest.
Rodin3DCheckStatusResponse,executable Python typed schema,cloud/paid,code-inferred,high,"jobs: Optional[List[RodinCheckStatusJobItem]] = Field(None, description='Details for the generation status.')",,BaseModel,comfy_api_nodes/apis/__init__.py,5938,Rodin3DCheckStatusResponse,COMFY-FORMAT-SCHEMA-0471,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Rodin3DCheckStatusResponse.
Rodin3DDownloadRequest,executable Python typed schema,cloud/paid,code-inferred,high,"task_uuid: str = Field(..., description='Task UUID')",,BaseModel,comfy_api_nodes/apis/__init__.py,2807,Rodin3DDownloadRequest,COMFY-FORMAT-SCHEMA-0472,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Rodin3DDownloadRequest.
Rodin3DDownloadResponse,executable Python typed schema,cloud/paid,code-inferred,high,list: Optional[List[RodinResourceItem]] = None,,BaseModel,comfy_api_nodes/apis/__init__.py,5538,Rodin3DDownloadResponse,COMFY-FORMAT-SCHEMA-0473,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Rodin3DDownloadResponse.
Rodin3DGenerateRequest,executable Python typed schema,cloud/paid,code-inferred,high,"images: str = Field(..., description='The reference images to generate 3D Assets.') | material: Optional[RodinMaterialType] = None | mesh_mode: Optional[RodinMeshModeType] = None | quality: Optional[RodinQualityType] = None | seed: Optional[int] = Field(None, description='Seed.') | tier: Optional[RodinTierType] = None",,BaseModel,comfy_api_nodes/apis/__init__.py,5542,Rodin3DGenerateRequest,COMFY-FORMAT-SCHEMA-0474,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Rodin3DGenerateRequest.
Rodin3DGenerateResponse,executable Python typed schema,cloud/paid,code-inferred,high,"jobs: Optional[RodinGenerateJobsData] = None | message: Optional[str] = Field(None, description='message') | prompt: Optional[str] = Field(None, description='prompt') | submit_time: Optional[str] = Field(None, description='Time') | uuid: Optional[str] = Field(None, description='Task UUID')",,BaseModel,comfy_api_nodes/apis/__init__.py,5551,Rodin3DGenerateResponse,COMFY-FORMAT-SCHEMA-0475,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema Rodin3DGenerateResponse.
RodinCheckStatusJobItem,executable Python typed schema,cloud/paid,code-inferred,high,"status: Optional[RodinStatusOptions] = None | uuid: Optional[str] = Field(None, description='sub uuid')",,BaseModel,comfy_api_nodes/apis/__init__.py,5559,RodinCheckStatusJobItem,COMFY-FORMAT-SCHEMA-0476,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema RodinCheckStatusJobItem.
RodinGenerateJobsData,executable Python typed schema,cloud/paid,code-inferred,high,"subscription_key: Optional[str] = Field(None, description='Subscription Key.') | uuids: Optional[List[str]] = Field(None, description='subjobs uuid.')",,BaseModel,comfy_api_nodes/apis/__init__.py,2811,RodinGenerateJobsData,COMFY-FORMAT-SCHEMA-0477,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema RodinGenerateJobsData.
RodinResourceItem,executable Python typed schema,cloud/paid,code-inferred,high,"name: Optional[str] = Field(None, description='File name') | url: Optional[str] = Field(None, description='Download url')",,BaseModel,comfy_api_nodes/apis/__init__.py,2833,RodinResourceItem,COMFY-FORMAT-SCHEMA-0478,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema RodinResourceItem.
RunwayImageToVideoRequest,executable Python typed schema,cloud/paid,code-inferred,high,"duration: RunwayDurationEnum = <required> | model: RunwayModelEnum = <required> | promptImage: RunwayPromptImageObject = <required> | promptText: Optional[str] = Field(None, description='Text prompt for the generation', max_length=1000) | ratio: RunwayAspectRatioEnum = <required> | seed: int = Field(..., description='Random seed for generation', ge=0, le=4294967295)",,BaseModel,comfy_api_nodes/apis/__init__.py,5564,RunwayImageToVideoRequest,COMFY-FORMAT-SCHEMA-0479,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema RunwayImageToVideoRequest.
RunwayImageToVideoResponse,executable Python typed schema,cloud/paid,code-inferred,high,"id: Optional[str] = Field(None, description='Task ID')",,BaseModel,comfy_api_nodes/apis/__init__.py,2868,RunwayImageToVideoResponse,COMFY-FORMAT-SCHEMA-0480,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema RunwayImageToVideoResponse.
RunwayPromptImageDetailedObject,executable Python typed schema,cloud/paid,code-inferred,high,"position: Position = Field(..., description=""The position of the image in the output video. 'last' is currently supported for gen3a_turbo only."") | uri: str = Field(..., description='A HTTPS URL or data URI containing an encoded image.')",,BaseModel,comfy_api_nodes/apis/__init__.py,2882,RunwayPromptImageDetailedObject,COMFY-FORMAT-SCHEMA-0481,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema RunwayPromptImageDetailedObject.
RunwayTaskStatusResponse,executable Python typed schema,cloud/paid,code-inferred,high,"createdAt: datetime = Field(..., description='Task creation timestamp') | id: str = Field(..., description='Task ID') | output: Optional[List[str]] = Field(None, description='Array of output video URLs') | progress: Optional[float] = Field(None, description='Float value between 0 and 1 representing the progress of the task. Only available if status is RUNNING.', ge=0.0, le=1.0) | status: RunwayTaskStatusEnum = <required>",,BaseModel,comfy_api_nodes/apis/__init__.py,2910,RunwayTaskStatusResponse,COMFY-FORMAT-SCHEMA-0482,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema RunwayTaskStatusResponse.
RunwayTextToImageRequest,executable Python typed schema,cloud/paid,code-inferred,high,"model: Model4 = Field(..., description='Model to use for generation') | promptText: str = Field(..., description='Text prompt for the image generation', max_length=1000) | ratio: RunwayTextToImageAspectRatioEnum = <required> | referenceImages: Optional[List[ReferenceImage]] = Field(None, description='Array of reference images to guide the generation')",,BaseModel,comfy_api_nodes/apis/__init__.py,2946,RunwayTextToImageRequest,COMFY-FORMAT-SCHEMA-0483,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema RunwayTextToImageRequest.
RunwayTextToImageResponse,executable Python typed schema,cloud/paid,code-inferred,high,"id: Optional[str] = Field(None, description='Task ID')",,BaseModel,comfy_api_nodes/apis/__init__.py,2957,RunwayTextToImageResponse,COMFY-FORMAT-SCHEMA-0484,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema RunwayTextToImageResponse.
StabilityContentModerationResponse,executable Python typed schema,cloud/paid,code-inferred,high,"errors: List[str] = Field(..., description='One or more error messages indicating what went wrong.', examples=[['some-field: is required']], min_length=1) | id: str = Field(..., description='A unique identifier associated with this error. Please include this in any [support tickets](https://kb.stability.ai/knowledge-base/kb-tickets/new) you file, as it will greatly assist us in diagnosing the root cause of the problem.', examples=['a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4'], min_length=1) | name: Name = Field(..., description='Our content moderation system has flagged some part of your request and subsequently denied it. You were not charged for this request. While this may at times be frustrating, it is necessary to maintain the integrity of our platform and ensure a safe experience for all users. If you would like to provide feedback, please use the [Support Form](https://kb.stability.ai/knowledge-base/kb-tickets/new).')",,BaseModel,comfy_api_nodes/apis/__init__.py,2965,StabilityContentModerationResponse,COMFY-FORMAT-SCHEMA-0485,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityContentModerationResponse.
StabilityError,executable Python typed schema,cloud/paid,code-inferred,high,"errors: List[str] = Field(..., description='One or more error messages indicating what went wrong.', examples=[[{'some-field': 'is required'}]], min_length=1) | id: str = Field(..., description='A unique identifier associated with this error. Please include this in any [support tickets](https://kb.stability.ai/knowledge-base/kb-tickets/new) you file, as it will greatly assist us in diagnosing the root cause of the problem.\n', examples=['a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4'], min_length=1) | name: str = Field(..., description='Short-hand name for an error, useful for discriminating between errors with the same status code.', examples=['bad_request'], min_length=1)",,BaseModel,comfy_api_nodes/apis/__init__.py,2993,StabilityError,COMFY-FORMAT-SCHEMA-0486,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityError.
StabilityGetResultResponse202,executable Python typed schema,cloud/paid,code-inferred,high,"id: Optional[str] = Field(None, description='The ID of the generation result.', examples=[1234567890]) | status: Optional[Status10] = None",,BaseModel,comfy_api_nodes/apis/__init__.py,3028,StabilityGetResultResponse202,COMFY-FORMAT-SCHEMA-0487,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityGetResultResponse202.
StabilityImageGenerationSD3Request,executable Python typed schema,cloud/paid,code-inferred,high,"aspect_ratio: Optional[AspectRatio3] = Field('1:1', description='Controls the aspect ratio of the generated image. Defaults to 1:1.\n\n> **Important:** This parameter is only valid for **text-to-image** requests.') | cfg_scale: Optional[float] = Field(None, description='How strictly the diffusion process adheres to the prompt text (higher values keep your image closer to your prompt). The _Large_ and _Medium_ models use a default of `4`. The _Turbo_ model uses a default of `1`.', ge=1.0, le=10.0) | image: Optional[StrictBytes] = Field(None, description='The image to use as the starting point for the generation.\n\nSupported formats:\n\n\n\n - jpeg\n - png\n - webp\n\nSupported dimensions:\n\n\n\n - Every side must be at least 64 pixels\n\n> **Important:** This parameter is only valid for **image-to-image** requests.') | mode: Optional[Mode] = Field('text-to-image', description='Controls whether this is a text-to-image or image-to-image generation, which affects which parameters are required:\n- **text-to-image** requires only the `prompt` parameter\n- **image-to-image** requires the `prompt`, `image`, and `strength` parameters', title='GenerationMode') | model: Optional[Model5] = Field('sd3.5-large', description='The model to use for generation.\n\n- `sd3.5-large` requires 6.5 credits per generation\n- `sd3.5-large-turbo` requires 4 credits per generation\n- `sd3.5-medium` requires 3.5 credits per generation\n- As of the April 17, 2025, `sd3-large`, `sd3-large-turbo` and `sd3-medium`\n\n\n\n are re-routed to their `sd3.5-[model version]` equivalent, at the same price.') | negative_prompt: Optional[str] = Field(None, description='Keywords of what you **do not** wish to see in the output image.\nThis is an advanced feature.', max_length=10000) | output_format: Optional[OutputFormat3] = Field('png', description='Dictates the `content-type` of the generated image.') | prompt: str = Field(..., description='What you wish to see in the output image. A strong, descriptive prompt that clearly defines\nelements, colors, and subjects will lead to better results.', max_length=10000, min_length=1) | seed: Optional[float] = Field(0, description=""A specific value that is used to guide the 'randomness' of the generation. (Omit this parameter or pass `0` to use a random seed.)"", ge=0.0, le=4294967294.0) | strength: Optional[float] = Field(None, description='Sometimes referred to as _denoising_, this parameter controls how much influence the\n`image` parameter has on the generated image. A value of 0 would yield an image that\nis identical to the input. A value of 1 would be as if you passed in no image at all.\n\n> **Important:** This parameter is only valid for **image-to-image** requests.', ge=0.0, le=1.0) | style_preset: Optional[StylePreset] = Field(None, description='Guides the image model towards a particular style.')",,BaseModel,comfy_api_nodes/apis/__init__.py,3083,StabilityImageGenerationSD3Request,COMFY-FORMAT-SCHEMA-0488,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenerationSD3Request.
StabilityImageGenrationSD3Response200,executable Python typed schema,cloud/paid,code-inferred,high,"finish_reason: FinishReason = Field(..., description='The reason the generation finished.\n\n- `SUCCESS` = successful generation.\n- `CONTENT_FILTERED` = successful generation, however the output violated our content moderation\npolicy and has been blurred as a result.', examples=['SUCCESS']) | image: str = Field(..., description='The generated image, encoded to base64.', examples=['AAAAIGZ0eXBpc29tAAACAGlzb21pc28yYXZjMW1...']) | seed: Optional[float] = Field(0, description='The seed used as random noise for this generation.', examples=[343940597], ge=0.0, le=4294967294.0)",,BaseModel,comfy_api_nodes/apis/__init__.py,3143,StabilityImageGenrationSD3Response200,COMFY-FORMAT-SCHEMA-0489,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationSD3Response200.
StabilityImageGenrationSD3Response400,executable Python typed schema,cloud/paid,code-inferred,high,"errors: List[str] = Field(..., description='One or more error messages indicating what went wrong.', examples=[['some-field: is required']], min_length=1) | id: str = Field(..., description='A unique identifier associated with this error. Please include this in any [support tickets](https://kb.stability.ai/knowledge-base/kb-tickets/new)\nyou file, as it will greatly assist us in diagnosing the root cause of the problem.', examples=['a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4'], min_length=1) | name: str = Field(..., description='Short-hand name for an error, useful for discriminating between errors with the same status code.', examples=['bad_request'], min_length=1)",,BaseModel,comfy_api_nodes/apis/__init__.py,3163,StabilityImageGenrationSD3Response400,COMFY-FORMAT-SCHEMA-0490,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationSD3Response400.
StabilityImageGenrationSD3Response413,executable Python typed schema,cloud/paid,code-inferred,high,"errors: List[str] = Field(..., description='One or more error messages indicating what went wrong.', examples=[['some-field: is required']], min_length=1) | id: str = Field(..., description='A unique identifier associated with this error. Please include this in any [support tickets](https://kb.stability.ai/knowledge-base/kb-tickets/new)\nyou file, as it will greatly assist us in diagnosing the root cause of the problem.', examples=['a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4'], min_length=1) | name: str = Field(..., description='Short-hand name for an error, useful for discriminating between errors with the same status code.', examples=['bad_request'], min_length=1)",,BaseModel,comfy_api_nodes/apis/__init__.py,3184,StabilityImageGenrationSD3Response413,COMFY-FORMAT-SCHEMA-0491,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationSD3Response413.
StabilityImageGenrationSD3Response422,executable Python typed schema,cloud/paid,code-inferred,high,"errors: List[str] = Field(..., description='One or more error messages indicating what went wrong.', examples=[['some-field: is required']], min_length=1) | id: str = Field(..., description='A unique identifier associated with this error. Please include this in any [support tickets](https://kb.stability.ai/knowledge-base/kb-tickets/new)\nyou file, as it will greatly assist us in diagnosing the root cause of the problem.', examples=['a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4'], min_length=1) | name: str = Field(..., description='Short-hand name for an error, useful for discriminating between errors with the same status code.', examples=['bad_request'], min_length=1)",,BaseModel,comfy_api_nodes/apis/__init__.py,3205,StabilityImageGenrationSD3Response422,COMFY-FORMAT-SCHEMA-0492,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationSD3Response422.
StabilityImageGenrationSD3Response429,executable Python typed schema,cloud/paid,code-inferred,high,"errors: List[str] = Field(..., description='One or more error messages indicating what went wrong.', examples=[['some-field: is required']], min_length=1) | id: str = Field(..., description='A unique identifier associated with this error. Please include this in any [support tickets](https://kb.stability.ai/knowledge-base/kb-tickets/new)\nyou file, as it will greatly assist us in diagnosing the root cause of the problem.', examples=['a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4'], min_length=1) | name: str = Field(..., description='Short-hand name for an error, useful for discriminating between errors with the same status code.', examples=['bad_request'], min_length=1)",,BaseModel,comfy_api_nodes/apis/__init__.py,3226,StabilityImageGenrationSD3Response429,COMFY-FORMAT-SCHEMA-0493,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationSD3Response429.
StabilityImageGenrationSD3Response500,executable Python typed schema,cloud/paid,code-inferred,high,"errors: List[str] = Field(..., description='One or more error messages indicating what went wrong.', examples=[['some-field: is required']], min_length=1) | id: str = Field(..., description='A unique identifier associated with this error. Please include this in any [support tickets](https://kb.stability.ai/knowledge-base/kb-tickets/new)\nyou file, as it will greatly assist us in diagnosing the root cause of the problem.', examples=['a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4'], min_length=1) | name: str = Field(..., description='Short-hand name for an error, useful for discriminating between errors with the same status code.', examples=['bad_request'], min_length=1)",,BaseModel,comfy_api_nodes/apis/__init__.py,3247,StabilityImageGenrationSD3Response500,COMFY-FORMAT-SCHEMA-0494,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationSD3Response500.
StabilityImageGenrationUpscaleConservativeRequest,executable Python typed schema,cloud/paid,code-inferred,high,"creativity: Optional[StabilityCreativity] = Field(default_factory=lambda : StabilityCreativity.model_validate(0.35)) | image: StrictBytes = Field(..., description='The image you wish to upscale.\n\nSupported Formats:\n- jpeg\n- png\n- webp\n\nValidation Rules:\n- Every side must be at least 64 pixels\n- Total pixel count must be between 4,096 and 9,437,184 pixels\n- The aspect ratio must be between 1:2.5 and 2.5:1', examples=['./some/image.png']) | negative_prompt: Optional[str] = Field(None, description='A blurb of text describing what you **do not** wish to see in the output image.\nThis is an advanced feature.', max_length=10000) | output_format: Optional[OutputFormat4] = Field('png', description='Dictates the `content-type` of the generated image.') | prompt: str = Field(..., description=""What you wish to see in the output image. A strong, descriptive prompt that clearly defines\nelements, colors, and subjects will lead to better results.\n\nTo control the weight of a given word use the format `(word:weight)`,\nwhere `word` is the word you'd like to control the weight of and `weight`\nis a value between 0 and 1. For example: `The sky was a crisp (blue:0.3) and (green:0.8)`\nwould convey a sky that was blue and green, but more green than blue."", max_length=10000, min_length=1) | seed: Optional[float] = Field(0, description=""A specific value that is used to guide the 'randomness' of the generation. (Omit this parameter or pass `0` to use a random seed.)"", ge=0.0, le=4294967294.0)",,BaseModel,comfy_api_nodes/apis/__init__.py,3274,StabilityImageGenrationUpscaleConservativeRequest,COMFY-FORMAT-SCHEMA-0495,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationUpscaleConservativeRequest.
StabilityImageGenrationUpscaleConservativeResponse200,executable Python typed schema,cloud/paid,code-inferred,high,"finish_reason: FinishReason = Field(..., description='The reason the generation finished.\n\n- `SUCCESS` = successful generation.\n- `CONTENT_FILTERED` = successful generation, however the output violated our content moderation\npolicy and has been blurred as a result.', examples=['SUCCESS']) | image: str = Field(..., description='The generated image, encoded to base64.', examples=['AAAAIGZ0eXBpc29tAAACAGlzb21pc28yYXZjMW1...']) | seed: Optional[float] = Field(0, description='The seed used as random noise for this generation.', examples=[343940597], ge=0.0, le=4294967294.0)",,BaseModel,comfy_api_nodes/apis/__init__.py,3305,StabilityImageGenrationUpscaleConservativeResponse200,COMFY-FORMAT-SCHEMA-0496,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationUpscaleConservativeResponse200.
StabilityImageGenrationUpscaleConservativeResponse400,executable Python typed schema,cloud/paid,code-inferred,high,"errors: List[str] = Field(..., description='One or more error messages indicating what went wrong.', examples=[['some-field: is required']], min_length=1) | id: str = Field(..., description='A unique identifier associated with this error. Please include this in any [support tickets](https://kb.stability.ai/knowledge-base/kb-tickets/new)\nyou file, as it will greatly assist us in diagnosing the root cause of the problem.', examples=['a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4'], min_length=1) | name: str = Field(..., description='Short-hand name for an error, useful for discriminating between errors with the same status code.', examples=['bad_request'], min_length=1)",,BaseModel,comfy_api_nodes/apis/__init__.py,3325,StabilityImageGenrationUpscaleConservativeResponse400,COMFY-FORMAT-SCHEMA-0497,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationUpscaleConservativeResponse400.
StabilityImageGenrationUpscaleConservativeResponse413,executable Python typed schema,cloud/paid,code-inferred,high,"errors: List[str] = Field(..., description='One or more error messages indicating what went wrong.', examples=[['some-field: is required']], min_length=1) | id: str = Field(..., description='A unique identifier associated with this error. Please include this in any [support tickets](https://kb.stability.ai/knowledge-base/kb-tickets/new)\nyou file, as it will greatly assist us in diagnosing the root cause of the problem.', examples=['a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4'], min_length=1) | name: str = Field(..., description='Short-hand name for an error, useful for discriminating between errors with the same status code.', examples=['bad_request'], min_length=1)",,BaseModel,comfy_api_nodes/apis/__init__.py,3346,StabilityImageGenrationUpscaleConservativeResponse413,COMFY-FORMAT-SCHEMA-0498,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationUpscaleConservativeResponse413.
StabilityImageGenrationUpscaleConservativeResponse422,executable Python typed schema,cloud/paid,code-inferred,high,"errors: List[str] = Field(..., description='One or more error messages indicating what went wrong.', examples=[['some-field: is required']], min_length=1) | id: str = Field(..., description='A unique identifier associated with this error. Please include this in any [support tickets](https://kb.stability.ai/knowledge-base/kb-tickets/new)\nyou file, as it will greatly assist us in diagnosing the root cause of the problem.', examples=['a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4'], min_length=1) | name: str = Field(..., description='Short-hand name for an error, useful for discriminating between errors with the same status code.', examples=['bad_request'], min_length=1)",,BaseModel,comfy_api_nodes/apis/__init__.py,3367,StabilityImageGenrationUpscaleConservativeResponse422,COMFY-FORMAT-SCHEMA-0499,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationUpscaleConservativeResponse422.
StabilityImageGenrationUpscaleConservativeResponse429,executable Python typed schema,cloud/paid,code-inferred,high,"errors: List[str] = Field(..., description='One or more error messages indicating what went wrong.', examples=[['some-field: is required']], min_length=1) | id: str = Field(..., description='A unique identifier associated with this error. Please include this in any [support tickets](https://kb.stability.ai/knowledge-base/kb-tickets/new)\nyou file, as it will greatly assist us in diagnosing the root cause of the problem.', examples=['a1b2c3d4e5f6a1b2c3d4e5f6a1b2c3d4'], min_length=1) | name: str = Field(..., description='Short-hand name for an error, useful for discriminating between errors with the same status code.', examples=['bad_request'], min_length=1)",,BaseModel,comfy_api_nodes/apis/__init__.py,3388,StabilityImageGenrationUpscaleConservativeResponse429,COMFY-FORMAT-SCHEMA-0500,,Search route/node/external-endpoint catalogs and source references by schema name.,deferred,No Comfy-specific Sim implementation exists; the current parity decision deliberately defers this contract while retaining its data and trace links.; Source-specific gap detail: Sim has no native typed/lossless adapter for schema StabilityImageGenrationUpscaleConservativeResponse429.
