feature_id,row_kind,pack,version,node_identifier,labels,cloud_disabled,source_file,line,evidence_level,target_status,parity_decision
COMFY-CLI-CQL-39A60516E956,node policy,ComfyUI-QwenVL,2.1.1,AILab_QwenVL_GGUF_Advanced,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,456,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-86EAD80301DC,node pack,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,,,false,comfy_cli/cql/data/supported_nodes.yaml,459,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-2812C0ED55A3,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,BLIP Analyze Image,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,462,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-231AF200A2FD,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,BLIP Model Loader,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,464,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-F4FA7B2E2F98,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,CLIPSeg Batch Masking,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,466,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-238A04D3E59E,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,CLIPSeg Masking,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,468,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-E52EF5989741,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,CLIPSeg Model Loader,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,470,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-5E05AC4F295C,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,CLIPSEG2,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,472,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-55815A8E67C8,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Cache Node,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,474,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-38A05A0FB2C5,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Checkpoint Loader,DuplicateOfCoreNode | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,476,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-F7474731EAA9,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Checkpoint Loader (Simple),DuplicateOfCoreNode | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,479,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-4F1287BCA068,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Create Morph Image from Path,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,482,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-9A0FC38F449C,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Create Grid Image,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,484,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-BBEF5BDCA7C2,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Create Video from Path,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,486,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-01E23DE86E82,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Debug Number to Console,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,488,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-53D282A54963,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Dictionary to Console,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,490,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-3D4D7273D2C8,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Diffusers Hub Model Down-Loader,NetworkAccess,true,comfy_cli/cql/data/supported_nodes.yaml,492,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-33F8467E0059,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Export API,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,494,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-3011AA355380,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Image Bounds to Console,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,496,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-FB57351617D8,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Image History Loader,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,498,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-A14622584CAF,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Image Load,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,500,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-54D5CC81E576,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Image Save,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,502,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-5EB795254CB1,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Image Send HTTP,NetworkAccess,true,comfy_cli/cql/data/supported_nodes.yaml,504,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-09C6A158650D,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Load Cache,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,506,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-BF21D00F2D9E,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Load Image Batch,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,508,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-B97DC3E7F85F,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Load Text File,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,510,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-CF9505088413,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,MiDaS Depth Approximation,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,512,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-7C6EB5D965F0,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,MiDaS Mask Image,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,514,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-CFE584F6C933,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,MiDaS Model Loader,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,516,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-4C73C6135105,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,SAM Model Loader,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,518,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-F4128AED92FF,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Save Text File,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,520,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-8045CD3EF22A,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Text File History Loader,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,522,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-F6429065CD5F,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Text Load Line From File,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,524,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-2451AC8B7921,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Text Random Prompt,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,526,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-DCE0C40A0437,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,True Random.org Number Generator,NetworkAccess,true,comfy_cli/cql/data/supported_nodes.yaml,528,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-D6D0CC18261E,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Upscale Model Loader,DuplicateOfCoreNode | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,530,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-73BF9435BA92,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Video Dump Frames,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,533,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-AF6A8F1D8ADB,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Write to GIF,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,535,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-19376FC79C47,node policy,https://github.com/ltdrdata/was-node-suite-comfyui@afeee09ba44e713ec52a413ac6b105fd06b2d356,,Write to Video,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,537,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-525323F6456D,node pack,comfyui-sharp,0.0.3,,,false,comfy_cli/cql/data/supported_nodes.yaml,540,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-9F7E0D70E242,node pack,comfyui-logic,1.0.0,,,false,comfy_cli/cql/data/supported_nodes.yaml,543,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-8754920F8F4F,node policy,comfyui-logic,1.0.0,DebugPrint,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,546,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-4A842F467E12,node pack,comfyui-PlyPreview,1.1.0,,,false,comfy_cli/cql/data/supported_nodes.yaml,549,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-AC311CA90C14,node policy,comfyui-PlyPreview,1.1.0,PlyPreviewLoadGaussianPLYEnhance,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,553,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-020A7B9BFF8F,node policy,comfyui-PlyPreview,1.1.0,PlyPreviewLoadGaussianPLYPathEnhance,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,555,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-E857CD90F17A,node pack,https://github.com/kijai/ComfyUI-LivePortraitKJ@4d9dc6205b79e50f81c0e6d245a2e0e5e53d5ecd,,,,false,comfy_cli/cql/data/supported_nodes.yaml,558,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-10F84A71AD20,node pack,https://github.com/fxtdstudios/radiance@f262f47ddfda01ece154bf80c22769b1e4cef795,,,,false,comfy_cli/cql/data/supported_nodes.yaml,560,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-A03CFFA41B23,node policy,https://github.com/fxtdstudios/radiance@f262f47ddfda01ece154bf80c22769b1e4cef795,,RadianceLUTApply,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,564,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-548EEA1062F3,node policy,https://github.com/fxtdstudios/radiance@f262f47ddfda01ece154bf80c22769b1e4cef795,,◎ RadianceDigitalCinemaRead,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,566,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-F79538206587,node policy,https://github.com/fxtdstudios/radiance@f262f47ddfda01ece154bf80c22769b1e4cef795,,◎ RadianceNukeBridge,NetworkAccess | WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,568,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-18CDE22FAFB4,node policy,https://github.com/fxtdstudios/radiance@f262f47ddfda01ece154bf80c22769b1e4cef795,,◎ RadianceQCExport,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,571,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-7296B4440A7B,node pack,https://github.com/shiimizu/ComfyUI-TiledDiffusion@a155b1bac39147381aeaa52b9be42e545626a44f,,,,false,comfy_cli/cql/data/supported_nodes.yaml,574,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-55AC5DC99902,node pack,https://github.com/spacepxl/ComfyUI-Image-Filters@bbb3fb0045461adf3602faeedaf40af57090d4e2,,,,false,comfy_cli/cql/data/supported_nodes.yaml,577,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-CE61A612A4FD,node policy,https://github.com/spacepxl/ComfyUI-Image-Filters@bbb3fb0045461adf3602faeedaf40af57090d4e2,,ModelTest,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,580,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-C51E2D64B52E,node pack,https://github.com/Comfy-Org/ComfyUI-test-framework@80caae462d3293a2d40c2938de33a5f50eea8333,,,,false,comfy_cli/cql/data/supported_nodes.yaml,583,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-7300777CF0FC,node pack,ComfyUI-DepthAnythingV3,0.1.2,,,false,comfy_cli/cql/data/supported_nodes.yaml,586,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-892DE1507D32,node policy,ComfyUI-DepthAnythingV3,0.1.2,DA3_SavePointCloud,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,590,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-5A8B85A403DF,node policy,ComfyUI-DepthAnythingV3,0.1.2,DA3_FilterGaussians,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,592,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-99A4EC2A50C4,node policy,ComfyUI-DepthAnythingV3,0.1.2,DA3_PreviewPointCloud,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,594,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-C6F8E90FD924,node policy,ComfyUI-DepthAnythingV3,0.1.2,DepthAnythingV3_Streaming,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,596,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-F12F9013A4DE,node policy,ComfyUI-DepthAnythingV3,0.1.2,DA3_DownloadModel,NetworkAccess,true,comfy_cli/cql/data/supported_nodes.yaml,598,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-A5A80A0D2ECE,node policy,ComfyUI-DepthAnythingV3,0.1.2,LoadSALADModel,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,600,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-36EBF87814A1,node pack,https://github.com/PowerHouseMan/ComfyUI-AdvancedLivePortrait@3bba732915e22f18af0d221b9c5c282990181f1b,,,,false,comfy_cli/cql/data/supported_nodes.yaml,605,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-5083F2B8E1D5,node policy,https://github.com/PowerHouseMan/ComfyUI-AdvancedLivePortrait@3bba732915e22f18af0d221b9c5c282990181f1b,,SaveExpData,WritesToDisk | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,608,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-5CDE0D652FB1,node policy,https://github.com/PowerHouseMan/ComfyUI-AdvancedLivePortrait@3bba732915e22f18af0d221b9c5c282990181f1b,,LoadExpData,ReadsArbitraryFile | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,611,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-0C0D23401381,node pack,https://github.com/BadCafeCode/masquerade-nodes-comfyui@432cb4d146a391b387a0cd25ace824328b5b61cf,,,,false,comfy_cli/cql/data/supported_nodes.yaml,616,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-120DC7A64B4B,node policy,https://github.com/BadCafeCode/masquerade-nodes-comfyui@432cb4d146a391b387a0cd25ace824328b5b61cf,,Mask By Text,NetworkAccess | DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,619,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-3ACB36722A33,node policy,https://github.com/BadCafeCode/masquerade-nodes-comfyui@432cb4d146a391b387a0cd25ace824328b5b61cf,,Create QR Code,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,622,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-9B175462AC1E,node pack,https://github.com/coreyryanhanson/ComfyQR@e31449c99a6ba8c5c567646659e0a75e4056259f,,,,false,comfy_cli/cql/data/supported_nodes.yaml,626,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-9C49136F76B7,node pack,https://github.com/jamesWalker55/comfyui-various@5bd85aaf7616878471469c4ec7e11bbd0cef3bf2,,,,false,comfy_cli/cql/data/supported_nodes.yaml,630,code-inferred,conflicting,Treat as a legacy compatibility/migration identity; execute only an approved Rust/WASM plugin mapping.
COMFY-CLI-CQL-67CE11DD4808,node policy,https://github.com/jamesWalker55/comfyui-various@5bd85aaf7616878471469c4ec7e11bbd0cef3bf2,,JWImageLoadRGB,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,633,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-0A1E1918B832,node policy,https://github.com/jamesWalker55/comfyui-various@5bd85aaf7616878471469c4ec7e11bbd0cef3bf2,,JWImageLoadRGBA,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,635,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-BE26B5CF5606,node policy,https://github.com/jamesWalker55/comfyui-various@5bd85aaf7616878471469c4ec7e11bbd0cef3bf2,,JWLoadImagesFromString,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,637,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-B559201D848A,node policy,https://github.com/jamesWalker55/comfyui-various@5bd85aaf7616878471469c4ec7e11bbd0cef3bf2,,JWImageSaveToPath,WritesToDisk,true,comfy_cli/cql/data/supported_nodes.yaml,639,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-FD525BBFA362,node policy,https://github.com/jamesWalker55/comfyui-various@5bd85aaf7616878471469c4ec7e11bbd0cef3bf2,,JWImageLoadRGBFromClipboard,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,641,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-A5620C544A09,node policy,https://github.com/jamesWalker55/comfyui-various@5bd85aaf7616878471469c4ec7e11bbd0cef3bf2,,JWImageLoadRGBA From Clipboard,DisabledOnCloud,true,comfy_cli/cql/data/supported_nodes.yaml,643,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-79A9EBB11EBD,node policy,https://github.com/jamesWalker55/comfyui-various@5bd85aaf7616878471469c4ec7e11bbd0cef3bf2,,RAFTLoadFlowFromEXRChannels,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,645,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-7D490FD44D16,node policy,https://github.com/jamesWalker55/comfyui-various@5bd85aaf7616878471469c4ec7e11bbd0cef3bf2,,JWLoadImageSequence,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,647,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
COMFY-CLI-CQL-D853CBF8A78C,node policy,https://github.com/jamesWalker55/comfyui-various@5bd85aaf7616878471469c4ec7e11bbd0cef3bf2,,JWLoadImageSequenceWithStopIndex,ReadsArbitraryFile,true,comfy_cli/cql/data/supported_nodes.yaml,649,code-inferred,conflicting,Preserve the legacy identifier in a versioned mapping; native plugin permissions are explicit and deny undeclared ports/capabilities.
