feature_id,product,domain,module,primary_symbol,exported_symbols,classification,disposition,availability,source_availability,evidence_level,confidence,source_evidence,test_evidence,broad_anchor,candidate_predicate,actor,trigger,preconditions,inputs_defaults_flags,observable_success,state_concurrency,error_cancel_retry_recovery,persistence_serialization,interfaces_side_effects,platform_cloud_variants,independent_validation,infrastructure_disposition,source_sha256
COMFY-FRONTMOD-CA85E17F8016,ComfyUI-Frontend,diagnostics-errors,src/stores/dialogStore.ts,useDialogStore,"DialogComponentProps, DialogInstance, ShowDialogOptions, useDialogStore",frontend functional module,functional-capability,active,active,test-backed,high,src/stores/dialogStore.ts:126; sha256=e38e700244bb6ef2e1305093c0c47e3287467d73b9ae55c00110ce48ff9ecac8,src/stores/dialogStore.test.ts,COMFY-UI-005,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,User or operator inspecting terminal/error state,"The actor invokes useDialogStore, dispatches one of its named transitions, or consumes its reactive state from src/stores/dialogStore.ts.","broad anchor=COMFY-UI-005; dependencies=es-toolkit/compat, pinia, primevue/dialog, vue, @/components/ui/dialog/dialog.variants, vue-component-type-helpers; availability=active","export declarations=export type DialogComponentProps = Record<string, unknown> &; export interface DialogInstance {; export interface ShowDialogOptions<; export const useDialogStore = defineStore('dialog', () => {; flags/guards=isDialogOpen","useDialogStore shall own and transition dialog state; its independently testable contract exposes DialogComponentProps, DialogInstance, ShowDialogOptions, useDialogStore; named transitions closeDialog, createDialog, updateCloseOnEscapeStates, showDialog, showExtensionDialog, updateDialog. exports=DialogComponentProps, DialogInstance, ShowDialogOptions, useDialogStore; actions=closeDialog, createDialog, updateCloseOnEscapeStates, showDialog, showExtensionDialog, updateDialog; store_ids=dialog; effects=returned values or reactive state only.","state primitives=defineStore, ref(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useDialogStore declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",Pinia store state (dialog) is in-memory unless a cited consumer/plugin serializes it; this module declares no direct durable storage primitive.,"imports=es-toolkit/compat, pinia, primevue/dialog, vue, @/components/ui/dialog/dialog.variants, vue-component-type-helpers; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/stores/dialogStore.ts; exercise useDialogStore and closeDialog, createDialog, updateCloseOnEscapeStates, showDialog, showExtensionDialog, updateDialog with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=DialogComponentProps, DialogInstance, ShowDialogOptions, useDialogStore; actions=closeDialog, createDialog, updateCloseOnEscapeStates, showDialog, showExtensionDialog, updateDialog; store_ids=dialog; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",e38e700244bb6ef2e1305093c0c47e3287467d73b9ae55c00110ce48ff9ecac8
COMFY-FRONTMOD-D880AD189B00,ComfyUI-Frontend,graph-editing-widgets,src/stores/domWidgetStore.ts,useDomWidgetStore,"DomWidgetState, useDomWidgetStore",frontend functional module,functional-capability,active,active,test-backed,high,src/stores/domWidgetStore.ts:21; sha256=00be06817b65a89d1b3b7cc4c98f6ab7600fc55e72a241eca12c27ad8b5cbdc9,src/stores/domWidgetStore.test.ts,COMFY-GRAPH-011,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,"Graph editor user, node/widget renderer, or pointer/keyboard handler","The actor invokes useDomWidgetStore, dispatches one of its named transitions, or consumes its reactive state from src/stores/domWidgetStore.ts.","broad anchor=COMFY-GRAPH-011; dependencies=pinia, vue, @/composables/element/useAbsolutePosition, @/scripts/domWidget; availability=active","export declarations=export interface DomWidgetState extends PositionConfig {; export const useDomWidgetStore = defineStore('domWidget', () => {; flags/guards=no statically named feature guard","useDomWidgetStore shall own and transition dom widget state; its independently testable contract exposes DomWidgetState, useDomWidgetStore; named transitions setWidget, clear. exports=DomWidgetState, useDomWidgetStore; actions=setWidget, clear; store_ids=domWidget; effects=returned values or reactive state only.","state primitives=defineStore, computed(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useDomWidgetStore declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",Pinia store state (domWidget) is in-memory unless a cited consumer/plugin serializes it; this module declares no direct durable storage primitive.,"imports=pinia, vue, @/composables/element/useAbsolutePosition, @/scripts/domWidget; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/stores/domWidgetStore.ts; exercise useDomWidgetStore and setWidget, clear with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=DomWidgetState, useDomWidgetStore; actions=setWidget, clear; store_ids=domWidget; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",00be06817b65a89d1b3b7cc4c98f6ab7600fc55e72a241eca12c27ad8b5cbdc9
COMFY-FRONTMOD-B0390BA43B51,ComfyUI-Frontend,application-ui-state,src/stores/electronDownloadStore.ts,useElectronDownloadStore,"ElectronDownload, useElectronDownloadStore",frontend functional module,functional-capability,active,active,code-inferred,medium,src/stores/electronDownloadStore.ts:19; sha256=14bdd790ed329a69ebf181f8bbac85cbc1a1dc4dcf5b32bc1698a3a5df36fc1d,No same-module .test.ts or .spec.ts file was located; behavior is statically inferred.,COMFY-UI-005,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Frontend user or owning application surface,"The actor invokes useElectronDownloadStore, dispatches one of its named transitions, or consumes its reactive state from src/stores/electronDownloadStore.ts.","broad anchor=COMFY-UI-005; dependencies=@comfyorg/comfyui-electron-types, pinia, vue, @/platform/distribution/types, @/utils/envUtil; availability=active","export declarations=export interface ElectronDownload extends Pick<; export const useElectronDownloadStore = defineStore('downloads', () => {; flags/guards=isDesktop","useElectronDownloadStore shall own and transition electron download state; its independently testable contract exposes ElectronDownload, useElectronDownloadStore; named transitions initialize, start, cancel. exports=ElectronDownload, useElectronDownloadStore; actions=initialize, start, cancel; store_ids=downloads; effects=returned values or reactive state only.","state primitives=defineStore, computed(; async/lifetime primitives=async, await; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","Source branches or propagation primitives: cancel. Tests shall cover rejected dependencies, invalid/empty values, cancellation where declared, retry where declared, cleanup, and preservation of the last committed state.",Pinia store state (downloads) is in-memory unless a cited consumer/plugin serializes it; this module declares no direct durable storage primitive.,"imports=@comfyorg/comfyui-electron-types, pinia, vue, @/platform/distribution/types, @/utils/envUtil; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/stores/electronDownloadStore.ts; exercise useElectronDownloadStore and initialize, start, cancel with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=ElectronDownload, useElectronDownloadStore; actions=initialize, start, cancel; store_ids=downloads; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",14bdd790ed329a69ebf181f8bbac85cbc1a1dc4dcf5b32bc1698a3a5df36fc1d
COMFY-FRONTMOD-0BB72016650E,ComfyUI-Frontend,queue-execution-state,src/stores/executionErrorStore.ts,useExecutionErrorStore,useExecutionErrorStore,frontend functional module,functional-capability,active,active,test-backed,high,src/stores/executionErrorStore.ts:33; sha256=096c525c65abb3c88f2a6f2e169f92e3b5d00acdf12082a1c8e9d68af2f92613,src/stores/executionErrorStore.test.ts,COMFY-UI-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow operator or queue/history surface,"The actor invokes useExecutionErrorStore, dispatches one of its named transitions, or consumes its reactive state from src/stores/executionErrorStore.ts.","broad anchor=COMFY-UI-002; dependencies=pinia, vue, @/composables/graph/useNodeErrorFlagSync, @/lib/litegraph/src/litegraph, @/platform/missingModel/missingModelStore, @/platform/missingMedia/missingMediaStore, @/platform/missingModel/types, @/platform/missingMedia/types; availability=active","export declarations=export const useExecutionErrorStore = defineStore('executionError', () => {; flags/guards=isValueStillOutOfRange, isErrorOverlayOpen, isSlotScoped, hasExecutionError, hasPromptError, hasNodeError, hasAnyError, hasMissingNodes, hasMissingModels, hasMissingMedia","useExecutionErrorStore shall own and transition execution error state; its independently testable contract exposes useExecutionErrorStore; named transitions showErrorOverlay, clearAllErrors, clearExecutionStartErrors, clearPromptError, clearSimpleNodeErrors, clearSlotErrorsWithRangeCheck, clearWidgetRelatedErrors. exports=useExecutionErrorStore; actions=showErrorOverlay, clearAllErrors, clearExecutionStartErrors, clearPromptError, clearSimpleNodeErrors, clearSlotErrorsWithRangeCheck, clearWidgetRelatedErrors; store_ids=executionError; effects=returned values or reactive state only.","state primitives=defineStore, ref(, computed(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","Source branches or propagation primitives: onError. Tests shall cover rejected dependencies, invalid/empty values, cancellation where declared, retry where declared, cleanup, and preservation of the last committed state.",Pinia store state (executionError) is in-memory unless a cited consumer/plugin serializes it; this module declares no direct durable storage primitive.,"imports=pinia, vue, @/composables/graph/useNodeErrorFlagSync, @/lib/litegraph/src/litegraph, @/platform/missingModel/missingModelStore, @/platform/missingMedia/missingMediaStore, @/platform/missingModel/types, @/platform/missingMedia/types; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/stores/executionErrorStore.ts; exercise useExecutionErrorStore and showErrorOverlay, clearAllErrors, clearExecutionStartErrors, clearPromptError, clearSimpleNodeErrors, clearSlotErrorsWithRangeCheck, clearWidgetRelatedErrors with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useExecutionErrorStore; actions=showErrorOverlay, clearAllErrors, clearExecutionStartErrors, clearPromptError, clearSimpleNodeErrors, clearSlotErrorsWithRangeCheck, clearWidgetRelatedErrors; store_ids=executionError; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",096c525c65abb3c88f2a6f2e169f92e3b5d00acdf12082a1c8e9d68af2f92613
COMFY-FRONTMOD-300576487533,ComfyUI-Frontend,application-ui-state,src/stores/extensionStore.ts,useExtensionStore,useExtensionStore,frontend functional module,functional-capability,active,active,test-backed,high,src/stores/extensionStore.ts:26; sha256=9cd3261e0417d5334efa69a77266c6fdb1c53fb7f923a68457a65e47133af1a3,src/stores/extensionStore.test.ts,COMFY-UI-005,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Frontend user or owning application surface,"The actor invokes useExtensionStore, dispatches one of its named transitions, or consumes its reactive state from src/stores/extensionStore.ts.","broad anchor=COMFY-UI-005; dependencies=pinia, vue, @/types/comfy; availability=active","export declarations=export const useExtensionStore = defineStore('extension', () => {; flags/guards=isExtensionInstalled, isExtensionEnabled, isExtensionReadOnly, isCoreExtension, hasThirdPartyExtensions",useExtensionStore shall own and transition extension state; its independently testable contract exposes useExtensionStore; named transitions loadDisabledExtensionNames. exports=useExtensionStore; actions=loadDisabledExtensionNames; store_ids=extension; effects=returned values or reactive state only.,"state primitives=defineStore, computed(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","Source branches or propagation primitives: throw. Tests shall cover rejected dependencies, invalid/empty values, cancellation where declared, retry where declared, cleanup, and preservation of the last committed state.",Pinia store state (extension) is in-memory unless a cited consumer/plugin serializes it; this module declares no direct durable storage primitive.,"imports=pinia, vue, @/types/comfy; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/stores/extensionStore.ts; exercise useExtensionStore and loadDisabledExtensionNames with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useExtensionStore; actions=loadDisabledExtensionNames; store_ids=extension; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",9cd3261e0417d5334efa69a77266c6fdb1c53fb7f923a68457a65e47133af1a3
COMFY-FRONTMOD-79843B7C2D22,ComfyUI-Frontend,application-ui-state,src/stores/helpCenterStore.ts,useHelpCenterStore,useHelpCenterStore,frontend functional module,functional-capability,active,active,code-inferred,medium,src/stores/helpCenterStore.ts:4; sha256=26b0fdc0a1ffb31bbbe5eeb3fc9600b707d01961250068108a3bcdec11d3f435,No same-module .test.ts or .spec.ts file was located; behavior is statically inferred.,COMFY-UI-003,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Frontend user or owning application surface,"The actor invokes useHelpCenterStore, dispatches one of its named transitions, or consumes its reactive state from src/stores/helpCenterStore.ts.","broad anchor=COMFY-UI-003; dependencies=pinia, vue; availability=active","export declarations=export const useHelpCenterStore = defineStore('helpCenter', () => {; flags/guards=isVisible","useHelpCenterStore shall own and transition help center state; its independently testable contract exposes useHelpCenterStore; named transitions toggle, show, hide. exports=useHelpCenterStore; actions=toggle, show, hide; store_ids=helpCenter; effects=returned values or reactive state only.","state primitives=defineStore, ref(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useHelpCenterStore declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",Pinia store state (helpCenter) is in-memory unless a cited consumer/plugin serializes it; this module declares no direct durable storage primitive.,"imports=pinia, vue; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/stores/helpCenterStore.ts; exercise useHelpCenterStore and toggle, show, hide with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useHelpCenterStore; actions=toggle, show, hide; store_ids=helpCenter; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",26b0fdc0a1ffb31bbbe5eeb3fc9600b707d01961250068108a3bcdec11d3f435
COMFY-FRONTMOD-8AB34230E272,ComfyUI-Frontend,queue-execution-state,src/stores/jobPreviewStore.ts,useJobPreviewStore,useJobPreviewStore,frontend functional module,functional-capability,active,active,test-backed,high,src/stores/jobPreviewStore.ts:17; sha256=fd9d0235110bbdc6e0534c3c409aa42dfbd728445d88c4749f0fb962895bf3ad,src/stores/jobPreviewStore.test.ts,COMFY-UI-005,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow operator or queue/history surface,"The actor invokes useJobPreviewStore, dispatches one of its named transitions, or consumes its reactive state from src/stores/jobPreviewStore.ts.","broad anchor=COMFY-UI-005; dependencies=pinia, vue, @/platform/settings/settingStore, @/schemas/apiSchema, @/utils/objectUrlUtil; availability=active","export declarations=export const useJobPreviewStore = defineStore('jobPreview', () => {; flags/guards=isPreviewEnabled","useJobPreviewStore shall own and transition job preview state; its independently testable contract exposes useJobPreviewStore; named transitions setPreviewUrl, clearPreview, clearAllPreviews. exports=useJobPreviewStore; actions=setPreviewUrl, clearPreview, clearAllPreviews; store_ids=jobPreview; effects=returned values or reactive state only.","state primitives=defineStore, computed(, watch(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useJobPreviewStore declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",Pinia store state (jobPreview) is in-memory unless a cited consumer/plugin serializes it; this module declares no direct durable storage primitive.,"imports=pinia, vue, @/platform/settings/settingStore, @/schemas/apiSchema, @/utils/objectUrlUtil; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/stores/jobPreviewStore.ts; exercise useJobPreviewStore and setPreviewUrl, clearPreview, clearAllPreviews with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useJobPreviewStore; actions=setPreviewUrl, clearPreview, clearAllPreviews; store_ids=jobPreview; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",fd9d0235110bbdc6e0534c3c409aa42dfbd728445d88c4749f0fb962895bf3ad
COMFY-FRONTMOD-FFD60795242B,ComfyUI-Frontend,assets-specialized-media,src/stores/maskEditorDataStore.ts,useMaskEditorDataStore,"ImageRef, ImageLayer, EditorOutputLayer, EditorOutputData, useMaskEditorDataStore",frontend functional module,functional-capability,active,active,test-backed,high,src/stores/maskEditorDataStore.ts:38; sha256=0c9c6e8df907854ff8e579dc50695e9d34d6b2b4ffc4a9e763f89c10c53ebc5a,src/stores/maskEditorDataStore.test.ts,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useMaskEditorDataStore, dispatches one of its named transitions, or consumes its reactive state from src/stores/maskEditorDataStore.ts.","broad anchor=COMFY-ASSET-002; dependencies=pinia, vue, @/lib/litegraph/src/litegraph, @/types/nodeId; availability=active","export declarations=export interface ImageRef {; export interface ImageLayer {; export interface EditorOutputLayer {; export interface EditorOutputData {; export const useMaskEditorDataStore = defineStore('maskEditorData', () => {; flags/guards=isLoading, hasValidInput, hasValidOutput, isReady","useMaskEditorDataStore shall own and transition mask editor data state; its independently testable contract exposes ImageRef, ImageLayer, EditorOutputLayer, EditorOutputData, useMaskEditorDataStore; named transitions setLoading. exports=ImageRef, ImageLayer, EditorOutputLayer, EditorOutputData, useMaskEditorDataStore; actions=setLoading; store_ids=maskEditorData; effects=Canvas2D rendering.","state primitives=defineStore, ref(, computed(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useMaskEditorDataStore declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",Pinia store state (maskEditorData) is in-memory unless a cited consumer/plugin serializes it; this module declares no direct durable storage primitive.,"imports=pinia, vue, @/lib/litegraph/src/litegraph, @/types/nodeId; effects=Canvas2D rendering; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/stores/maskEditorDataStore.ts; exercise useMaskEditorDataStore and setLoading with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=ImageRef, ImageLayer, EditorOutputLayer, EditorOutputData, useMaskEditorDataStore; actions=setLoading; store_ids=maskEditorData; effects=Canvas2D rendering.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",0c9c6e8df907854ff8e579dc50695e9d34d6b2b4ffc4a9e763f89c10c53ebc5a
COMFY-FRONTMOD-66231ABD4418,ComfyUI-Frontend,assets-specialized-media,src/stores/maskEditorStore.ts,useMaskEditorStore,useMaskEditorStore,frontend functional module,functional-capability,active,active,test-backed,high,src/stores/maskEditorStore.ts:20; sha256=39c01004353b9e3ebb6c2d11785b126d944107bf649cf7f661cf43af65db7927,src/stores/maskEditorStore.test.ts,COMFY-ASSET-002,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Workflow author editing or inspecting media/assets,"The actor invokes useMaskEditorStore, dispatches one of its named transitions, or consumes its reactive state from src/stores/maskEditorStore.ts.","broad anchor=COMFY-ASSET-002; dependencies=pinia, vue, es-toolkit/compat, typegpu, @/extensions/core/maskeditor/types, @/composables/maskeditor/useCanvasHistory; availability=active","export declarations=export const useMaskEditorStore = defineStore('maskEditor', () => {; flags/guards=isAdjustingBrush, isPanning","useMaskEditorStore shall own and transition mask editor state; its independently testable contract exposes useMaskEditorStore; named transitions setBrushSize, setBrushOpacity, setBrushHardness, setBrushStepSize, setPaintBucketTolerance, setFillOpacity, setColorSelectTolerance, setMaskTolerance, setSelectionOpacity, setZoomRatio, setPanOffset, setCursorPoint. exports=useMaskEditorStore; actions=setBrushSize, setBrushOpacity, setBrushHardness, setBrushStepSize, setPaintBucketTolerance, setFillOpacity, setColorSelectTolerance, setMaskTolerance, setSelectionOpacity, setZoomRatio, setPanOffset, setCursorPoint; store_ids=maskEditor; effects=Canvas2D rendering, GPU/WebGPU resource.","state primitives=defineStore, computed(, watch(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useMaskEditorStore declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",Pinia store state (maskEditor) is in-memory unless a cited consumer/plugin serializes it; this module declares no direct durable storage primitive.,"imports=pinia, vue, es-toolkit/compat, typegpu, @/extensions/core/maskeditor/types, @/composables/maskeditor/useCanvasHistory; effects=Canvas2D rendering, GPU/WebGPU resource; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/stores/maskEditorStore.ts; exercise useMaskEditorStore and setBrushSize, setBrushOpacity, setBrushHardness, setBrushStepSize, setPaintBucketTolerance, setFillOpacity, setColorSelectTolerance, setMaskTolerance, setSelectionOpacity, setZoomRatio, setPanOffset, setCursorPoint with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=useMaskEditorStore; actions=setBrushSize, setBrushOpacity, setBrushHardness, setBrushStepSize, setPaintBucketTolerance, setFillOpacity, setColorSelectTolerance, setMaskTolerance, setSelectionOpacity, setZoomRatio, setPanOffset, setCursorPoint; store_ids=maskEditor; effects=Canvas2D rendering, GPU/WebGPU resource.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",39c01004353b9e3ebb6c2d11785b126d944107bf649cf7f661cf43af65db7927
COMFY-FRONTMOD-E8A97E764765,ComfyUI-Frontend,application-ui-state,src/stores/modelStore.ts,useModelStore,"ComfyModelDef, ResourceState, ModelFolder, useModelStore",frontend functional module,functional-capability,active,active,test-backed,high,src/stores/modelStore.ts:195; sha256=c184b5fae5a2e98ab029783081fb2316ed543432d79cbc3185e3b7ccdf0974b7,src/stores/modelStore.test.ts,COMFY-UI-005,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,Frontend user or owning application surface,"The actor invokes useModelStore, dispatches one of its named transitions, or consumes its reactive state from src/stores/modelStore.ts.","broad anchor=COMFY-UI-005; dependencies=pinia, vue, @/platform/assets/schemas/assetSchema, @/platform/assets/services/assetService, @/platform/settings/settingStore, @/scripts/api; availability=active","export declarations=export class ComfyModelDef {; export enum ResourceState {; export class ModelFolder {; export const useModelStore = defineStore('models', () => {; flags/guards=no statically named feature guard","useModelStore shall own and transition model state; its independently testable contract exposes ComfyModelDef, ResourceState, ModelFolder, useModelStore; named transitions createGetModelsFunc, loadModelFolders, loadModels, refreshModelFolder, refresh. exports=ComfyModelDef, ResourceState, ModelFolder, useModelStore; actions=createGetModelsFunc, loadModelFolders, loadModels, refreshModelFolder, refresh; store_ids=models; effects=returned values or reactive state only.","state primitives=defineStore; async/lifetime primitives=async, Promise, await; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","Source branches or propagation primitives: try {, catch (. Tests shall cover rejected dependencies, invalid/empty values, cancellation where declared, retry where declared, cleanup, and preservation of the last committed state.",Pinia store state (models) is in-memory unless a cited consumer/plugin serializes it; this module declares no direct durable storage primitive.,"imports=pinia, vue, @/platform/assets/schemas/assetSchema, @/platform/assets/services/assetService, @/platform/settings/settingStore, @/scripts/api; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/stores/modelStore.ts; exercise useModelStore and createGetModelsFunc, loadModelFolders, loadModels, refreshModelFolder, refresh with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=ComfyModelDef, ResourceState, ModelFolder, useModelStore; actions=createGetModelsFunc, loadModelFolders, loadModels, refreshModelFolder, refresh; store_ids=models; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",c184b5fae5a2e98ab029783081fb2316ed543432d79cbc3185e3b7ccdf0974b7
COMFY-FRONTMOD-68791A9F821C,ComfyUI-Frontend,graph-editing-widgets,src/stores/modelToNodeStore.ts,useModelToNodeStore,"ModelNodeProvider, useModelToNodeStore",frontend functional module,functional-capability,active,active,test-backed,high,src/stores/modelToNodeStore.ts:23; sha256=b5edaea931aca39276f3d40c7e671363fd1b121e1693e36895a962407ae026eb,src/stores/modelToNodeStore.test.ts,COMFY-GRAPH-007,normalized production/cloud/paid/platform-specific .ts in composable(s)/store(s)/service(s); own IDs removed; only primary broad anchor remains; exact source path absent from every other frontend catalog,"Graph editor user, node/widget renderer, or pointer/keyboard handler","The actor invokes useModelToNodeStore, dispatches one of its named transitions, or consumes its reactive state from src/stores/modelToNodeStore.ts.","broad anchor=COMFY-GRAPH-007; dependencies=pinia, vue, @/platform/assets/mappings/modelNodeMappings, @/stores/nodeDefStore; availability=active","export declarations=export class ModelNodeProvider {; export const useModelToNodeStore = defineStore('modelToNode', () => {; flags/guards=no statically named feature guard","useModelToNodeStore shall own and transition model to node state; its independently testable contract exposes ModelNodeProvider, useModelToNodeStore. exports=ModelNodeProvider, useModelToNodeStore; actions=no separately named action helper; store_ids=modelToNode; effects=returned values or reactive state only.","state primitives=defineStore, ref(, computed(; async/lifetime primitives=none; The caller must reject stale completions and dispose watchers/listeners/tasks at the same source-defined lifecycle boundary.","useModelToNodeStore declares no local catch/retry/cancel primitive; thrown dependency or validation failures propagate to its cited consumer, which owns visible recovery and must not commit a partial transition.",Pinia store state (modelToNode) is in-memory unless a cited consumer/plugin serializes it; this module declares no direct durable storage primitive.,"imports=pinia, vue, @/platform/assets/mappings/modelNodeMappings, @/stores/nodeDefStore; effects=no direct I/O token identified; route_literals=none","Main frontend distribution; local, remote, Desktop-hosted, server capability, browser, localization, and source feature-flag variants apply where imported dependencies expose them.","Import src/stores/modelToNodeStore.ts; exercise useModelToNodeStore and each exported member with default, empty, boundary, invalid, rejected-dependency, duplicate, stale-completion, cleanup, and applicable cancellation/retry fixtures; assert exports=ModelNodeProvider, useModelToNodeStore; actions=no separately named action helper; store_ids=modelToNode; effects=returned values or reactive state only.","Not infrastructure-only: this module owns the named independently observable state, interaction, or service transition.",b5edaea931aca39276f3d40c7e671363fd1b121e1693e36895a962407ae026eb
