feature_id,product,domain,name,classification,availability,evidence_level,confidence,source_file,symbol,test,documentation,runtime_observation,actor,trigger,preconditions,inputs_defaults,permissions_flags,success_behavior,interaction_accessibility,state_concurrency,error_recovery,persistence_serialization,interfaces_side_effects,platform_localization_variants,zed_status,zed_evidence,parity_gap,zed_acceptance,automated_validation,manual_validation,open_questions_assumptions
COMFY-WORKFLOW-199,ComfyUI-Frontend,workflow,metadataWorkflowImport.spec: loads embedded workflow from ${fileName} (${parser}),test-backed behavior,active,test-backed,high,browser_tests/tests/metadataWorkflowImport.spec.ts:53,test('loads embedded workflow from ${fileName} (${parser})'),browser_tests/tests/metadataWorkflowImport.spec.ts:53,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,loads embedded workflow from ${fileName} (${parser}),"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `metadataWorkflowImport.spec: loads embedded workflow from ${fileName} (${parser})`.,"With the same deterministic fixture, Zed passes the behavioral assertion: loads embedded workflow from ${fileName} (${parser}).",Adapt browser_tests/tests/metadataWorkflowImport.spec.ts:53 to the GPUI/protocol parity harness.,Replay loads embedded workflow from ${fileName} (${parser}) with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-200,ComfyUI-Frontend,workflow,minimap.spec: Minimap re-renders after loading a different workflow,test-backed behavior,active,test-backed,high,browser_tests/tests/minimap.spec.ts:431,test('Minimap re-renders after loading a different workflow'),browser_tests/tests/minimap.spec.ts:431,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Minimap re-renders after loading a different workflow,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `minimap.spec: Minimap re-renders after loading a different workflow`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Minimap re-renders after loading a different workflow.",Adapt browser_tests/tests/minimap.spec.ts:431 to the GPUI/protocol parity harness.,Replay Minimap re-renders after loading a different workflow with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-201,ComfyUI-Frontend,workflow,mobileBaseline.spec: @mobile default workflow,test-backed behavior,active,test-backed,high,browser_tests/tests/mobileBaseline.spec.ts:19,test('@mobile default workflow'),browser_tests/tests/mobileBaseline.spec.ts:19,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,@mobile default workflow,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `mobileBaseline.spec: @mobile default workflow`.,"With the same deterministic fixture, Zed passes the behavioral assertion: @mobile default workflow.",Adapt browser_tests/tests/mobileBaseline.spec.ts:19 to the GPUI/protocol parity harness.,Replay @mobile default workflow with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-202,ComfyUI-Frontend,workflow,nodeDisplay.spec: Old workflow with converted input,test-backed behavior,active,test-backed,high,browser_tests/tests/nodeDisplay.spec.ts:50,test('Old workflow with converted input'),browser_tests/tests/nodeDisplay.spec.ts:50,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Old workflow with converted input,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `nodeDisplay.spec: Old workflow with converted input`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Old workflow with converted input.",Adapt browser_tests/tests/nodeDisplay.spec.ts:50 to the GPUI/protocol parity harness.,Replay Old workflow with converted input with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-203,ComfyUI-Frontend,workflow,nodeTemplates.spec: Save Selected as Template persists the selection under the given name,test-backed behavior,active,test-backed,high,browser_tests/tests/nodeTemplates.spec.ts:22,test('Save Selected as Template persists the selection under the given name'),browser_tests/tests/nodeTemplates.spec.ts:22,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Save Selected as Template persists the selection under the given name,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `nodeTemplates.spec: Save Selected as Template persists the selection under the given name`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Save Selected as Template persists the selection under the given name.",Adapt browser_tests/tests/nodeTemplates.spec.ts:22 to the GPUI/protocol parity harness.,Replay Save Selected as Template persists the selection under the given name with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-204,ComfyUI-Frontend,workflow,nodeTemplates.spec: Saved template appears in the submenu and pastes nodes on click,test-backed behavior,active,test-backed,high,browser_tests/tests/nodeTemplates.spec.ts:37,test('Saved template appears in the submenu and pastes nodes on click'),browser_tests/tests/nodeTemplates.spec.ts:37,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Saved template appears in the submenu and pastes nodes on click,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `nodeTemplates.spec: Saved template appears in the submenu and pastes nodes on click`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Saved template appears in the submenu and pastes nodes on click.",Adapt browser_tests/tests/nodeTemplates.spec.ts:37 to the GPUI/protocol parity harness.,Replay Saved template appears in the submenu and pastes nodes on click with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-205,ComfyUI-Frontend,workflow,nodeTemplates.spec: Deleting a template in the manage dialog removes it from the list,test-backed behavior,active,test-backed,high,browser_tests/tests/nodeTemplates.spec.ts:56,test('Deleting a template in the manage dialog removes it from the list'),browser_tests/tests/nodeTemplates.spec.ts:56,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Deleting a template in the manage dialog removes it from the list,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `nodeTemplates.spec: Deleting a template in the manage dialog removes it from the list`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Deleting a template in the manage dialog removes it from the list.",Adapt browser_tests/tests/nodeTemplates.spec.ts:56 to the GPUI/protocol parity harness.,Replay Deleting a template in the manage dialog removes it from the list with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-206,ComfyUI-Frontend,workflow,nodeTemplates.spec: Export downloads a JSON file containing the saved template,test-backed behavior,active,test-backed,high,browser_tests/tests/nodeTemplates.spec.ts:104,test('Export downloads a JSON file containing the saved template'),browser_tests/tests/nodeTemplates.spec.ts:104,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Export downloads a JSON file containing the saved template,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `nodeTemplates.spec: Export downloads a JSON file containing the saved template`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Export downloads a JSON file containing the saved template.",Adapt browser_tests/tests/nodeTemplates.spec.ts:104 to the GPUI/protocol parity harness.,Replay Export downloads a JSON file containing the saved template with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-207,ComfyUI-Frontend,workflow,nodeTemplates.spec: Import adds templates from a JSON file,test-backed behavior,active,test-backed,high,browser_tests/tests/nodeTemplates.spec.ts:134,test('Import adds templates from a JSON file'),browser_tests/tests/nodeTemplates.spec.ts:134,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Import adds templates from a JSON file,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `nodeTemplates.spec: Import adds templates from a JSON file`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Import adds templates from a JSON file.",Adapt browser_tests/tests/nodeTemplates.spec.ts:134 to the GPUI/protocol parity harness.,Replay Import adds templates from a JSON file with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-208,ComfyUI-Frontend,workflow,errorsTabModeAware.spec: Loading a workflow with all nodes bypassed shows no errors,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:123,test('Loading a workflow with all nodes bypassed shows no errors'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:123,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Loading a workflow with all nodes bypassed shows no errors,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Loading a workflow with all nodes bypassed shows no errors`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Loading a workflow with all nodes bypassed shows no errors.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:123 to the GPUI/protocol parity harness.,Replay Loading a workflow with all nodes bypassed shows no errors with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-209,ComfyUI-Frontend,workflow,errorsTabModeAware.spec: Loading a workflow with all nodes bypassed shows no errors,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:328,test('Loading a workflow with all nodes bypassed shows no errors'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:328,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Loading a workflow with all nodes bypassed shows no errors,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Loading a workflow with all nodes bypassed shows no errors`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Loading a workflow with all nodes bypassed shows no errors.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:328 to the GPUI/protocol parity harness.,Replay Loading a workflow with all nodes bypassed shows no errors with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-210,ComfyUI-Frontend,workflow,errorsTabModeAware.spec: Loading a workflow with bypassed subgraph suppresses interior missing model error,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:841,test('Loading a workflow with bypassed subgraph suppresses interior missing model error'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:841,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Loading a workflow with bypassed subgraph suppresses interior missing model error,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Loading a workflow with bypassed subgraph suppresses interior missing model error`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Loading a workflow with bypassed subgraph suppresses interior missing model error.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:841 to the GPUI/protocol parity harness.,Replay Loading a workflow with bypassed subgraph suppresses interior missing model error with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-211,ComfyUI-Frontend,workflow,errorsTabModeAware.spec: Restores missing nodes in errors tab when switching back to workflow,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:897,test('Restores missing nodes in errors tab when switching back to workflow'),browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:897,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,Restores missing nodes in errors tab when switching back to workflow,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `errorsTabModeAware.spec: Restores missing nodes in errors tab when switching back to workflow`.,"With the same deterministic fixture, Zed passes the behavioral assertion: Restores missing nodes in errors tab when switching back to workflow.",Adapt browser_tests/tests/propertiesPanel/errorsTabModeAware.spec.ts:897 to the GPUI/protocol parity harness.,Replay Restores missing nodes in errors tab when switching back to workflow with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-212,ComfyUI-Frontend,workflow,"workflowOverview.spec: should show ""Workflow Overview"" title when nothing is selected",test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/workflowOverview.spec.ts:14,"test('should show ""Workflow Overview"" title when nothing is selected')",browser_tests/tests/propertiesPanel/workflowOverview.spec.ts:14,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,"should show ""Workflow Overview"" title when nothing is selected","Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `workflowOverview.spec: should show ""Workflow Overview"" title when nothing is selected`.","With the same deterministic fixture, Zed passes the behavioral assertion: should show ""Workflow Overview"" title when nothing is selected.",Adapt browser_tests/tests/propertiesPanel/workflowOverview.spec.ts:14 to the GPUI/protocol parity harness.,"Replay should show ""Workflow Overview"" title when nothing is selected with pointer and keyboard where applicable.",Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-213,ComfyUI-Frontend,workflow,"workflowOverview.spec: should show Parameters, Nodes, and Settings tabs",test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/workflowOverview.spec.ts:18,"test('should show Parameters, Nodes, and Settings tabs')",browser_tests/tests/propertiesPanel/workflowOverview.spec.ts:18,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,"should show Parameters, Nodes, and Settings tabs","Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `workflowOverview.spec: should show Parameters, Nodes, and Settings tabs`.","With the same deterministic fixture, Zed passes the behavioral assertion: should show Parameters, Nodes, and Settings tabs.",Adapt browser_tests/tests/propertiesPanel/workflowOverview.spec.ts:18 to the GPUI/protocol parity harness.,"Replay should show Parameters, Nodes, and Settings tabs with pointer and keyboard where applicable.",Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
COMFY-WORKFLOW-214,ComfyUI-Frontend,workflow,workflowOverview.spec: should not show Info tab when nothing is selected,test-backed behavior,active,test-backed,high,browser_tests/tests/propertiesPanel/workflowOverview.spec.ts:24,test('should not show Info tab when nothing is selected'),browser_tests/tests/propertiesPanel/workflowOverview.spec.ts:24,No dedicated documentation claim is required; executable source and tests are authoritative.,Not rerun; behavior is explicitly asserted by the existing Playwright suite.,user,Perform the interaction named by the test using its fixture.,"Use the deterministic mock server, settings, workflow, and media fixtures declared by the test.",No additional input/default beyond the cited source contract.,No additional permission or feature flag was identified beyond the recorded availability.,should not show Info tab when nothing is selected,"Preserve keyboard, pointer, focus, labeling, and disabled-state behavior where exposed.",Use the test assertions for intermediate and terminal state; preserve async waiting semantics.,"Where the case names an invalid, error, missing, retry, or reconnect state, preserve that asserted surface.","Where the case reloads, switches workflows, or inspects serialized state, preserve that assertion.",No additional external interface or side effect was identified beyond the named behavior.,Localized through vue-i18n where user-facing; distribution gates apply.,missing,Repository-wide search and the target architecture audit found no Comfy-specific implementation outside projects/comfy/** and this specification; generic Zed primitives are reusable infrastructure only.,No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no native Rust/GPUI implementation of frontend contract `workflowOverview.spec: should not show Info tab when nothing is selected`.,"With the same deterministic fixture, Zed passes the behavioral assertion: should not show Info tab when nothing is selected.",Adapt browser_tests/tests/propertiesPanel/workflowOverview.spec.ts:24 to the GPUI/protocol parity harness.,Replay should not show Info tab when nothing is selected with pointer and keyboard where applicable.,Test source was statically inventoried; local browser execution was unavailable because dependencies are not installed.
