surface,member,interface,consumer,feature_id,source,contract,trust_boundary,evidence_level,source_signature,signature_confidence,unresolved_schema
window.api,onAppUpdatePromptRestart,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-107,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1386,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1386 (source) => L1386: onAppUpdatePromptRestart(callback: (data: { version: string }) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onAppUpdatePromptRestart does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1386 (source) => L1386: onAppUpdatePromptRestart(callback: (data: { version: string }) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onAppUpdatePromptRestart does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onAppUpdateStateChanged,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-107,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1393,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1393 (source) => L1393: onAppUpdateStateChanged(callback: (state: AppUpdateState) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onAppUpdateStateChanged does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1393 (source) => L1393: onAppUpdateStateChanged(callback: (state: AppUpdateState) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onAppUpdateStateChanged does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onAppUpdateDownloadProgress,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1400,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1400 (source) => L1400: onAppUpdateDownloadProgress(callback: (progress: AppUpdateDownloadProgress) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onAppUpdateDownloadProgress does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1400 (source) => L1400: onAppUpdateDownloadProgress(callback: (progress: AppUpdateDownloadProgress) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onAppUpdateDownloadProgress does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onAppUpdateUserActionFailed,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-107,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1406,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1406 (source) => L1406: onAppUpdateUserActionFailed(callback: (err: { message: string }) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onAppUpdateUserActionFailed does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1406 (source) => L1406: onAppUpdateUserActionFailed(callback: (err: { message: string }) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onAppUpdateUserActionFailed does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onZoomChanged,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-180,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1407,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1407 (source) => L1407: onZoomChanged(callback: (level: number) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onZoomChanged does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1407 (source) => L1407: onZoomChanged(callback: (level: number) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onZoomChanged does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onModelDownloadProgress,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1408,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1408 (source) => L1408: onModelDownloadProgress(callback: (progress: ModelDownloadProgress) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onModelDownloadProgress does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1408 (source) => L1408: onModelDownloadProgress(callback: (progress: ModelDownloadProgress) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onModelDownloadProgress does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onModelDownloadRemoved,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1411,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1411 (source) => L1411: onModelDownloadRemoved(callback: (data: { url: string }) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onModelDownloadRemoved does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1411 (source) => L1411: onModelDownloadRemoved(callback: (data: { url: string }) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onModelDownloadRemoved does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onModelDownloadsClearedFinished,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1415,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1415 (source) => L1415: onModelDownloadsClearedFinished(callback: (data: { urls: string[] }) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onModelDownloadsClearedFinished does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1415 (source) => L1415: onModelDownloadsClearedFinished(callback: (data: { urls: string[] }) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onModelDownloadsClearedFinished does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,captureTelemetry,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-167,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1424,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1424 (source) => L1424: captureTelemetry(event: string, properties: Record<string, unknown>): void; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.captureTelemetry does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,"projects/comfy/Comfy-Desktop/src/types/ipc.ts:1424 (source) => L1424: captureTelemetry(event: string, properties: Record<string, unknown>): void",typed-static-signature,"The static declaration for window.api.captureTelemetry does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,captureExceptionTelemetry,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-167,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1430,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1430 (source) => L1430: captureExceptionTelemetry(payload: { | L1431: message: string | L1432: stack?: string | L1433: properties?: Record<string, unknown> | L1434: }): void; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.captureExceptionTelemetry does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,"projects/comfy/Comfy-Desktop/src/types/ipc.ts:1430 (source) => L1430: captureExceptionTelemetry(payload: { | L1431: message: string | L1432: stack?: string | L1433: properties?: Record<string, unknown> | L1434: }): void",typed-static-signature,"The static declaration for window.api.captureExceptionTelemetry does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,registerTelemetryProperties,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-167,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1440,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1440 (source) => L1440: registerTelemetryProperties(properties: Record<string, unknown>): void; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.registerTelemetryProperties does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,"projects/comfy/Comfy-Desktop/src/types/ipc.ts:1440 (source) => L1440: registerTelemetryProperties(properties: Record<string, unknown>): void",typed-static-signature,"The static declaration for window.api.registerTelemetryProperties does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,telemetryBindUserId,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-167,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1447,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1447 (source) => L1447: telemetryBindUserId(payload: { userId: string; properties?: Record<string, unknown> }): void; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.telemetryBindUserId does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,"projects/comfy/Comfy-Desktop/src/types/ipc.ts:1447 (source) => L1447: telemetryBindUserId(payload: { userId: string; properties?: Record<string, unknown> }): void",typed-static-signature,"The static declaration for window.api.telemetryBindUserId does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,telemetryUnbindUserId,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-167,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1453,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1453 (source) => L1453: telemetryUnbindUserId(): void; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.telemetryUnbindUserId does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1453 (source) => L1453: telemetryUnbindUserId(): void,typed-static-signature,"The static declaration for window.api.telemetryUnbindUserId does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,telemetryGetExperimentFlag,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-167,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1462,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1462 (source) => L1462: telemetryGetExperimentFlag(key: string): Promise<string | boolean | null>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.telemetryGetExperimentFlag does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1462 (source) => L1462: telemetryGetExperimentFlag(key: string): Promise<string | boolean | null>,typed-static-signature,"The static declaration for window.api.telemetryGetExperimentFlag does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,telemetryRecordExposure,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-167,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1468,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1468 (source) => L1468: telemetryRecordExposure(payload: { | L1469: experimentKey: string | L1470: variant: string | L1471: source?: 'cache' | 'remote' | 'fallback' | L1472: }): void; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.telemetryRecordExposure does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1468 (source) => L1468: telemetryRecordExposure(payload: { | L1469: experimentKey: string | L1470: variant: string | L1471: source?: 'cache' | 'remote' | 'fallback' | L1472: }): void,typed-static-signature,"The static declaration for window.api.telemetryRecordExposure does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onTelemetrySettingChanged,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-167,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1473,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1473 (source) => L1473: onTelemetrySettingChanged(callback: (enabled: boolean | undefined) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onTelemetrySettingChanged does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1473 (source) => L1473: onTelemetrySettingChanged(callback: (enabled: boolean | undefined) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onTelemetrySettingChanged does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onDatadogError,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-174,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1474,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1474 (source) => L1474: onDatadogError(callback: (payload: DatadogForwardedError) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onDatadogError does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1474 (source) => L1474: onDatadogError(callback: (payload: DatadogForwardedError) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onDatadogError does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onTelemetryActionFromMain,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-167,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1475,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1475 (source) => L1475: onTelemetryActionFromMain( | L1476: callback: (data: { | L1477: event: string | L1478: context: Record<string, unknown> | L1479: mainAlreadyCaptured?: boolean | L1480: }) => void | L1481: ): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onTelemetryActionFromMain does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,"projects/comfy/Comfy-Desktop/src/types/ipc.ts:1475 (source) => L1475: onTelemetryActionFromMain( | L1476: callback: (data: { | L1477: event: string | L1478: context: Record<string, unknown> | L1479: mainAlreadyCaptured?: boolean | L1480: }) => void | L1481: ): Unsubscribe",typed-static-signature,"The static declaration for window.api.onTelemetryActionFromMain does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onErrorDetail,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-174,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1482,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1482 (source) => L1482: onErrorDetail(callback: (data: ErrorDetailData) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onErrorDetail does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1482 (source) => L1482: onErrorDetail(callback: (data: ErrorDetailData) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onErrorDetail does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onSuggestChineseMirrors,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-174,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1483,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1483 (source) => L1483: onSuggestChineseMirrors(callback: () => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onSuggestChineseMirrors does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1483 (source) => L1483: onSuggestChineseMirrors(callback: () => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onSuggestChineseMirrors does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onSettingsChanged,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-149,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1484,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1484 (source) => L1484: onSettingsChanged(callback: (data: { key: string }) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onSettingsChanged does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1484 (source) => L1484: onSettingsChanged(callback: (data: { key: string }) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onSettingsChanged does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onPanelSwitch,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-084,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1489,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1489 (source) => L1489: onPanelSwitch(callback: (data: { panel: string; installationId?: string }) => void): Unsubscribe; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onPanelSwitch does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1489 (source) => L1489: onPanelSwitch(callback: (data: { panel: string; installationId?: string }) => void): Unsubscribe,typed-static-signature,"The static declaration for window.api.onPanelSwitch does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.api,onPanelTriggerOverlay,ElectronApi,panel/chooser renderer,COMFY-DESKTOP-084,projects/comfy/Comfy-Desktop/src/types/ipc.ts:1518,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/ipc.ts:1518 (source) => L1518: onPanelTriggerOverlay( | L1519: callback: (data: { | L1520: kind: | L1521: | 'install-update' | L1522: | 'app-update-restart-prompt' | L1523: | 'app-update-download-prompt' | L1524: | 'open-settings' | L1525: | 'picker-pick-install' | L1526: | 'picker-install-action' | L1527: | 'picker-show-progress' | L1528: installationId?: string | L1529: actionId?: string | L1530: actionData?: Record<string, unknown> | L1531: version?: string | null | L1532: settingsTab?: 'comfy' | 'directories' | 'downloads' | 'global' | L1533: title?: string | L1534: cancellable?: boolean | L1535: /** Picker-only (`picker-pick-install`): set on boot-time restore. The; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.api.onPanelTriggerOverlay does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,"projects/comfy/Comfy-Desktop/src/types/ipc.ts:1518 (source) => L1518: onPanelTriggerOverlay( | L1519: callback: (data: { | L1520: kind: | L1521: | 'install-update' | L1522: | 'app-update-restart-prompt' | L1523: | 'app-update-download-prompt' | L1524: | 'open-settings' | L1525: | 'picker-pick-install' | L1526: | 'picker-install-action' | L1527: | 'picker-show-progress' | L1528: installationId?: string | L1529: actionId?: string | L1530: actionData?: Record<string, unknown> | L1531: version?: string | null | L1532: settingsTab?: 'comfy' | 'directories' | 'downloads' | 'global' | L1533: title?: string | L1534: cancellable?: boolean | L1535: /** Picker-only (`picker-pick-install`): set on boot-time restore. The",typed-static-signature,"The static declaration for window.api.onPanelTriggerOverlay does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.__comfyDesktop2,isRemote,ComfyDesktop2Bridge,hosted Comfy renderer,COMFY-DESKTOP-174,projects/comfy/Comfy-Desktop/src/types/comfyDesktopBridge.ts:60,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/comfyDesktopBridge.ts:60 (source) => L60: isRemote(): boolean; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.__comfyDesktop2.isRemote does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,projects/comfy/Comfy-Desktop/src/types/comfyDesktopBridge.ts:60 (source) => L60: isRemote(): boolean,typed-static-signature,"The static declaration for window.__comfyDesktop2.isRemote does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.__comfyDesktop2,downloadModel,ComfyDesktop2Bridge,hosted Comfy renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/comfyDesktopBridge.ts:61,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/comfyDesktopBridge.ts:61 (source) => L61: downloadModel?: (url: string, filename: string, directory: string) => Promise<boolean>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.__comfyDesktop2.downloadModel does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,"projects/comfy/Comfy-Desktop/src/types/comfyDesktopBridge.ts:61 (source) => L61: downloadModel?: (url: string, filename: string, directory: string) => Promise<boolean>",typed-static-signature,"The static declaration for window.__comfyDesktop2.downloadModel does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
window.__comfyDesktop2,downloadAsset,ComfyDesktop2Bridge,hosted Comfy renderer,COMFY-DESKTOP-136,projects/comfy/Comfy-Desktop/src/types/comfyDesktopBridge.ts:62,"Exact source signature: projects/comfy/Comfy-Desktop/src/types/comfyDesktopBridge.ts:62 (source) => L62: downloadAsset?: (url: string, filename: string, authToken?: string) => Promise<boolean>; Callback members return the source-declared unsubscribe/result type; properties and calls preserve the declared argument and return types.; The static declaration for window.__comfyDesktop2.downloadAsset does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001.",contextBridge exposure; no direct ipcRenderer or Node primitive is exposed.,code-inferred,"projects/comfy/Comfy-Desktop/src/types/comfyDesktopBridge.ts:62 (source) => L62: downloadAsset?: (url: string, filename: string, authToken?: string) => Promise<boolean>",typed-static-signature,"The static declaration for window.__comfyDesktop2.downloadAsset does not prove runtime structured-clone values, rejected-error serialization, callback timing/unsubscribe cleanup, or version skew; validate those through the mapped IPC channel and VAL-DESKTOP-001."
