path,classification,feature_ids,coverage_disposition,reason
projects/comfy/Comfy-Desktop/src/main/popups/checkoutBackdrop.ts,production,COMFY-DESKTOP-162;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/popups/embeddedPopupView.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/popups/embeddedPopupView.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/popups/pickerSettingsHandlers.ts,production,COMFY-DESKTOP-149;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/popups/systemModal.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/popups/titleCoachmark.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/popups/titleCoachmark.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/popups/titlePopup.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/popups/titlePopup.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/popups/titleTooltip.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/settings.test.ts,test-only,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/settings.ts,production,COMFY-DESKTOP-149,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/cloud.ts,production,COMFY-DESKTOP-162;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/common/launchSettingsFields.test.ts,test-only,COMFY-DESKTOP-149;COMFY-DESKTOP-001;COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/common/launchSettingsFields.ts,production,COMFY-DESKTOP-149;COMFY-DESKTOP-001;COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/common/nestedRoot.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/common/nestedRoot.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/common/urlSource.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/common/urlSource.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/desktop.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/desktop.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/getTerminalEnv.test.ts,test-only,COMFY-DESKTOP-091;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/git.ts,production,COMFY-DESKTOP-001;COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/index.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/portable.probe.test.ts,test-only,COMFY-DESKTOP-001;COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/portable.ts,production,COMFY-DESKTOP-001;COMFY-DESKTOP-051,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/remote.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/actions.integration.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/actions.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/curatedTemplates.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/curatedTemplates.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/envPaths.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/envPaths.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/index.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/index.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/install.probe.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/install.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/macRepair.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/templateCatalog.test.ts,test-only,COMFY-DESKTOP-095;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/templateCatalog.ts,production,COMFY-DESKTOP-095;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/templateDownloadCore.test.ts,test-only,COMFY-DESKTOP-136;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/templateDownloadCore.ts,production,COMFY-DESKTOP-136;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/templateDownloadGate.test.ts,test-only,COMFY-DESKTOP-136;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/templateDownloadTask.ts,production,COMFY-DESKTOP-136;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/templateInputAssets.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/templateInputAssets.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/templateModels.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/templateModels.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/torchRepair.test.ts,test-only,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/torchRepair.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/updateOrchestrator.integration.test.ts,test-only,COMFY-DESKTOP-107;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/updateOrchestrator.test.ts,test-only,COMFY-DESKTOP-107;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/updateOrchestrator.ts,production,COMFY-DESKTOP-107;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/updateSections.test.ts,test-only,COMFY-DESKTOP-107;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/sources/standalone/updateSections.ts,production,COMFY-DESKTOP-107;COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/main/types/sources.ts,production,COMFY-DESKTOP-001,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/preload/api.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/preload/comfyPreload.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/preload/comfySystemModalPreload.ts,production,COMFY-DESKTOP-076;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/preload/comfyTitleBarPreload.ts,production,COMFY-DESKTOP-076;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/preload/comfyTitlePopupPreload.ts,production,COMFY-DESKTOP-076;COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/preload/comfyTitleTooltipPreload.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/preload/index.d.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/preload/index.ts,production,COMFY-DESKTOP-174,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/comfySystemModal.html,generated-or-declaration,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/comfyTitleBar.html,generated-or-declaration,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/comfyTitlePopup.html,generated-or-declaration,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/comfyTitleTooltip.html,generated-or-declaration,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/csp.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/panel.html,generated-or-declaration,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/public/fonts/README.md,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/public/images/amd-logo.png,asset,COMFY-DESKTOP-095,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/public/images/apple-mps-logo.png,asset,COMFY-DESKTOP-095,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/public/images/intel-logo.png,asset,COMFY-DESKTOP-095,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/public/images/nvidia-logo.jpg,production,COMFY-DESKTOP-095,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/public/images/templates/3d_triposplat_image_to_gaussian_splat-still.webp,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/public/images/templates/3d_triposplat_image_to_gaussian_splat.webp,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/public/images/templates/audio_stable_audio_3_medium.webp,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/public/images/templates/image_z_image_turbo.webp,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/public/images/templates/text_to_video_wan-still.webp,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/public/images/templates/text_to_video_wan.webp,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/assets/first-use/why-cloud-hero.svg,asset,COMFY-DESKTOP-162,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/assets/fonts/inter-latin-italic.woff2,asset,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/assets/fonts/inter-latin-normal.woff2,asset,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/assets/lighting/beam.svg,asset,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/assets/lighting/beam_2.svg,asset,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/assets/main.css,asset,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/assets/proprietaryFonts.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/comfySystemModal/SystemModalApp.vue,production,COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-8082FD6C9915,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-8082FD6C9915; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/comfySystemModal/main.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleBar/TitleBarApp.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleBar/TitleBarApp.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleBar/main.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleBar/useCentralPillCoachmark.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleBar/useCentralPillCoachmark.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleBar/useTitleBarHoverGate.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleBar/useTitleBarIdentity.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleBar/useTitleBarMenus.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleBar/useTitleBarMenus.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleBar/useTitleBarTooltip.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleBar/useUpdatePills.ts,production,COMFY-DESKTOP-107;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/DownloadsFullView.vue,production,COMFY-DESKTOP-136;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/DownloadsView.test.ts,test-only,COMFY-DESKTOP-136;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/DownloadsView.vue,production,COMFY-DESKTOP-136;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/GlobalSettingsView.test.ts,test-only,COMFY-DESKTOP-149;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/GlobalSettingsView.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/InstancePickerView.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/InstancePickerView.vue,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/MenuView.vue,production,COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-434D1C4D8901,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-434D1C4D8901; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/PickerInlineProgress.vue,production,COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-2AA6D33E1630,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-2AA6D33E1630; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/TitlePopupApp.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/TitlePopupApp.vue,production,COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-7484263E17F2,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-7484263E17F2; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/dismissPickerModals.test.ts,test-only,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/dismissPickerModals.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/globalSettings/GitHubLinkCard.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-051;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-0556BA11E26B,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-0556BA11E26B; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/globalSettings/GlobalSettingsMicroSection.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-40DECFED10F1,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-40DECFED10F1; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/globalSettings/GlobalStorageSections.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-C26AC23368A0,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-C26AC23368A0; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/globalSettings/ModelsDirList.vue,production,COMFY-DESKTOP-149;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-DD428673BF77,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-DD428673BF77; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/globalSettings/UpdatesSection.vue,production,COMFY-DESKTOP-107;COMFY-DESKTOP-149;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-139E276AF49C,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-139E276AF49C; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/instancePicker/InstanceRow.vue,production,COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-84472AC5DBC6,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-84472AC5DBC6; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/instancePicker/PickerSnapshotsList.vue,production,COMFY-DESKTOP-121;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-573BB227624A,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-573BB227624A; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/main.ts,production,COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/pickerSettingsApiShim.test.ts,test-only,COMFY-DESKTOP-149;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitlePopup/pickerSettingsApiShim.ts,production,COMFY-DESKTOP-149;COMFY-DESKTOP-076,mapped,Mapped by source subsystem to the named desktop capability cluster.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleTooltip/TitleTooltipApp.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/comfyTitleTooltip/main.ts,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ArgRadioGroup.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ArgRadioGroup.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ArgRow.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ArgsBuilder.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ArgsBuilder.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/BrandBackground.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/BrandFinishedSurface.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/BrandFinishedSurface.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/BrandProgressView.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/BrandProgressView.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/BrandTakeoverLayout.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/BrandVariantList.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ChoiceCard.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/ContextMenu.vue,production,COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-29A542E5D510,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-29A542E5D510; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/DetailSection.test.ts,test-only,COMFY-DESKTOP-181,mapped,Mapped to shared renderer interaction/accessibility behavior; case titles retain the more specific exercised behavior.
projects/comfy/Comfy-Desktop/src/renderer/src/components/DetailSection.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
projects/comfy/Comfy-Desktop/src/renderer/src/components/DialogHost.vue,production,COMFY-DESKTOP-095;COMFY-DESKTOP-076;COMFY-DESKTOP-RENDERER-A7D64DA6D729,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-A7D64DA6D729; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/DownloadThumbnail.vue,production,COMFY-DESKTOP-136;COMFY-DESKTOP-RENDERER-F21F44BE08F6,mapped,Mapped to source-specific renderer contract COMFY-DESKTOP-RENDERER-F21F44BE08F6; coarse parent capability IDs are retained for reverse traceability.
projects/comfy/Comfy-Desktop/src/renderer/src/components/EnvVarsEditor.vue,infrastructure-only,,explicitly-classified,Classified as shared UI/build/type infrastructure; retained explicitly rather than silently excluded.
