feature_id,disposition,placement,owner_task_id
COMFY-FRONTEND-SURFACE-073BA4DF2BB0,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-E22F8A2AFF6B,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-0EDCD8C6CE7C,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-43E21EDD41DE,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-21BEB3E5F02D,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-6A03C54FCF6E,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-3E33F36654A4,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-DB2A664450E5,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-63FDFE0E3FFB,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-01CED4893AA4,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B9F575336EE1,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-96F827887E7F,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-DD41DEF05E12,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-9F5CE3DE57AF,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-64A167072DBC,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-65F912267091,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-EE7C3A650181,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-80C1DB42477C,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-562335547839,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-E6FFB85C2E41,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-E6867E21A9E9,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B9A834232A99,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-2A0F8A3BD25F,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-295A028A842C,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-29B01916F2A2,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-EE11A0F01E66,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-545C92133C94,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-92B3D7C9D258,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-4183D6ECFB03,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-4F214EA8B2DD,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-ACC41567B47A,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A4F8D37C6470,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-6F8265174462,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-B2EE58EC28FC,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-99ED41694FDD,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-8F6FEDAB189E,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-BD937DC9D2E7,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-5BDB69737C81,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-7B519DEF7C65,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-001F5D1AC076,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-5C6F64A4E3B2,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-B2CC392C18C3,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-B13C76B98387,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-372FDFB0A32E,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-4A0DD3E0318C,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-916A329F6D82,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-9F2738E7B20D,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A2A74CF35345,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A01AA8216573,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-58772607AA61,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-D27D1BC3D0EE,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-8A7FD82CCCA5,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-0C9A94A78D57,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-FF304B9D0203,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-F5A173F6EAC1,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-12B6AB4FDFC8,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-6E050CD564D7,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-977AD4E2A71F,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-8DA4B3043F8C,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-EA58B421E2D0,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-036B8A6FAAA4,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-010167D9A6AE,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-1B5FE3E1038E,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-9F007C95A990,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-989A08F40037,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-E225B2FC6CE5,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-3B65A9B65CA0,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-FA1C8E8C6385,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-B8A8D391623A,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-D15DA6BAE315,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-89916D981163,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-26B2D3016A42,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-ED22CF7E161E,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-6C4855A0D2D0,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-2D78258A201B,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-AA2115988657,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A161C62F6770,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-DFD09136941B,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A91E9E4C9413,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-9BB94BDA1DFB,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-33A586062428,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-369C61B7D830,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-47FAAE4F4039,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-4FF734F88A84,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-B12A4E7A981B,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-605C125A67BE,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-4C97415E3B94,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-17F79FE70563,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-C87AB3989286,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-489B04ADD0C3,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F07D36366B58,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-A011CFEDAFAD,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-5F7DCE27ADE8,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B533EBF5561A,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-EE45B59424FA,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-59769DA486DF,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-76A5E790A00B,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-57B63CBCA57B,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-894B1D29D19C,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-819B5A507965,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-8ACD57669440,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-EE573116CC7B,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-AC3A70A3759E,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-336468309330,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-C9CD2731460A,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-3AB80DFAD79D,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-ABA8B7844AF1,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E0E84CF04D27,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-61C9378E1CDF,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-7E83B35B56C5,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-8A5E9BCEE420,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-5CE972F896A8,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-933FA5FC43C1,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-DF7C9FA6FC63,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-A89BAA77B9DB,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-B81995F80192,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-76F35CAEEF48,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-68EBA3969B79,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-AA376AD6F77A,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-88D296E24275,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-669EBDDD00C4,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-62F94ACCB00C,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-0266AD6AC696,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-559D2409ACCE,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F71B525E95FB,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-ED56FB671039,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-F5AACD4F6815,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-A2DF157FD7E5,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-6C8B61EDF1F4,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-B09E8A076D1A,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-AF80AAFD4574,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-A9ABA1F90D92,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-A29FD3D007BA,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-677BD312CB50,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-8371C03B5BD9,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-606D8B7AD01E,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-8197CB5CD0A9,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-7FA21ACCB6C8,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-0B025651F769,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-B1A5D09536B7,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-0C05E8477B23,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-29843F6C99E0,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-687692A2F1CE,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-CB155E959484,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-EAA24302CA06,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-AA28C0E73860,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-D58E71B9B742,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-6FD5A14C763F,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-1448BF77EA30,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-057256094918,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-1F02CF12B3EF,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-EC856716D0BF,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-FD1B4F7ABB2D,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-D1173951FD04,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-CBA235B5BD8C,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-7599E98C9CF7,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-46F703BE9BA9,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-DF495F80F130,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-6CCECD4287DD,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-C1DF00E840A4,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-FDA12B882CC6,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-483932C1529F,place,GraphWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-C3064FD2B04C,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-CDF7209ABA03,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-4414A84B38D0,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A3B554881B69,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-3AB7529C5713,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-AE28E1CDDB2B,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-ADF906D0553F,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-7E008904DED6,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-BEAA020F1F12,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-14FA83A8F0F1,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-8D317D37EC2E,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-01A8EFE2BADA,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-3A03CC3DAA6A,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-8DD39CA92277,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-120BCE20C80D,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-7DD23A8203CB,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-26B2D90FE89E,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-DCB4B16124ED,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-CFB7B3CB04F1,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-CB40F82413AA,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-671CFC5589EE,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-A0EFE2C85093,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-FD94E0C00641,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-FEBBB6F63D0F,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-B2DCC55042D9,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-C90EECC34E01,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-E783143A9B87,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-C77CB4B93982,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-226007B010A2,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-5C53725D7864,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-409558FB69B8,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-83B3392A5300,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-3C80E7576693,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-E3DD5F8CB5F3,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-B046B9E4C1D6,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-691D5C738B22,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-44E15EE5F280,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-066E147AC508,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-6E8841A7FC08,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-FC999A7A71BF,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-AFBCE78AA493,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-0924AD7C7302,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-882CFB7B341E,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-A8B966BB410E,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-5771163459E7,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-1AFBD5ACB465,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-C776FA4E82B3,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-D45EA25F52C4,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-849AC7678B87,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-CA121A485476,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-6F4C78FC355C,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-E05F7CBC0D52,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-8118D97C3A78,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-CACE97BEC221,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-CF9C3E626C2F,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-ADFAC62A44B6,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-9DAD2C1FF76C,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-356474F2C894,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-7424966C98ED,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-6F51DB6ACD0C,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-8F3075882824,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-175F90A32D47,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-3C92ABFF62B3,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-5A52C6CF6221,place,SettingsWorkspaceItem,comfy-parity-settings-localization-ui
COMFY-FRONTEND-SURFACE-43CB0D20075C,place,AccountPopover,comfy-parity-auth-cloud-telemetry
COMFY-FRONTEND-SURFACE-AF01802C9606,place,WorkspaceShellItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-1392DEBAFEDF,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-BF986B057DB3,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-281745D345A8,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-D1D84368F76E,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-5FDA7432385D,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-30B5850530DD,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-0C07C992DECA,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-2D24F5B60EC1,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-228A24CC9226,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-8832EB4EAC59,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-DAD5D5214CD9,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-F9190E6E4807,place,AssetWorkspaceItem,comfy-parity-assets-editors-viewers
COMFY-FRONTEND-SURFACE-BE8156A27BA9,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-DF348F8D66AE,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-932EAB2F5FE4,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-1F516FA6CD5A,place,ExecutionDockPanel,comfy-parity-execution-ui
COMFY-FRONTEND-SURFACE-FF25E05A0AC4,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-99A542C5E5C5,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
COMFY-FRONTEND-SURFACE-9D5ABE4CE6D6,place,WorkflowWorkspaceItem,comfy-parity-workflow-experience
