record_id,path,title,description,role,domain,availability,document_evidence_level,corroboration_status,corroborated_feature_ids,native_parity_treatment
COMFY-DOC-A4C6573C9012,built-in-nodes/SaveGLB.mdx,SaveGLB - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveGLB node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0592,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-EB788F2129EB,built-in-nodes/SaveImage.mdx,SaveImage - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveImage node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0593,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-2D1C37FB65EF,built-in-nodes/SaveImageAdvanced.mdx,SaveImageAdvanced - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveImageAdvanced node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0594,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-549FA8B4E742,built-in-nodes/SaveImageDataSetToFolder.mdx,SaveImageDataSetToFolder - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveImageDataSetToFolder node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0595,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-E3988F46806A,built-in-nodes/SaveImageTextDataSetToFolder.mdx,SaveImageTextDataSetToFolder - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveImageTextDataSetToFolder node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0596,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-83E51195D9DB,built-in-nodes/SaveLatent.mdx,SaveLatent - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveLatent node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0597,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-53F3A4AD4ED6,built-in-nodes/SaveLoRA.mdx,SaveLoRA - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveLoRA node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0598,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-55A6ED75356D,built-in-nodes/SaveLoRANode.mdx,SaveLoRANode - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveLoRANode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-2D972BA0EA80,built-in-nodes/SaveSVGNode.mdx,SaveSVGNode - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveSVGNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0599,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-4375EED9A3A4,built-in-nodes/SaveTrainingDataset.mdx,SaveTrainingDataset - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveTrainingDataset node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0600,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CA203BBA58C1,built-in-nodes/SaveVideo.mdx,SaveVideo - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveVideo node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0601,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-F4D1DFDCA896,built-in-nodes/SaveWEBM.mdx,SaveWEBM - ComfyUI Built-in Node Documentation,"Complete documentation for the SaveWEBM node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0602,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C501E1945772,built-in-nodes/ScaleROPE.mdx,ScaleROPE - ComfyUI Built-in Node Documentation,"Complete documentation for the ScaleROPE node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0604,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-4851C9D9FAEB,built-in-nodes/Sd4xupscaleConditioning.mdx,Sd4xupscaleConditioning - ComfyUI Built-in Node Documentation,"Complete documentation for the Sd4xupscaleConditioning node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-case-or-punctuation; executable-backend-registry,COMFY-NODE-0605,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9AD57D8C59D2,built-in-nodes/SeedNode.mdx,SeedNode - ComfyUI Built-in Node Documentation,"Complete documentation for the SeedNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0610,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-DCDA9E03FB95,built-in-nodes/SeedVR2Conditioning.mdx,SeedVR2Conditioning - ComfyUI Built-in Node Documentation,"Complete documentation for the SeedVR2Conditioning node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7DCD3157E484,built-in-nodes/SeedVR2PostProcessing.mdx,SeedVR2PostProcessing - ComfyUI Built-in Node Documentation,"Complete documentation for the SeedVR2PostProcessing node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-392FF64BD1C9,built-in-nodes/SeedVR2Preprocess.mdx,SeedVR2Preprocess - ComfyUI Built-in Node Documentation,"Complete documentation for the SeedVR2Preprocess node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-DA0D009DE8D3,built-in-nodes/SeedVR2ProgressiveSampler.mdx,SeedVR2ProgressiveSampler - ComfyUI Built-in Node Documentation,"Complete documentation for the SeedVR2ProgressiveSampler node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-F45A2AF9451F,built-in-nodes/SelectCLIPDevice.mdx,SelectCLIPDevice - ComfyUI Built-in Node Documentation,"Complete documentation for the SelectCLIPDevice node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0611,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-1546780CE34D,built-in-nodes/SelectModelDevice.mdx,SelectModelDevice - ComfyUI Built-in Node Documentation,"Complete documentation for the SelectModelDevice node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0612,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-7BE8040DE70A,built-in-nodes/SelectVAEDevice.mdx,SelectVAEDevice - ComfyUI Built-in Node Documentation,"Complete documentation for the SelectVAEDevice node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0613,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-D20CFB3DD2A2,built-in-nodes/SelfAttentionGuidance.mdx,SelfAttentionGuidance - ComfyUI Built-in Node Documentation,"Complete documentation for the SelfAttentionGuidance node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0614,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-FD4F7C8C223F,built-in-nodes/SetClipHooks.mdx,SetClipHooks - ComfyUI Built-in Node Documentation,"Complete documentation for the SetClipHooks node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0615,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-415C769A16B2,built-in-nodes/SetFirstSigma.mdx,SetFirstSigma - ComfyUI Built-in Node Documentation,"Complete documentation for the SetFirstSigma node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0616,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-DE9D78732357,built-in-nodes/SetHookKeyframes.mdx,SetHookKeyframes - ComfyUI Built-in Node Documentation,"Complete documentation for the SetHookKeyframes node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0617,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-0DADD7F6C1AC,built-in-nodes/SetLatentNoiseMask.mdx,SetLatentNoiseMask - ComfyUI Built-in Node Documentation,"Complete documentation for the SetLatentNoiseMask node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0618,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-FC80AE812845,built-in-nodes/SetModelHooksOnCond.mdx,SetModelHooksOnCond - ComfyUI Built-in Node Documentation,"Complete documentation for the SetModelHooksOnCond node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,unregistered-executable-class; code-present-not-registered,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-8E022D2DAFC2,built-in-nodes/SetUnionControlNetType.mdx,SetUnionControlNetType - ComfyUI Built-in Node Documentation,"Complete documentation for the SetUnionControlNetType node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0619,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-6EB78B36A2BF,built-in-nodes/ShuffleDataset.mdx,ShuffleDataset - ComfyUI Built-in Node Documentation,"Complete documentation for the ShuffleDataset node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0620,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-1A71BA895FD1,built-in-nodes/ShuffleImageTextDataset.mdx,ShuffleImageTextDataset - ComfyUI Built-in Node Documentation,"Complete documentation for the ShuffleImageTextDataset node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0621,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-14804162F5C1,built-in-nodes/SkipLayerGuidanceDiT.mdx,SkipLayerGuidanceDiT - ComfyUI Built-in Node Documentation,"Complete documentation for the SkipLayerGuidanceDiT node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0622,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-4143B458524D,built-in-nodes/SkipLayerGuidanceDiTSimple.mdx,SkipLayerGuidanceDiTSimple - ComfyUI Built-in Node Documentation,"Complete documentation for the SkipLayerGuidanceDiTSimple node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0623,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-2499F8BE0F7A,built-in-nodes/SkipLayerGuidanceSD3.mdx,SkipLayerGuidanceSD3 - ComfyUI Built-in Node Documentation,"Complete documentation for the SkipLayerGuidanceSD3 node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0624,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-51CD30605D09,built-in-nodes/SolidMask.mdx,SolidMask - ComfyUI Built-in Node Documentation,"Complete documentation for the SolidMask node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0625,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-CDA9BD27E8F3,built-in-nodes/SoniloTextToMusic.mdx,SoniloTextToMusic - ComfyUI Built-in Node Documentation,"Complete documentation for the SoniloTextToMusic node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0626,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-151158BD096A,built-in-nodes/SoniloVideoToMusic.mdx,SoniloVideoToMusic - ComfyUI Built-in Node Documentation,"Complete documentation for the SoniloVideoToMusic node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0627,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-C1EA5BE9973C,built-in-nodes/SplatToFile3D.mdx,SplatToFile3D - ComfyUI Built-in Node Documentation,"Complete documentation for the SplatToFile3D node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0628,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-F2E79DF98BE3,built-in-nodes/SplatToMesh.mdx,SplatToMesh - ComfyUI Built-in Node Documentation,"Complete documentation for the SplatToMesh node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0629,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-4769829B4C77,built-in-nodes/SplitAudioChannels.mdx,SplitAudioChannels - ComfyUI Built-in Node Documentation,"Complete documentation for the SplitAudioChannels node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0630,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-153734AB325F,built-in-nodes/SplitImageToTileList.mdx,SplitImageToTileList - ComfyUI Built-in Node Documentation,"Complete documentation for the SplitImageToTileList node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0631,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-95849F865D63,built-in-nodes/SplitImageWithAlpha.mdx,SplitImageWithAlpha - ComfyUI Built-in Node Documentation,"Complete documentation for the SplitImageWithAlpha node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0632,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-048630038EA2,built-in-nodes/SplitSigmas.mdx,SplitSigmas - ComfyUI Built-in Node Documentation,"Complete documentation for the SplitSigmas node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0633,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-2A81E36D3B4D,built-in-nodes/SplitSigmasDenoise.mdx,SplitSigmasDenoise - ComfyUI Built-in Node Documentation,"Complete documentation for the SplitSigmasDenoise node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0634,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-1F6D334E51DD,built-in-nodes/StabilityAudioInpaint.mdx,StabilityAudioInpaint - ComfyUI Built-in Node Documentation,"Complete documentation for the StabilityAudioInpaint node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-F8AC0437A7B5,built-in-nodes/StabilityAudioToAudio.mdx,StabilityAudioToAudio - ComfyUI Built-in Node Documentation,"Complete documentation for the StabilityAudioToAudio node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-E7DBC7332E93,built-in-nodes/StabilityStableImageSD_3_5Node.mdx,StabilityStableImageSD_3_5Node - ComfyUI Built-in Node Documentation,"Complete documentation for the StabilityStableImageSD_3_5Node node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-5315F1BB6480,built-in-nodes/StabilityStableImageUltraNode.mdx,StabilityStableImageUltraNode - ComfyUI Built-in Node Documentation,"Complete documentation for the StabilityStableImageUltraNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-8A479655963D,built-in-nodes/StabilityTextToAudio.mdx,StabilityTextToAudio - ComfyUI Built-in Node Documentation,"Complete documentation for the StabilityTextToAudio node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B29FED65EC4D,built-in-nodes/StabilityUpscaleConservativeNode.mdx,StabilityUpscaleConservativeNode - ComfyUI Built-in Node Documentation,"Complete documentation for the StabilityUpscaleConservativeNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-3A73FFC2FED0,built-in-nodes/StabilityUpscaleCreativeNode.mdx,StabilityUpscaleCreativeNode - ComfyUI Built-in Node Documentation,"Complete documentation for the StabilityUpscaleCreativeNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-195CA9AE3626,built-in-nodes/StabilityUpscaleFastNode.mdx,StabilityUpscaleFastNode - ComfyUI Built-in Node Documentation,"Complete documentation for the StabilityUpscaleFastNode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,provider-unverified; documented-only,,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-E8D5F341B526,built-in-nodes/StableCascade_EmptyLatentImage.mdx,StableCascade_EmptyLatentImage - ComfyUI Built-in Node Documentation,"Complete documentation for the StableCascade_EmptyLatentImage node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0635,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-B58968B93E49,built-in-nodes/StableCascade_StageB_Conditioning.mdx,StableCascade_StageB_Conditioning - ComfyUI Built-in Node Documentation,"Complete documentation for the StableCascade_StageB_Conditioning node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0636,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-23DA6D6DBCC5,built-in-nodes/StableCascade_StageC_VAEEncode.mdx,StableCascade_StageC_VAEEncode - ComfyUI Built-in Node Documentation,"Complete documentation for the StableCascade_StageC_VAEEncode node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0637,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-14FDFBAF564B,built-in-nodes/StableCascade_SuperResolutionControlnet.mdx,StableCascade_SuperResolutionControlnet - ComfyUI Built-in Node Documentation,"Complete documentation for the StableCascade_SuperResolutionControlnet node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0638,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-293FF827B8CB,built-in-nodes/StableZero123_Conditioning.mdx,StableZero123_Conditioning - ComfyUI Built-in Node Documentation,"Complete documentation for the StableZero123_Conditioning node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0639,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-DDF545F22D12,built-in-nodes/StableZero123_Conditioning_Batched.mdx,StableZero123_Conditioning_Batched - ComfyUI Built-in Node Documentation,"Complete documentation for the StableZero123_Conditioning_Batched node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0640,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-50A7C3AA4B35,built-in-nodes/Stablezero123Conditioning.mdx,Stablezero123Conditioning - ComfyUI Built-in Node Documentation,"Complete documentation for the Stablezero123Conditioning node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-case-or-punctuation; executable-backend-registry,COMFY-NODE-0639,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-D081D87DFA36,built-in-nodes/Stablezero123ConditioningBatched.mdx,Stablezero123ConditioningBatched - ComfyUI Built-in Node Documentation,"Complete documentation for the Stablezero123ConditioningBatched node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-case-or-punctuation; executable-backend-registry,COMFY-NODE-0640,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-A12C5025E368,built-in-nodes/StringCompare.mdx,StringCompare - ComfyUI Built-in Node Documentation,"Complete documentation for the StringCompare node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0641,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-455BDAEF052F,built-in-nodes/StringConcatenate.mdx,StringConcatenate - ComfyUI Built-in Node Documentation,"Complete documentation for the StringConcatenate node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0642,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-374A4CDBD254,built-in-nodes/StringContains.mdx,StringContains - ComfyUI Built-in Node Documentation,"Complete documentation for the StringContains node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0643,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
COMFY-DOC-9F2DBA23845C,built-in-nodes/StringFormat.mdx,StringFormat - ComfyUI Built-in Node Documentation,"Complete documentation for the StringFormat node in ComfyUI. Learn its inputs, outputs, parameters and usage.",built-in node reference,built-in-nodes,active,documented-only,registered-node-id-exact; executable-backend-registry,COMFY-NODE-0644,Use as conformance-oracle prose only; implement the observable contract natively in Rust/GPUI or preserve an explicit uncertainty.
