feature_id,command_id,command_path,scope,name,kind,flags,annotation,value_type,nullable,value_arity,cardinality,repeatable,choices,constraints,boolean_forms,default,default_source,required,hidden,envvar,help,source_file,line,type_evidence,evidence_level,target_status,parity_decision
COMFY-CLI-PARAM-00CB074E4DD6,COMFY-CLI-CMD-1E8F7EFD4A1B,comfy node install,command,uv_compile,option,--uv-compile/--no-uv-compile,bool | None,boolean,true,0,0..1 flag occurrences,false,,{},--uv-compile | --no-uv-compile,,None,false,false,,"After installing, batch-resolve all dependencies via uv pip compile (requires ComfyUI-Manager v4.1+)",comfy_cli/command/custom_nodes/command.py,581,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-56363AE31510,COMFY-CLI-CMD-829CDE74EA89,comfy node install-deps,command,channel,option,--channel,str | None,string,true,1,0..1 values,false,,"{""autocompletion"": ""channel_completer""}",,,None,false,false,,Specify the operation mode,comfy_cli/command/custom_nodes/command.py,886,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-1DD8DFBC3C08,COMFY-CLI-CMD-829CDE74EA89,comfy node install-deps,command,deps,option,--deps,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Dependency spec file (.json),comfy_cli/command/custom_nodes/command.py,878,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-082274D4C5A1,COMFY-CLI-CMD-829CDE74EA89,comfy node install-deps,command,mode,option,--mode,str,string,false,1,0..1 values,false,,"{""autocompletion"": ""mode_completer""}",,,None,false,false,,[remote|local|cache],comfy_cli/command/custom_nodes/command.py,902,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-F38ADE2D2322,COMFY-CLI-CMD-829CDE74EA89,comfy node install-deps,command,uv_compile,option,--uv-compile/--no-uv-compile,bool | None,boolean,true,0,0..1 flag occurrences,false,,{},--uv-compile | --no-uv-compile,,None,false,false,,"After installing, batch-resolve all dependencies via uv pip compile (requires ComfyUI-Manager v4.1+)",comfy_cli/command/custom_nodes/command.py,894,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-B8C98503993C,COMFY-CLI-CMD-829CDE74EA89,comfy node install-deps,command,workflow,option,--workflow,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Workflow file (.json/.png),comfy_cli/command/custom_nodes/command.py,882,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-D730EAB622A4,COMFY-CLI-CMD-4B0038F4FE47,comfy node publish,command,changelog,option,--changelog,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,"Changelog text for this version, shown in the registry's Updates section (env var: COMFY_NODE_CHANGELOG).",comfy_cli/command/custom_nodes/command.py,1064,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-AF2C807760CD,COMFY-CLI-CMD-4B0038F4FE47,comfy node publish,command,changelog_file,option,--changelog-file,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Read the changelog for this version from a file; use '-' to read stdin. Mutually exclusive with --changelog.,comfy_cli/command/custom_nodes/command.py,1070,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-F8AC78121E16,COMFY-CLI-CMD-4B0038F4FE47,comfy node publish,command,token,option,--token,str | None,string,true,1,0..1 values,false,,"{""hide_input"": ""True""}",,,None,false,false,,Personal Access Token for publishing,comfy_cli/command/custom_nodes/command.py,1063,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-1A326CE35BAA,COMFY-CLI-CMD-1E1DD0BD64A1,comfy node registry-install,command,force_download,option,--force-download,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Force download the node even if it is already installed,comfy_cli/command/custom_nodes/command.py,1190,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-241276B5F75B,COMFY-CLI-CMD-E5342D9C6055,comfy node reinstall,command,channel,option,--channel,str | None,string,true,1,0..1 values,false,,"{""autocompletion"": ""channel_completer""}",,,None,false,false,,Specify the operation mode,comfy_cli/command/custom_nodes/command.py,641,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-68CF2FF40FBC,COMFY-CLI-CMD-E5342D9C6055,comfy node reinstall,command,fast_deps,option,--fast-deps,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Use new fast dependency installer,comfy_cli/command/custom_nodes/command.py,649,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-86E5A1C4A356,COMFY-CLI-CMD-E5342D9C6055,comfy node reinstall,command,mode,option,--mode,str,string,false,1,0..1 values,false,,"{""autocompletion"": ""mode_completer""}",,,None,false,false,,[remote|local|cache],comfy_cli/command/custom_nodes/command.py,665,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-FE0384D00337,COMFY-CLI-CMD-E5342D9C6055,comfy node reinstall,command,nodes,argument,,list[str],string,false,variadic,1..* values,true,,"{""autocompletion"": ""node_completer""}",,,<required>,true,false,,List of custom nodes to reinstall,comfy_cli/command/custom_nodes/command.py,640,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-E7F688A4AB15,COMFY-CLI-CMD-E5342D9C6055,comfy node reinstall,command,uv_compile,option,--uv-compile/--no-uv-compile,bool | None,boolean,true,0,0..1 flag occurrences,false,,{},--uv-compile | --no-uv-compile,,None,false,false,,"After reinstalling, batch-resolve all dependencies via uv pip compile (requires ComfyUI-Manager v4.1+)",comfy_cli/command/custom_nodes/command.py,657,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-716849A03A03,COMFY-CLI-CMD-826B17BE23DA,comfy node restore-dependencies,command,uv_compile,option,--uv-compile/--no-uv-compile,bool | None,boolean,true,0,0..1 flag occurrences,false,,{},--uv-compile | --no-uv-compile,,None,false,false,,"After restoring, batch-resolve all dependencies via uv pip compile (requires ComfyUI-Manager v4.1+)",comfy_cli/command/custom_nodes/command.py,248,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-470A55EC1035,COMFY-CLI-CMD-DEB91178B3DA,comfy node restore-snapshot,command,pip_local_url,option,--pip-local-url,bool | None,boolean,true,0,0..1 flag occurrences,false,,{},,,None,false,false,,Restore for pip packages specified by local paths.,comfy_cli/command/custom_nodes/command.py,216,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-C963B944F9FE,COMFY-CLI-CMD-DEB91178B3DA,comfy node restore-snapshot,command,pip_non_local_url,option,--pip-non-local-url,bool | None,boolean,true,0,0..1 flag occurrences,false,,{},,,None,false,false,,Restore for pip packages registered at web URLs.,comfy_cli/command/custom_nodes/command.py,211,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-B5B1CFFB3229,COMFY-CLI-CMD-DEB91178B3DA,comfy node restore-snapshot,command,pip_non_url,option,--pip-non-url,bool | None,boolean,true,0,0..1 flag occurrences,false,,{},,,None,false,false,,Restore for pip packages registered on PyPI.,comfy_cli/command/custom_nodes/command.py,206,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-943156EEC6D4,COMFY-CLI-CMD-DEB91178B3DA,comfy node restore-snapshot,command,uv_compile,option,--uv-compile/--no-uv-compile,bool | None,boolean,true,0,0..1 flag occurrences,false,,{},--uv-compile | --no-uv-compile,,None,false,false,,"After restoring, batch-resolve all dependencies via uv pip compile (requires ComfyUI-Manager v4.1+)",comfy_cli/command/custom_nodes/command.py,221,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-E5EBC99703D3,COMFY-CLI-CMD-CA2E089292F2,comfy node save-snapshot,command,output,option,--output,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Specify the output file path. (.json/.yaml),comfy_cli/command/custom_nodes/command.py,190,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-3E62F7791AB9,COMFY-CLI-CMD-8C45BB075D8F,comfy node show,command,arg,argument,,ShowTarget,enum,false,1,1 value,false,installed | enabled | not-installed | disabled | all | snapshot | snapshot-list,{},,,<required>,true,false,,Target to display,comfy_cli/command/custom_nodes/command.py,505,static source annotation; Enum values from projects/comfy/comfy-cli/comfy_cli/command/custom_nodes/command.py:44,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-43C6A6C32EC7,COMFY-CLI-CMD-8C45BB075D8F,comfy node show,command,channel,option,--channel,str | None,string,true,1,0..1 values,false,,"{""autocompletion"": ""channel_completer""}",,,None,false,false,,Specify the operation mode,comfy_cli/command/custom_nodes/command.py,508,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-93DEAA5E0E9A,COMFY-CLI-CMD-8C45BB075D8F,comfy node show,command,mode,option,--mode,str,string,false,1,0..1 values,false,,"{""autocompletion"": ""mode_completer""}",,,None,false,false,,[remote|local|cache],comfy_cli/command/custom_nodes/command.py,516,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-20BE812CE284,COMFY-CLI-CMD-6F5651891285,comfy node simple-show,command,arg,argument,,ShowTarget,enum,false,1,1 value,false,installed | enabled | not-installed | disabled | all | snapshot | snapshot-list,{},,,<required>,true,false,,Target to display,comfy_cli/command/custom_nodes/command.py,530,static source annotation; Enum values from projects/comfy/comfy-cli/comfy_cli/command/custom_nodes/command.py:44,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-229768DF402F,COMFY-CLI-CMD-6F5651891285,comfy node simple-show,command,channel,option,--channel,str | None,string,true,1,0..1 values,false,,"{""autocompletion"": ""channel_completer""}",,,None,false,false,,Specify the operation mode,comfy_cli/command/custom_nodes/command.py,533,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-59163B529919,COMFY-CLI-CMD-6F5651891285,comfy node simple-show,command,mode,option,--mode,str,string,false,1,0..1 values,false,,"{""autocompletion"": ""mode_completer""}",,,None,false,false,,[remote|local|cache],comfy_cli/command/custom_nodes/command.py,541,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-5FCB5D22CBE1,COMFY-CLI-CMD-5E41AD63784F,comfy node uninstall,command,channel,option,--channel,str | None,string,true,1,0..1 values,false,,"{""autocompletion"": ""channel_completer""}",,,None,false,false,,Specify the operation mode,comfy_cli/command/custom_nodes/command.py,702,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-8D6D9EC5E72E,COMFY-CLI-CMD-5E41AD63784F,comfy node uninstall,command,mode,option,--mode,str,string,false,1,0..1 values,false,,"{""autocompletion"": ""mode_completer""}",,,None,false,false,,[remote|local|cache],comfy_cli/command/custom_nodes/command.py,710,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-DA15AD8E640F,COMFY-CLI-CMD-5E41AD63784F,comfy node uninstall,command,nodes,argument,,list[str],string,false,variadic,1..* values,true,,"{""autocompletion"": ""node_completer""}",,,<required>,true,false,,List of custom nodes to uninstall,comfy_cli/command/custom_nodes/command.py,701,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-DF69746C6969,COMFY-CLI-CMD-6E8D7F43A65F,comfy node update,command,channel,option,--channel,str | None,string,true,1,0..1 values,false,,"{""autocompletion"": ""channel_completer""}",,,None,false,false,,Specify the operation mode,comfy_cli/command/custom_nodes/command.py,754,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-10154D760B22,COMFY-CLI-CMD-6E8D7F43A65F,comfy node update,command,mode,option,--mode,str,string,false,1,0..1 values,false,,"{""autocompletion"": ""mode_completer""}",,,None,false,false,,[remote|local|cache],comfy_cli/command/custom_nodes/command.py,770,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-5042807DD4FA,COMFY-CLI-CMD-6E8D7F43A65F,comfy node update,command,nodes,argument,,list[str],string,false,variadic,1..* values,true,,"{""autocompletion"": ""node_or_all_completer""}",,,<required>,true,false,,[all|List of custom nodes to update],comfy_cli/command/custom_nodes/command.py,749,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-A6561224B1B1,COMFY-CLI-CMD-6E8D7F43A65F,comfy node update,command,uv_compile,option,--uv-compile/--no-uv-compile,bool | None,boolean,true,0,0..1 flag occurrences,false,,{},--uv-compile | --no-uv-compile,,None,false,false,,"After updating, batch-resolve all dependencies via uv pip compile (requires ComfyUI-Manager v4.1+)",comfy_cli/command/custom_nodes/command.py,762,static source annotation,code-inferred,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.
COMFY-CLI-PARAM-0EA4868B2C11,COMFY-CLI-CMD-68524CB91542,comfy nodes categories,command,host,option,--host,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/nodes.py,797,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-27E9B6E5E810,COMFY-CLI-CMD-68524CB91542,comfy nodes categories,command,input_path,option,--input,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/nodes.py,796,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-AE3EF93F6DC9,COMFY-CLI-CMD-68524CB91542,comfy nodes categories,command,limit,option,--limit,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,Cap output to N rows.,comfy_cli/command/nodes.py,795,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-5C0A6C469EFF,COMFY-CLI-CMD-68524CB91542,comfy nodes categories,command,port,option,--port,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/nodes.py,798,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-89D6CB3F0E85,COMFY-CLI-CMD-68524CB91542,comfy nodes categories,command,prefix,option,--prefix,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Only categories starting with this path.,comfy_cli/command/nodes.py,791,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-A8C8FBAFA324,COMFY-CLI-CMD-68524CB91542,comfy nodes categories,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,'cloud' to query Comfy Cloud's catalog; default is local.,comfy_cli/command/nodes.py,799,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-375518C09D77,COMFY-CLI-CMD-61082A1E880E,comfy nodes downstream,command,host,option,--host,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/nodes.py,576,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-F40A771E3757,COMFY-CLI-CMD-61082A1E880E,comfy nodes downstream,command,input_path,option,--input,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/nodes.py,575,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-9633678EC35D,COMFY-CLI-CMD-61082A1E880E,comfy nodes downstream,command,limit,option,--limit,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,Cap output to N rows.,comfy_cli/command/nodes.py,574,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-964598F2674C,COMFY-CLI-CMD-61082A1E880E,comfy nodes downstream,command,name,argument,,str,string,false,1,1 value,false,,{},,,<required>,true,false,,"Node class name, e.g. 'CheckpointLoaderSimple'.",comfy_cli/command/nodes.py,573,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-3EC846820268,COMFY-CLI-CMD-61082A1E880E,comfy nodes downstream,command,port,option,--port,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/nodes.py,577,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-7E3E817914F8,COMFY-CLI-CMD-61082A1E880E,comfy nodes downstream,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,'cloud' to query Comfy Cloud's catalog; default is local.,comfy_cli/command/nodes.py,578,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-0C94A7B05485,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,accepts,option,--accepts,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Only nodes with at least one input of this type.,comfy_cli/command/nodes.py,131,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-01A379E8F076,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,api_only,option,--api-only,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Only partner API nodes.,comfy_cli/command/nodes.py,151,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-EFB9F5B48FA6,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,category,option,--category,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,"Glob match on category path (e.g. 'loaders*', 'sampling/*').",comfy_cli/command/nodes.py,135,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-03BBACD3E36A,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,cloud_disabled,option,--cloud-disabled/--cloud-enabled,bool,boolean,false,0,0..1 flag occurrences,false,,{},--cloud-disabled | --cloud-enabled,false,False,false,false,,Filter by cloud availability.,comfy_cli/command/nodes.py,147,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-7D8163981E78,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,exclude_deprecated,option,--exclude-deprecated,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Exclude deprecated nodes.,comfy_cli/command/nodes.py,159,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-E72548B234B0,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,host,option,--host,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,ComfyUI host (default 127.0.0.1).,comfy_cli/command/nodes.py,171,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-4B836519E9A6,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,input_path,option,--input,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Path to a local object_info JSON (offline mode).,comfy_cli/command/nodes.py,167,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-DB059A4E1422,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,label,option,--label,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,"Filter by behavioral label (e.g. 'WritesToDisk', 'NetworkAccess').",comfy_cli/command/nodes.py,143,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-1243DB9F1A73,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,limit,option,--limit,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,Cap output to N rows.,comfy_cli/command/nodes.py,163,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-9CBCD513947F,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,output_only,option,--output-only,bool,boolean,false,0,0..1 flag occurrences,false,,{},,false,False,false,false,,Only terminal output nodes.,comfy_cli/command/nodes.py,155,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-894C7CED91BB,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,pack,option,--pack,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,"Filter by custom-node pack name (e.g. 'core', 'comfyui-impact-pack').",comfy_cli/command/nodes.py,139,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-3108CD6DA22D,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,port,option,--port,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,ComfyUI port (default 8188).,comfy_cli/command/nodes.py,175,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-6A8B62BB264C,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,produces,option,--produces,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,"Only nodes whose outputs include this type (e.g. MODEL, IMAGE).",comfy_cli/command/nodes.py,127,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-86BFBEAE5BAF,COMFY-CLI-CMD-79FEB8E7B040,comfy nodes ls,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,'cloud' to query Comfy Cloud's catalog; default is local.,comfy_cli/command/nodes.py,179,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-C2ED7DBA87FD,COMFY-CLI-CMD-FDE462C15022,comfy nodes path,command,exact,option,--exact/--loose,bool,boolean,false,0,0..1 flag occurrences,false,,{},--exact | --loose,true,True,false,false,,Exact: every step's required link inputs must be satisfiable from the path so far. Loose: any routed sequence.,comfy_cli/command/nodes.py,635,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-E987F5718843,COMFY-CLI-CMD-FDE462C15022,comfy nodes path,command,from_type,argument,,str,string,false,1,1 value,false,,"{""metavar"": ""'FROM'""}",,,<required>,true,false,,"Starting type, e.g. MODEL.",comfy_cli/command/nodes.py,631,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-D52754874AAE,COMFY-CLI-CMD-FDE462C15022,comfy nodes path,command,host,option,--host,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/nodes.py,643,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-4A8471582A4C,COMFY-CLI-CMD-FDE462C15022,comfy nodes path,command,input_path,option,--input,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/nodes.py,642,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-5B9EDA99D565,COMFY-CLI-CMD-FDE462C15022,comfy nodes path,command,max_depth,option,--max-depth,int,integer,false,1,0..1 values,false,,{},,6,6,false,false,,Maximum path length.,comfy_cli/command/nodes.py,633,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-4850B3D5F44E,COMFY-CLI-CMD-FDE462C15022,comfy nodes path,command,max_paths,option,--max-paths,int,integer,false,1,0..1 values,false,,{},,10,10,false,false,,Maximum number of paths to return.,comfy_cli/command/nodes.py,634,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-F3C117B2DAD4,COMFY-CLI-CMD-FDE462C15022,comfy nodes path,command,port,option,--port,int | None,integer,true,1,0..1 values,false,,{},,,None,false,false,,,comfy_cli/command/nodes.py,644,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-F132E81BFEFB,COMFY-CLI-CMD-FDE462C15022,comfy nodes path,command,to_type,argument,,str,string,false,1,1 value,false,,"{""metavar"": ""'TO'""}",,,<required>,true,false,,"Target type, e.g. IMAGE.",comfy_cli/command/nodes.py,632,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-4A8AD6F4F600,COMFY-CLI-CMD-FDE462C15022,comfy nodes path,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,'cloud' to query Comfy Cloud's catalog; default is local.,comfy_cli/command/nodes.py,645,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-5A3DA5B12CD6,COMFY-CLI-CMD-F3D36B5113AA,comfy nodes refresh,command,where,option,--where,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Override the resolved routing mode.,comfy_cli/command/nodes.py,864,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-14332250CB0A,COMFY-CLI-CMD-77C5CD9DED55,comfy nodes search,command,host,option,--host,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,ComfyUI host (default 127.0.0.1).,comfy_cli/command/nodes.py,406,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
COMFY-CLI-PARAM-F1EA70DBC1D6,COMFY-CLI-CMD-77C5CD9DED55,comfy nodes search,command,input_path,option,--input,str | None,string,true,1,0..1 values,false,,{},,,None,false,false,,Path to a local object_info JSON (offline mode).,comfy_cli/command/nodes.py,402,static source annotation,code-inferred,missing,Implement natively in Rust/GPUI or expose through Zed's native compatibility service.
