feature_id,product,domain,component_surface,parent_feature_ids,classification,availability,evidence_level,confidence,source_file,source_symbol,props,emits,handlers,test_evidence,actor,trigger,preconditions,inputs_defaults,observable_success,interaction_accessibility,state_concurrency,failure_recovery,persistence_serialization,interfaces_side_effects,disposition_reason,zed_status,zed_evidence,parity_gap,observable_zed_acceptance,automated_validation,manual_validation,open_questions
COMFY-DESKTOP-RENDERER-9FF99F7CBB57,Comfy-Desktop,desktop-renderer-surface,Inline Comfy launch-argument field with schema-backed suggestions,COMFY-DESKTOP-030;COMFY-DESKTOP-149,functional,active,test-backed,high,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ArgsBuilderField.vue,Vue SFC ArgsBuilderField; <script setup> starts L1; <template> starts L65.,L14 exact type body: field: DetailField installationId?: string. Defaults: none declared here; optional props are undefined.,"L21 exact emit type body: open: [] update: [field: DetailField, value: string].",loadSchema@L36; handleEdit@L52; handleInput@L56; handleChange@L60; watch@L30; watch@L50; onMounted@L49,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ArgsBuilderField.test.ts,A user editing ComfyUI launch arguments from a settings section.,"The installation changes, the field gains input/change, or the configure button is activated.",DetailField and optional installationId are supplied; getComfyArgs returns the recognized Comfy argument schema.,Local text mirrors the field unless actively changed; absent installation id/schema leaves suggestions empty without blocking raw editing.,"Schema loading enables inline autocomplete/validation, input updates local text, change emits the exact field/value, and configure emits open.",The text input and configure button have labels; ArgsRawInput owns suggestion-list keyboard semantics.,"Installation changes launch async schema load; source catches load failure and clears schema, so a late-result ordering check remains required.",Schema lookup failure preserves raw argument editing; field changes are not persisted until the owner accepts the update emit.,The owner persists the emitted argument string; schema and local edit state are transient.,"window.api.getComfyArgs and Vue open/update(field,value) emits.",Schema-unavailable fallback and exact raw-value preservation are argument compatibility contracts.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Inline Comfy launch-argument field with schema-backed suggestions contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Schema loading enables inline autocomplete/validation, input updates local text, change emits the exact field/value, and configure emits open. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-9FF99F7CBB57; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Inline Comfy launch-argument field with schema-backed suggestions side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-A878BB29BC52,Comfy-Desktop,desktop-renderer-surface,"Raw Comfy argument input, token validation, and keyboard autocomplete",COMFY-DESKTOP-030;COMFY-DESKTOP-181,functional,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ArgsRawInput.vue,Vue SFC ArgsRawInput; <script setup> starts L1; <template> starts L89.,"L18 exact type body: modelValue: string schema: ComfyArgDef[] placeholder?: string ariaLabel?: string. Defaults: placeholder: '', ariaLabel: undefined,",L30 exact emit type body: 'update:modelValue': [value: string] change: [value: string].,handleInput@L69; handleChange@L74; onFocus@L78; onBlur@L81; onKeydown@L84; watch@L38,No focused existing test directly mounts this component; source contract is code-inferred.,A keyboard or pointer user editing a raw ComfyUI argument string.,"The user focuses/types/navigates suggestions/accepts a match/blurs, or modelValue/schema changes.","modelValue, optional schema, label, disabled, and validation context feed useArgsAutocomplete.",Local value tracks external modelValue outside active edits; boolean suggestions omit value metadata.,"Typing emits update:modelValue, committed change emits change, and autocomplete inserts the selected argument while validation lists awaiting, unsupported, missing-value, and orphaned tokens.",The suggestion popup uses role=listbox/option and aria-selected; keyboard handling delegates Arrow/Enter/Escape/Tab semantics to useArgsAutocomplete; validation uses role=status.,Focus gates popup visibility and local/external synchronization; selection and validation derive from the latest schema/value.,Absent schema leaves raw editing available; invalid tokens remain visible and round-trippable rather than being discarded; disabled input cannot change.,No direct persistence; owner persists emitted raw string.,useArgsAutocomplete and Vue update:modelValue/change emits.,Lossless invalid-token editing and keyboard suggestion behavior affect CLI compatibility.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Raw Comfy argument input, token validation, and keyboard autocomplete contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Typing emits update:modelValue, committed change emits change, and autocomplete inserts the selected argument while validation lists awaiting, unsupported, missing-value, and orphaned tokens. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-A878BB29BC52; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Raw Comfy argument input, token validation, and keyboard autocomplete side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-2110E7FDB878,Comfy-Desktop,desktop-renderer-surface,Optimistic boolean settings switch,COMFY-DESKTOP-149;COMFY-DESKTOP-181,functional,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/BooleanToggle.vue,Vue SFC BooleanToggle; <script setup> starts L1; <template> starts L36.,L10 exact type body: field: DetailField. Defaults: none declared here; optional props are undefined.,L16 exact emit type body: update: [value: boolean].,handleClick@L29; watch@L22,No focused existing test directly mounts this component; source contract is code-inferred.,A settings user toggling a boolean field.,The switch is clicked or its field value changes from the owner.,A DetailField provides label and value; true is on and every other value is off.,visualOn initially reflects field.value and resynchronizes when the owner changes the value.,Activation flips visualOn immediately and emits the new boolean exactly once.,"Native button with role=switch, aria-checked, and field label supports keyboard activation and exposes state without color alone.",Optimistic local state is reconciled by a watcher when persistence success/failure updates the prop.,"A rejected write must return the owner prop to the prior value, causing the visual state to revert; no error is swallowed locally.",No direct write; owner persists the emitted boolean.,Vue update(boolean) emit.,Optimistic toggle and owner-driven rollback are independently testable settings behavior.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Optimistic boolean settings switch contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Activation flips visualOn immediately and emits the new boolean exactly once. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-2110E7FDB878; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Optimistic boolean settings switch side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-018409E4A585,Comfy-Desktop,desktop-renderer-surface,ComfyUI release-channel preview and action surface,COMFY-DESKTOP-015;COMFY-DESKTOP-109;COMFY-DESKTOP-115;COMFY-DESKTOP-116;COMFY-DESKTOP-117;COMFY-DESKTOP-119;COMFY-DESKTOP-149;COMFY-DESKTOP-185,functional,conditional,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ChannelPicker.vue,Vue SFC ChannelPicker; <script setup> starts L1; <template> starts L323.,"L11 exact type body: field: DetailField sectionActions?: ActionDef[] /** Inline-action busy set driving the per-button spinner + disabled state. */ runningActionIds?: Set<string>. Defaults: sectionActions: () => [], runningActionIds: () => new Set<string>()",L28 exact emit type body: action: [action: ActionDef].,isActionRunning@L24; clearEnrichingTimer@L89; formatVersionLabel@L119; normalizeVersion@L126; optionLabel@L304; watch@L38; watch@L96; onBeforeUnmount@L113,No focused existing test directly mounts this component; source contract is code-inferred.,A user choosing and applying a ComfyUI update channel.,"The draft selection, preview/enrichment data, current version, update actions, or running-action set changes.",DetailField options plus preview/actions/current status and optional running ids are supplied; source defaults optional action state safely.,Draft starts at the current field value; a distinct draft shows switch guidance; enrichment timeout reveals fallback guidance instead of an endless spinner.,"The surface compares current/target versions, reports channel/update status, renders option descriptions/statistics, and emits exact selected field updates or enabled actions.",Select control is labeled; busy/enrichment state uses role=status/aria-live; native action buttons expose disabled and spinner state.,"Draft, preview, enrichment timeout, and action-running state are independent; external field changes resynchronize the draft.","Disabled/running actions cannot fire, missing preview remains an explicit pending/empty state, and enrichment exceptions/timeouts do not invent a version match.",Channel choice/action effects persist through the owner; preview/timer state is transient.,Vue update-field/action emits and host-supplied release metadata/actions.,"Version comparison, preview latency, action gating, and rollback are channel compatibility behavior.",missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the ComfyUI release-channel preview and action surface contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: The surface compares current/target versions, reports channel/update status, renders option descriptions/statistics, and emits exact selected field updates or enabled actions. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-018409E4A585; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise ComfyUI release-channel preview and action surface side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-A1C557B68D67,Comfy-Desktop,desktop-renderer-surface,Environment-variable row editor with secret masking and duplicate validation,COMFY-DESKTOP-031;COMFY-DESKTOP-073;COMFY-DESKTOP-149;COMFY-DESKTOP-181,functional,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/EnvVarsField.vue,Vue SFC EnvVarsField; <script setup> starts L1; <template> starts L130.,L19 exact type body: field: DetailField. Defaults: none declared here; optional props are undefined.,"L25 exact emit type body: update: [field: DetailField, value: Record<string, string>].",looksSensitive@L10; setRowRef@L40; isRevealed@L44; toggleReveal@L48; isMasked@L55; isDuplicate@L88; emitUpdate@L93; addRow@L102; removeRow@L110; onKeyChange@L115; onValueChange@L122; watch@L62,No focused existing test directly mounts this component; source contract is code-inferred.,"A settings user adding, editing, revealing, or removing launch environment variables.","The field value changes or the user edits rows, adds/removes a row, or toggles a sensitive value reveal.","DetailField value is normalized into key/value rows; sensitivity is inferred from token, secret, key, password, credential, auth, cookie, and private patterns.",New rows are empty and receive focus; sensitive nonempty values are masked until individually revealed.,"Nonblank unique rows emit a normalized object, duplicate keys render role=alert and block silent ambiguity, and removing/editing updates the owner payload.",Inputs have localized labels and duplicate aria-invalid; reveal buttons expose aria-pressed and reveal/hide labels; remove/add are labeled buttons.,Row refs focus the added row after nextTick; reveal state and local rows reconcile when the owner field changes.,"Duplicate keys remain visibly invalid, blank rows are not serialized as variables, and rejected persistence must restore owner state without leaking masked values.",Owner persists the emitted environment map; reveal state is never persisted and must not enter logs/telemetry.,"Vue update(field,object) emit; no direct process mutation.","Secret masking, duplicate handling, and serialization boundaries are independently testable security behavior.",missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Environment-variable row editor with secret masking and duplicate validation contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Nonblank unique rows emit a normalized object, duplicate keys render role=alert and block silent ambiguity, and removing/editing updates the owner payload. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-A1C557B68D67; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Environment-variable row editor with secret masking and duplicate validation side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-96D5F90D2BA7,Comfy-Desktop,desktop-renderer-surface,Read-only extra_model_paths inspection modal,COMFY-DESKTOP-032;COMFY-DESKTOP-149;COMFY-DESKTOP-186;COMFY-DESKTOP-187,functional,conditional,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/ExtraModelPathsModal.vue,Vue SFC ExtraModelPathsModal; <script setup> starts L1; <template> starts L49.,L26 exact type body: open: boolean /** Every section in the install's `extra_model_paths.yaml`. */ sections: ExtraModelPathSection[] /** Absolute path of the install's `extra_model_paths.yaml`. */ yamlPath: string. Defaults: none declared here; optional props are undefined.,"L36 exact emit type body: close: [] /** Open a folder (base_path or a per-type dir) in the OS file manager. */ 'open-path': [path: string] /** Reveal a file (the .yaml) in the OS file manager, highlighting it. */ 'reveal-path': [path: string] /** Re-fetch on-disk status (the main process resolves existence per fetch). */ refresh: [].",No locally declared named handler; template events delegate directly to typed emits or composable bindings.,No focused existing test directly mounts this component; source contract is code-inferred.,A user inspecting custom model search-path YAML resolution.,"The modal opens, the user refreshes, opens a resolved base/directory, reveals YAML, or closes.","open, yamlPath, and parsed section/path status data are supplied by the owner.",Missing YAML disables reveal; default sections and path status retain their source tags/details.,The modal lists each section/base/path and emits exact refresh/open-path/reveal-path/close actions without editing the YAML.,BaseModal supplies dialog/focus semantics; all path actions are labeled buttons and disabled reveal is explicit.,Snapshot data is owner-controlled; refresh may replace the list while the modal remains open.,Missing/unreadable YAML remains inspectable as an empty/error owner state; disabled reveal cannot invoke a filesystem action.,Read-only surface; no direct persistence or YAML rewrite.,Vue close/refresh/open-path/reveal-path emits and BaseModal.,Resolved-path inspection and no-edit boundary are extension/model-path compatibility behavior.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Read-only extra_model_paths inspection modal contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: The modal lists each section/base/path and emits exact refresh/open-path/reveal-path/close actions without editing the YAML. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-96D5F90D2BA7; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Read-only extra_model_paths inspection modal side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-58AFBA10D2B6,Comfy-Desktop,desktop-renderer-surface,Settings action menu with roving keyboard focus,COMFY-DESKTOP-149;COMFY-DESKTOP-178;COMFY-DESKTOP-181,functional,active,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/MoreMenu.vue,Vue SFC MoreMenu; <script setup> starts L1; <template> starts L97.,L18 exact type body: open: boolean actions: MenuAction[] /** Optional section title shown above a divider (caret variant). */ heading?: string. Defaults: none declared here; optional props are undefined.,L27 exact emit type body: close: [] pick: [action: MenuAction].,handlePick@L46; handleKeydown@L52; handleDocumentClick@L73; watch@L36; onMounted@L82; onUnmounted@L86,No focused existing test directly mounts this component; source contract is code-inferred.,A settings user choosing an overflow or split-button action.,"open becomes true, then the user presses arrows/Home/End/Escape/Enter/Space, clicks an item, or clicks outside.","open, ordered ActionDef actions, optional heading, and anchor are supplied by the owner.",focusedIndex resets to the first enabled item when opened; icon-column layout appears if any action has an icon.,Enabled activation emits pick(action) then close; disabled actions remain visible but cannot activate; outside/Escape emits close.,"role=menu/menuitem, vertical orientation, roving tabindex, wraparound arrows, Home/End, Enter/Space, Escape, initial focus, and disabled semantics are declared.",Only the current open instance owns document click/keydown listeners; nextTick focuses the chosen initial item and unmount removes listeners.,No actions or closed state renders nothing; all-disabled input retains a non-invokable visible menu and closes safely.,No persistence; picked action owns any effect.,Document click/keydown listeners and Vue pick(action)/close emits.,This component is the exact keyboard/focus contract for settings overflow menus.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Settings action menu with roving keyboard focus contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Enabled activation emits pick(action) then close; disabled actions remain visible but cannot activate; outside/Escape emits close. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-58AFBA10D2B6; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Settings action menu with roving keyboard focus side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-A4115871315B,Comfy-Desktop,desktop-renderer-surface,Editable or browse-only path settings field,COMFY-DESKTOP-032;COMFY-DESKTOP-033;COMFY-DESKTOP-149;COMFY-DESKTOP-186;COMFY-DESKTOP-187,functional,active,test-backed,high,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/PathField.vue,Vue SFC PathField; <script setup> starts L1; <template> starts L45.,L15 exact type body: field: DetailField. Defaults: none declared here; optional props are undefined.,"L21 exact emit type body: update: [field: DetailField, value: string].",handleBrowse@L30; handleChange@L35; handleOpen@L40,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/PathField.test.ts,"A user editing, browsing, or opening a configured directory.","The text commits, Browse returns a directory, or the open-path affordance is activated.",DetailField supplies value/label/browseOnly; null values normalize to an empty string.,browseOnly suppresses free text; chooser cancellation or choosing the existing value produces no update.,"Browse starts at the current path, accepted choice emits update(field,path), text change emits update, and open reveals a nonempty current path.",Text input and browse control use the field/localized labels; browse-only path uses the shared open-path presentation.,The field is a projection of owner value; async chooser completion must be reconciled by the owner if the installation changes mid-dialog.,Cancelled chooser and empty open are no-ops; bridge rejection remains a visible settings/filesystem error through the owner.,No direct persistence; owner stores emitted value.,"window.api.browseFolder/openPath and Vue update(field,value) emit.","Chooser default, browse-only behavior, cancellation, and exact path propagation are independently testable.",missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Editable or browse-only path settings field contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Browse starts at the current path, accepted choice emits update(field,path), text change emits update, and open reveals a nonempty current path. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-A4115871315B; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Editable or browse-only path settings field side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-0EF8EEACF161,Comfy-Desktop,desktop-renderer-surface,"Schema-driven settings sections, typed fields, actions, restart tags, and errors",COMFY-DESKTOP-030;COMFY-DESKTOP-031;COMFY-DESKTOP-032;COMFY-DESKTOP-033;COMFY-DESKTOP-149;COMFY-DESKTOP-181;COMFY-DESKTOP-185,functional,active,test-backed,high,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SettingsSectionList.vue,Vue SFC SettingsSectionList; <script setup> starts L1; <template> starts L144.,"L23 exact type body: sections: DetailSection[] /** Status-tab styling: hairline dividers + label-over-value, no input chrome. */ readonly?: boolean /** Installation context for install-scoped IPCs (e.g. ArgsBuilderField's `getComfyArgs(id)`). */ installationId?: string /** Inline-action busy set driving per-button spinner/disabled state. */ runningActionIds?: Set<string> /** Field ids edited while running that need a restart; renders a tag next to the label. */ pendingRestartFieldIds?: Set<string> /** Per-field error messages from failed `updateInstallation` IPCs; renders a red inline pill. */ fieldErrorMessages?: Map<string, string>. Defaults: readonly: false, installationId: undefined, runningActionIds: () => new Set<string>(), pendingRestartFieldIds: () => new Set<string>(), fieldErrorMessages: () => new Map<string, string>()","L61 exact emit type body: 'update-field': [field: DetailField, value: unknown] 'run-action': [action: ActionDef] 'open-args-page': [field: DetailField] /** Open a filesystem path in the OS file manager; the host wires the IPC * (`window.api.openPath` in the panel, the bridge in the title popup). */ 'open-path': [path: string].",isActionRunning@L47; needsRestartTag@L52; fieldErrorMessage@L57; asString@L72; isCollapsible@L91; isCollapsed@L95; toggleCollapsed@L99; isNestedField@L110; hasChannelPicker@L114; isPathLikeValue@L118; canOpenFilesystemPath@L129; readonlyDisplayValue@L135; fieldOwnsLabel@L139; watch@L79,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SettingsSectionList.test.ts,A user reading or editing a host-provided settings section registry.,"Sections/fields/actions change or the user collapses, edits, opens a path/args page, or runs an action.","DetailSection records, readonly state, optional running ids, pending-restart ids, and field-error map drive rendering.","Collapsed sections preserve title identity across updates; editType dispatch selects env-vars, boolean, path, select, args-builder, channel-cards, text, number, or readonly rendering.",Every visible field/action emits its exact typed field/value/action; restart/error/description/disabled-message states render next to the affected control; numeric empty commits null.,"Collapsible headings are buttons with aria-expanded; fields/actions are labeled; errors use role=alert, restart uses role=status, security descriptions role=note, and disabled-with-message remains explainable without execution.",Local collapsed-title set is reconciled with incoming sections; running ids prevent duplicate action invocation and owner updates remain authoritative.,Invalid/failed fields retain error text and prior effective value; readonly mode cannot emit edits; disabled actions cannot run unless the source intentionally leaves them clickable only to explain disabledMessage.,No direct persistence; update-field/run-action requests go to the owner and pending-restart/error state is supplied back.,Vue update-field/run-action/open-path/open-args-page emits and specialized field components.,This is the concrete renderer mapping from the Desktop settings schema to observable controls and errors.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Schema-driven settings sections, typed fields, actions, restart tags, and errors contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: Every visible field/action emits its exact typed field/value/action; restart/error/description/disabled-message states render next to the affected control; numeric empty commits null. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-0EF8EEACF161; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Schema-driven settings sections, typed fields, actions, restart tags, and errors side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
COMFY-DESKTOP-RENDERER-97672F2EBEE1,Comfy-Desktop,desktop-renderer-surface,Snapshot history row with change pills and expansion control,COMFY-DESKTOP-123;COMFY-DESKTOP-124;COMFY-DESKTOP-149;COMFY-DESKTOP-181,functional,conditional,code-inferred,medium,projects/comfy/Comfy-Desktop/src/renderer/src/views/comfyUISettings/SnapshotRow.vue,Vue SFC SnapshotRow; <script setup> starts L1; <template> starts L95.,"L17 exact type body: snapshot: SnapshotSummary expanded: boolean /** First (newest) snapshot carries a ""Latest"" badge. */ isLatest?: boolean /** Previous snapshot's ComfyUI version; when this snapshot changed it, the title pill shows `prev → this`. */ previousComfyuiVersion?: string toggleTestId?: string. Defaults: isLatest: false, previousComfyuiVersion: undefined, toggleTestId: undefined,",L33 exact emit type body: toggle: [].,No locally declared named handler; template events delegate directly to typed emits or composable bindings.,No focused existing test directly mounts this component; source contract is code-inferred.,A user browsing instance snapshot history.,The user activates the row toggle or summary/expanded/latest metadata changes.,"SnapshotSummary is required; expanded, latest, and context labels default through props.",Trigger/date/version/change deltas and manual labels derive from the snapshot; zero deltas omit their pill.,"The row emits toggle once, exposes exact added/removed/changed node/package counts, and distinguishes latest/current/manual/ComfyUI changes.",The toggle is a native button with aria-expanded; text and signs convey deltas independently of color.,Stateless projection; expansion is owner-controlled through the expanded prop.,Absent deltas do not show misleading zero pills; missing optional labels use snapshot formatting fallbacks.,No direct persistence; history and expanded selection are owner state.,Vue toggle emit and snapshot formatting helpers.,Row-level delta and expansion semantics are independently testable snapshot behavior.,missing,No Comfy-specific Desktop renderer surface exists in the inspected Zed target.,"No Comfy-specific Zed implementation exists for this contract.; Source-specific gap detail: Zed has no GPUI surface that reproduces the Snapshot history row with change pills and expansion control contract, including its state, error, focus, and service-boundary behavior.","With deterministic props/service fixtures, the Zed GPUI surface shall reproduce this observable contract: The row emits toggle once, exposes exact added/removed/changed node/package counts, and distinguishes latest/current/manual/ComfyUI changes. It shall also preserve the documented failure/recovery and provide a keyboard-accessible path for every action.","Add a deterministic GPUI interaction test parameterized by COMFY-DESKTOP-RENDERER-97672F2EBEE1; assert success, empty/loading/error/cancel/retry states that apply, focus/keyboard behavior, emitted service requests, and no forbidden side effects.","Exercise Snapshot history row with change pills and expansion control side by side in Comfy-Desktop and Zed; compare localized text/state, pointer and keyboard actions, focus, cancellation, retry, destructive confirmation, and visible errors.","Electron renderer was not launched because dependencies are absent; native focus, screen-reader announcement, packaged bridge timing, and platform window-manager behavior remain runtime-unverified."
