feature_id,path,top_level,hidden,classification,availability,evidence_level,confidence,help,source_file,symbol,line,registration,tests,target_status,parity_decision,notes
COMFY-CLI-CMD-8A8931F13B18,comfy skill install,skill,true,reachable CLI leaf,developer-only,code-inferred,high,"Write the comfy skills into Claude Code, Cursor, and AGENTS.md.",comfy_cli/skills/command.py,install_cmd,123,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py | tests/comfy_cli/test_install_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-D0B3E588E8D5,comfy skill list,skill,true,reachable CLI leaf,developer-only,code-inferred,high,,comfy_cli/skills/command.py,list_cmd,275,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-F481919C8317,comfy skill show,skill,true,reachable CLI leaf,developer-only,code-inferred,high,Print a bundled SKILL.md to stdout (default: comfy).,comfy_cli/skills/command.py,show_cmd,311,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-BA32B74634CB,comfy skill status,skill,true,reachable CLI leaf,developer-only,code-inferred,high,Show which skills are installed across Claude Code / Cursor / AGENTS.md.,comfy_cli/skills/command.py,status_cmd,333,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/skills/test_installer.py | tests/comfy_cli/test_feedback_commands.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-D97B74052D25,comfy skill uninstall,skill,true,reachable CLI leaf,developer-only,code-inferred,high,"Remove the comfy skills from Claude Code, Cursor, and AGENTS.md.",comfy_cli/skills/command.py,uninstall_cmd,217,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-FBA98D791DA2,comfy skill validate,skill,true,reachable CLI leaf,developer-only,code-inferred,high,Validate a skill directory or SKILL.md against the format contract.,comfy_cli/skills/command.py,validate_cmd,386,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-FFC1196ABAB4,comfy skills install,skills,false,reachable CLI leaf,active,code-inferred,high,"Write the comfy skills into Claude Code, Cursor, and AGENTS.md.",comfy_cli/skills/command.py,install_cmd,123,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py | tests/comfy_cli/test_install_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-6A6DD1F2EC1E,comfy skills list,skills,false,reachable CLI leaf,active,code-inferred,high,,comfy_cli/skills/command.py,list_cmd,275,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-D490151B53A3,comfy skills show,skills,false,reachable CLI leaf,active,code-inferred,high,Print a bundled SKILL.md to stdout (default: comfy).,comfy_cli/skills/command.py,show_cmd,311,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-FC74D7E23B97,comfy skills status,skills,false,reachable CLI leaf,active,code-inferred,high,Show which skills are installed across Claude Code / Cursor / AGENTS.md.,comfy_cli/skills/command.py,status_cmd,333,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/skills/test_installer.py | tests/comfy_cli/test_feedback_commands.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-636CE572A2A0,comfy skills uninstall,skills,false,reachable CLI leaf,active,code-inferred,high,"Remove the comfy skills from Claude Code, Cursor, and AGENTS.md.",comfy_cli/skills/command.py,uninstall_cmd,217,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-8A9EBFF54B88,comfy skills validate,skills,false,reachable CLI leaf,active,code-inferred,high,Validate a skill directory or SKILL.md against the format contract.,comfy_cli/skills/command.py,validate_cmd,386,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/test_command.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/test_feedback_commands.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-557E7D952F82,comfy standalone,standalone,false,reachable CLI leaf,active,code-inferred,high,Download a standalone Python interpreter and dependencies based on an existing comfyui workspace,comfy_cli/cmdline.py,standalone,1520,decorator,tests/comfy_cli/command/models/test_search.py | tests/comfy_cli/command/test_asset_refs.py | tests/comfy_cli/command/test_assets_push.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/command/test_preview.py | tests/comfy_cli/command/test_var_refs.py | tests/comfy_cli/command/test_workflow_fragments.py | tests/comfy_cli/command/test_workflow_saved.py | tests/comfy_cli/command/test_workflow_slots.py | tests/comfy_cli/skills/test_installer.py | tests/comfy_cli/test_cmdline_python_resolution.py | tests/comfy_cli/test_standalone.py | tests/e2e/test_e2e_uv_compile.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-9302049E157E,comfy stop,stop,false,reachable CLI leaf,active,code-inferred,high,Stop background ComfyUI,comfy_cli/cmdline.py,stop,1071,decorator,tests/comfy_cli/command/test_run.py | tests/comfy_cli/command/test_run_json.py | tests/comfy_cli/jobs/test_jobs.py | tests/comfy_cli/output/test_panels.py | tests/comfy_cli/output/test_renderer.py | tests/comfy_cli/registry/test_config_parser.py | tests/comfy_cli/test_cmdline_python_resolution.py | tests/comfy_cli/test_config_manager.py | tests/comfy_cli/test_project.py | tests/e2e/test_e2e.py,conflicting,Replace with native Rust runtime/plugin lifecycle; production must never spawn Python or cm-cli.,
COMFY-CLI-CMD-7AF6D68A98BB,comfy templates fetch,templates,false,reachable CLI leaf,active,code-inferred,high,"Fetch a template's workflow JSON from the curated gallery. Verifies the name against the gallery index first, then pulls templates/<name>.json from Comfy-Org/workflow_templates.",comfy_cli/command/templates.py,fetch_cmd,428,decorator,tests/comfy_cli/command/test_templates.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-899FF535A207,comfy templates ls,templates,false,reachable CLI leaf,active,code-inferred,high,"List gallery templates. Filter by type/category/tag/model/provider/name, or pass --query for the full CQL grammar.",comfy_cli/command/templates.py,ls_cmd,195,decorator,tests/comfy_cli/command/test_templates.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-456CCBC5E29E,comfy templates refresh,templates,false,reachable CLI leaf,active,code-inferred,high,Re-download templates/index.json into the local cache.,comfy_cli/command/templates.py,refresh_cmd,387,decorator,tests/comfy_cli/command/test_templates.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-5336FA460FC1,comfy templates show,templates,false,reachable CLI leaf,active,code-inferred,high,Show full details for a single template by name.,comfy_cli/command/templates.py,show_cmd,337,decorator,tests/comfy_cli/command/test_templates.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-84E4DF98EE55,comfy tracking disable,tracking,false,reachable CLI leaf,active,code-inferred,high,,comfy_cli/tracking.py,disable,201,decorator,tests/comfy_cli/auth/test_where.py | tests/comfy_cli/command/generate/test_app.py | tests/comfy_cli/command/generate/test_emit.py | tests/comfy_cli/command/nodes/test_publish.py | tests/comfy_cli/command/test_cm_cli_util.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_nodes_cli.py | tests/comfy_cli/command/test_setup_consent.py | tests/comfy_cli/test_feedback_commands.py | tests/comfy_cli/test_tracking.py | tests/comfy_cli/test_tracking_providers.py | tests/comfy_cli/test_update.py | tests/e2e/test_e2e.py | tests/e2e/verify_tracking_live.py | tests/uv/test_uv.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-1734C92AC241,comfy tracking enable,tracking,false,reachable CLI leaf,active,code-inferred,high,,comfy_cli/tracking.py,enable,195,decorator,tests/comfy_cli/command/nodes/test_bisect_custom_nodes.py | tests/comfy_cli/command/nodes/test_publish.py | tests/comfy_cli/command/test_cm_cli_util.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_run_json.py | tests/comfy_cli/command/test_setup_consent.py | tests/comfy_cli/test_tracking.py | tests/comfy_cli/test_tracking_providers.py | tests/e2e/test_e2e.py | tests/e2e/test_e2e_uv_compile.py | tests/e2e/verify_tracking_live.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-687A23DF55A4,comfy update,update,false,reachable CLI leaf,active,code-inferred,high,Update ComfyUI Environment [all|comfy|cli],comfy_cli/cmdline.py,update,613,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/auth/test_oauth.py | tests/comfy_cli/command/github/test_pr.py | tests/comfy_cli/command/models/test_search.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_run.py | tests/comfy_cli/command/test_run_json.py | tests/comfy_cli/command/test_workflow_saved.py | tests/comfy_cli/cql/test_engine.py | tests/comfy_cli/cql/test_loader_resilient.py | tests/comfy_cli/jobs/test_jobs.py | tests/comfy_cli/output/test_discovery.py | tests/comfy_cli/output/test_envelope_schemas.py | tests/comfy_cli/output/test_error_code_registry.py | tests/comfy_cli/output/test_panels.py | tests/comfy_cli/test_aria2_download.py | tests/comfy_cli/test_cmdline_python_resolution.py | tests/comfy_cli/test_credentials.py | tests/comfy_cli/test_custom_nodes_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-A411BFC1ADF4,comfy upload,upload,false,reachable CLI leaf,active,code-inferred,high,Upload files to the ComfyUI server's input directory.,comfy_cli/cmdline.py,upload,960,decorator,tests/comfy_cli/command/generate/test_adapters.py | tests/comfy_cli/command/generate/test_app.py | tests/comfy_cli/command/generate/test_app_lifecycle.py | tests/comfy_cli/command/generate/test_upload.py | tests/comfy_cli/command/nodes/test_publish.py | tests/comfy_cli/command/test_assets_push.py | tests/comfy_cli/command/test_transfer_upload.py | tests/comfy_cli/test_cmdline_python_resolution.py | tests/test_file_utils_network.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-EA2EDDF5406A,comfy validate,validate,false,reachable CLI leaf,active,code-inferred,high,"Validate an API-format workflow without submitting. Checks class_types, input shapes, enum values, and edge wiring.",comfy_cli/cmdline.py,validate,859,decorator,tests/comfy_cli/auth/test_auth_command.py | tests/comfy_cli/command/generate/test_schema.py | tests/comfy_cli/command/github/test_pr.py | tests/comfy_cli/command/nodes/test_node_install.py | tests/comfy_cli/command/nodes/test_publish.py | tests/comfy_cli/command/test_assets_push.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/command/test_run.py | tests/comfy_cli/command/test_transfer_download.py | tests/comfy_cli/command/test_workflow_fragments.py | tests/comfy_cli/cql/test_engine.py | tests/comfy_cli/jobs/test_jobs.py | tests/comfy_cli/output/test_discovery.py | tests/comfy_cli/output/test_envelope_schemas.py | tests/comfy_cli/output/test_renderer.py | tests/comfy_cli/registry/test_config_parser.py | tests/comfy_cli/skills/test_installer.py | tests/comfy_cli/test_cmdline_python_resolution.py | tests/comfy_cli/test_host_port.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-24E6F6ED7B84,comfy which,which,false,reachable CLI leaf,active,code-inferred,high,Show which ComfyUI is selected.,comfy_cli/cmdline.py,which,1270,decorator,tests/comfy_cli/cloud/test_client.py | tests/comfy_cli/command/generate/test_app_lifecycle.py | tests/comfy_cli/command/generate/test_emit.py | tests/comfy_cli/command/test_command_init.py | tests/comfy_cli/command/test_launch_background.py | tests/comfy_cli/command/test_manager_gui.py | tests/comfy_cli/command/test_nodes_introspect.py | tests/comfy_cli/command/test_preview.py | tests/comfy_cli/command/test_project_command.py | tests/comfy_cli/command/test_run_cli.py | tests/comfy_cli/command/test_run_json.py | tests/comfy_cli/command/test_transfer_download.py | tests/comfy_cli/conftest.py | tests/comfy_cli/jobs/test_jobs.py | tests/comfy_cli/output/test_discovery.py | tests/comfy_cli/output/test_envelope_schemas.py | tests/comfy_cli/output/test_help_json.py | tests/comfy_cli/output/test_panels.py | tests/comfy_cli/output/test_renderer.py | tests/comfy_cli/test_cmdline_python_resolution.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-6A89790B1CAF,comfy workflow compose,workflow,false,reachable CLI leaf,active,code-inferred,high,Compose a YAML blueprint into API workflow JSON.,comfy_cli/command/workflow_fragments.py,compose_cmd,45,direct command registration,tests/comfy_cli/command/test_workflow_fragments.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-F3383A93A6AC,comfy workflow decompose,workflow,false,reachable CLI leaf,active,code-inferred,high,Project a workflow into a reusable fragment.,comfy_cli/command/workflow_fragments.py,decompose_cmd,221,direct command registration,tests/comfy_cli/command/test_workflow_fragments.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-73CE11F8C80F,comfy workflow delete,workflow,false,reachable CLI leaf,active,code-inferred,high,"Delete a saved workflow (cloud, or local ComfyUI /userdata with --where local).",comfy_cli/command/workflow.py,delete_cmd,1121,decorator,tests/comfy_cli/command/test_workflow_fragments.py | tests/comfy_cli/command/test_workflow_saved.py | tests/comfy_cli/command/test_workflow_slots.py | tests/comfy_cli/test_workflow_to_api.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-DAA4CD510B4C,comfy workflow fragment ls,workflow,false,reachable CLI leaf,active,code-inferred,high,List fragments in a library directory.,comfy_cli/command/workflow_fragments.py,fragment_ls_cmd,348,decorator,tests/comfy_cli/command/test_workflow_fragments.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-CC26004346FB,comfy workflow fragment show,workflow,false,reachable CLI leaf,active,code-inferred,high,"Show a fragment's metadata, ports, and interior node count.",comfy_cli/command/workflow_fragments.py,fragment_show_cmd,405,decorator,tests/comfy_cli/command/test_workflow_fragments.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-F0B4EF4496B8,comfy workflow fragment validate,workflow,false,reachable CLI leaf,active,code-inferred,high,Validate that a fragment file is well-formed.,comfy_cli/command/workflow_fragments.py,fragment_validate_cmd,458,decorator,tests/comfy_cli/command/test_workflow_fragments.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-58BE2604E2D0,comfy workflow get,workflow,false,reachable CLI leaf,active,code-inferred,high,"Fetch a saved workflow's content (cloud, or local with --where local); writes JSON to --out or stdout.",comfy_cli/command/workflow.py,get_cmd,983,decorator,tests/comfy_cli/command/test_workflow_fragments.py | tests/comfy_cli/command/test_workflow_saved.py | tests/comfy_cli/command/test_workflow_slots.py | tests/comfy_cli/test_workflow_to_api.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-A1CC17F932B8,comfy workflow list,workflow,false,reachable CLI leaf,active,code-inferred,high,"List saved workflows (cloud store, or local ComfyUI /userdata with --where local).",comfy_cli/command/workflow.py,list_cmd,888,decorator,tests/comfy_cli/command/test_workflow_fragments.py | tests/comfy_cli/command/test_workflow_saved.py | tests/comfy_cli/command/test_workflow_slots.py | tests/comfy_cli/test_workflow_to_api.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-E47F1FD666C5,comfy workflow save,workflow,false,reachable CLI leaf,active,code-inferred,high,"Save a workflow JSON to the saved-workflow store (cloud, or local ComfyUI /userdata with --where local).",comfy_cli/command/workflow.py,save_cmd,1052,decorator,tests/comfy_cli/command/test_workflow_fragments.py | tests/comfy_cli/command/test_workflow_saved.py | tests/comfy_cli/command/test_workflow_slots.py | tests/comfy_cli/test_workflow_to_api.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-78E739672C50,comfy workflow set-slot,workflow,false,reachable CLI leaf,active,code-inferred,high,Apply one or more slot overrides to a workflow in place (or --stdout).,comfy_cli/command/workflow.py,set_slot_cmd,232,decorator,tests/comfy_cli/command/test_workflow_fragments.py | tests/comfy_cli/command/test_workflow_saved.py | tests/comfy_cli/command/test_workflow_slots.py | tests/comfy_cli/test_workflow_to_api.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-4742AFC0FB69,comfy workflow slots,workflow,false,reachable CLI leaf,active,code-inferred,high,List the agent-tweakable slots a workflow exposes.,comfy_cli/command/workflow.py,slots_cmd,162,decorator,tests/comfy_cli/command/test_workflow_fragments.py | tests/comfy_cli/command/test_workflow_saved.py | tests/comfy_cli/command/test_workflow_slots.py | tests/comfy_cli/test_workflow_to_api.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
COMFY-CLI-CMD-EF6E4E653866,comfy workflow vary,workflow,false,reachable CLI leaf,active,code-inferred,high,Produce N workflow variants from a per-slot value list. Emits NDJSON.,comfy_cli/command/workflow.py,vary_cmd,307,decorator,tests/comfy_cli/command/test_workflow_fragments.py | tests/comfy_cli/command/test_workflow_saved.py | tests/comfy_cli/command/test_workflow_slots.py | tests/comfy_cli/test_workflow_to_api.py,missing,Implement natively in Rust/GPUI or expose through Sim's native compatibility service.,
